Time,ch_1,ch_2,ch_3,ch_4,ch_5,ch_6,ch_7,ch_8,ch_9,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,A1,A2,A3,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
0.0,-21.728028468145872,-29.141867762507587,-27.41394402132141,-32.467817390784745,-13.37643132413798,-14.84629852259997,-14.441934825519164,-13.3349343907136,-9.796599986521986,-8.972679770257391,-2.0620388760508535,-0.8699380546680704,-15.77228137865514,-1.839923862491109,2.106206495507737,-67.62096159394918,-88.739115711766,-21.11815411774297,111.99051944964602,-57.06188453509484,-99.2981927706282,33.56723320573445,-120.37538628937773,-148.19560827756743,-149.24816097111085,-116.9793084509482,-99.94732560853173
0.002,-21.735286334383314,-29.14779981319022,-27.356935418399374,-32.57820246357155,-13.385385296446069,-14.85647641386494,-14.98623823200724,-14.026192915362419,-10.227434983469388,-9.281223688099695,-2.3589688780833526,-0.9950251633672841,-14.122176753462941,-1.9013922643953929,1.9247144532088885,-66.17550046393049,-88.03856685520321,-21.863066391198693,110.19478389134612,-55.243967268348875,-98.97010005079282,33.73891361903907,-120.82457918407168,-148.5975511189513,-149.768740355489,-117.3379176273124,-100.35767094789472
0.004,-21.541604240198954,-28.671566855429525,-26.898127619396064,-32.367312597452106,-12.952247623529585,-14.585257886016814,-15.168982088804016,-14.516541749625834,-10.21631169213723,-9.308350161697946,-2.3344606397868977,-0.8390798067445084,-12.552307077798721,-1.802059346408306,1.9039448122972586,-64.6701076553846,-87.7383067468504,-23.068199091391616,108.539261028624,-53.13600810970709,-99.27240629253598,33.640704551135904,-121.62370725769755,-149.31945596869198,-150.79926150733803,-117.91653622994585,-100.82800115863948
0.006,-21.24348402372715,-27.944729647479715,-26.230485532343316,-31.98944075678216,-12.289333746769397,-14.167784160502217,-15.163806129227174,-14.90246819439134,-9.97548150895443,-9.189210509862832,-2.142885551369021,-0.5370684166738717,-11.024139348587125,-1.6191502802249256,1.966710301854884,-63.22478315893944,-87.4783334038499,-24.253550244836113,106.96394986067881,-51.09800803654026,-99.60510852625727,33.482605546017325,-122.5727714324282,-150.12132348097396,-151.83972452159895,-118.42516437069466,-101.09831641171868
0.008,-20.94536380725534,-27.217892439529905,-25.562843445290568,-31.61156891611221,-11.62641987000921,-13.750310434987622,-15.158630169650332,-15.288394639156845,-9.734651325771633,-9.070070858027716,-1.951310462951144,-0.23505702660323513,-9.495971619375528,-1.4362412140415453,2.029475791412509,-62.17952695955705,-87.43864483240147,-25.259117872769885,105.8988493755724,-49.54996802319155,-100.06820376877522,33.214616144,-123.53177262577549,-150.9531543035964,-152.65012948766693,-118.78380215476592,-101.23861687346805
0.01,-20.647243590784026,-26.49105523158129,-24.895201358238914,-31.233697075442883,-10.963505993250113,-13.332836709473712,-15.153454210073496,-15.674321083921715,-9.49382114258923,-8.950931206192797,-1.759735374533582,0.06695436346690475,-7.967803890166446,-1.2533321478584658,2.0922412809700313,-61.874339036543454,-88.08923902784673,-26.21489999122858,105.91895855028164,-48.76688904094917,-101.19668902344935,32.726735881769194,-124.5707117505322,-151.93494907795403,-153.2504764894103,-119.07244968074306,-101.41890270561436
0.012,-20.417623678027415,-25.969866255776125,-24.639082030219974,-31.095990309933086,-10.643390809261474,-13.223894498922538,-15.18249953660785,-16.02585027309301,-9.252840028825895,-8.797241492559753,-1.5680413854582123,-0.21432912827084116,-6.988461914073286,-1.1045986199269082,2.1550692765030264,-62.26921936355926,-89.67011397475474,-27.400894611120606,107.10427635075168,-48.56877205801953,-103.37056128030288,32.098964292423176,-125.71958971471506,-153.04670843901957,-153.97076560519056,-119.41110704060188,-101.51917406528436
0.014,-20.241375374265054,-25.608906891244178,-24.703598240967494,-31.145406751041694,-10.590365211771779,-13.355342804703906,-15.23820817706269,-16.350579042755477,-9.011741318387905,-8.616632301362449,-1.3762547556344562,-0.950083398556669,-6.436734297519308,-0.982492761740116,2.217945973199321,-62.97416790863085,-91.38126764700793,-28.407099738302023,108.66480173195008,-48.77061803950098,-105.58481751614627,31.381300905517943,-126.79840742150873,-154.05843301532684,-154.58099690788382,-119.64977431972764,-101.39943110501424
0.016,-20.065127070502985,-25.247947526712824,-24.768114451714904,-31.194823192150224,-10.537339614282173,-13.486791110485056,-15.29391681751744,-16.675307812417408,-8.770642607950313,-8.436023110165442,-1.1844681258110155,-1.6858376688412866,-5.885006680966237,-0.8603869035535247,2.2808226698955116,-63.69918463416213,-92.74269800788899,-29.04351337365158,110.07053363792213,-49.17742794735807,-107.26445469470157,30.383745247112003,-127.90716576921089,-155.1701234289555,-155.26117046490248,-120.17845159693324,-101.54967397276
0.018000000000000002,-19.88887876674063,-24.886988162180877,-24.832630662462424,-31.244239633258832,-10.484314016792478,-13.618239416266423,-15.34962545797228,-17.000036582079872,-8.529543897512324,-8.255413918968138,-0.9926814959872592,-2.421591939127114,-5.333279064412259,-0.7382810453667324,2.3436993665918058,-65.01426949694698,-94.33440301016832,-29.32013351314585,112.18147100184692,-50.354202740396374,-108.99446976672753,29.16629683981152,-129.0058656511782,-156.39178029551655,-155.98128633821926,-120.96713894447812,-102.04990281190854
