Time,ch_1,ch_2,ch_3,ch_4,ch_5,ch_6,ch_7,ch_8,ch_9,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,A1,A2,A3,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
0.0,-21.494246353823915,-21.97821618806165,-28.06313781655032,-28.385785650264697,-11.556318734177434,-14.840531448506761,-8.641555621855485,-4.143422823352608,-9.716345309861515,-3.72942852555249,-1.5813273844920883,-4.498122284016634,-8.559802492145385,-6.689073555355137,6.002258975967742,-69.68918753914541,-110.61842822647574,-40.929240687380975,124.99840165241847,-49.22456719543547,-131.0830485703174,33.325677512936736,-114.21811084098407,-148.7103932692985,-156.17564337628355,-122.84515166431002,-101.5252514839592
0.002,-21.069674142535366,-21.67483753935508,-28.07363109475164,-28.498379174726587,-11.624466368363622,-14.90966486853454,-8.51561560553059,-4.029816418374084,-9.608906251712819,-3.544871941173411,-1.508328716276084,-4.445338956033007,-8.456370049942073,-6.741221638991265,5.89107635234625,-68.29473220776268,-110.24760645021361,-41.95287424250168,123.41853543290428,-47.31829508649286,-131.22404357161614,33.04716108714924,-114.68419184006522,-148.93874728380467,-156.27429661521035,-123.14377971855153,-101.37503517080636
0.004,-20.645101931246117,-21.371458890648015,-28.084124372952978,-28.610972699188665,-11.692614002549922,-14.978798288562432,-8.389675589205488,-3.9162100133953737,-9.501467193563947,-3.3603153567940285,-1.4353300480599596,-4.392555628049292,-8.35293760773859,-6.793369722627478,5.779893728724575,-66.91037253534394,-109.98723003375488,-43.07685749846179,121.90398755225578,-45.37194378609453,-131.525658783138,32.73878538444798,-115.16018939709133,-149.1070663533537,-156.3429031339652,-123.33240998263317,-101.15477547812891
0.006,-20.220529719956872,-21.06808024194095,-28.09461765115432,-28.72356622365074,-11.760761636736222,-15.047931708590324,-8.263735572880387,-3.8026036084166632,-9.394028135415073,-3.175758772414646,-1.3623313798438352,-4.339772300065579,-8.249505165535108,-6.845517806263692,5.668711105102901,-65.89610830697994,-110.01729650137186,-44.12118819444285,120.90475655769988,-43.835514209740495,-132.077890598746,32.55054937906754,-115.4561044004598,-149.0053509804676,-156.05146276744463,-123.23104250328586,-100.74447278491992
0.008,-20.158492338887516,-21.127025668931573,-28.10482619843299,-28.732700916183738,-11.77718260360345,-14.858075095827871,-8.293182622839137,-3.5853653071409624,-9.493840343765823,-3.0430075735718214,-1.2893692663750207,-4.131633591604917,-8.094408274293981,-6.690447407841908,5.453982026963203,-65.88193930176125,-110.61780335829529,-44.73586405658506,121.19084098094248,-43.51400727345116,-132.985735386741,32.58245204030443,-115.55193773431432,-148.6336016611704,-155.56997534491822,-122.9796773214372,-100.10412746509449
0.01,-20.161189101500053,-21.250667607320793,-28.114983904217507,-28.723362021262535,-11.784367267541159,-14.6219732768191,-8.350375554949583,-3.34962251607317,-9.630659295043312,-2.9195067335667897,-1.2164136801141212,-3.8957546588032868,-7.930086189806357,-6.498376120476338,5.220763715497653,-66.00786529279709,-110.93874809081271,-44.9308827980667,121.47723933823663,-43.542423893746665,-133.40418948999974,32.724492332579096,-115.54769027849319,-148.30181888497827,-155.1184406900589,-122.72831447223012,-99.42373988749857
0.012,-20.163885864112594,-21.374309545710013,-28.125141610002025,-28.714023126341328,-11.791551931478867,-14.385871457810328,-8.407568487060027,-3.1138797250053774,-9.767478246320799,-2.7960058935617584,-1.1434580938532217,-3.6598757260016557,-7.765764105318732,-6.306304833110768,4.987545404032103,-65.88388604723492,-110.72012816636787,-44.836242119184114,121.24395013045164,-43.46576498762627,-133.1382492261141,32.696669215498126,-115.58336290847822,-147.9400031348913,-154.74685862097377,-122.39695398504227,-98.72331041591849
0.014,-20.166582626725127,-21.49795148409903,-28.135299315786522,-28.70468423142014,-11.798736595416564,-14.149769638801944,-8.46476141917038,-2.8781369339379728,-9.904297197598062,-2.67250505355693,-1.0705025075924421,-3.423996793200413,-7.601442020831379,-6.114233545745513,4.754327092566936,-66.13000132628048,-110.65194103366149,-44.521939707432246,121.45597184314359,-43.86903147254822,-132.9129108875323,32.56898164391677,-115.64895649534498,-147.5281548873858,-154.4552289502364,-122.1655958835067,-98.18283940909137
0.016,-20.123357284467325,-21.759217706998264,-28.099269233898895,-28.465787275177107,-11.576305904096614,-13.638025418084803,-8.521974856661386,-2.5504791561360394,-9.903401125015074,-2.5030843641025595,-0.9057169352395112,-2.9584587669927895,-7.3453589970539275,-5.646509874507258,4.7048656279605385,-66.5562108852184,-110.89418412275305,-44.33797323758594,122.00330294662685,-44.387224266409774,-133.0631707417012,32.30142856800181,-115.74447190571365,-147.15627461240825,-154.27355148492006,-122.1442401855328,-97.94232722071627
0.018000000000000002,-20.065032646155633,-22.0657351182278,-28.048052498827452,-28.151411088632237,-11.278377144093989,-13.03564932759314,-8.579195036369638,-2.1925995145848622,-9.85722402878958,-2.3185651201822353,-0.7107374475480488,-2.4174082908968817,-7.059104760689004,-5.088151051335307,4.71582384665277,-66.81251447343352,-111.10685484516385,-44.294340371781715,122.36594189604695,-44.665344287527475,-133.25402503121038,32.07400893329464,-115.76991000170113,-146.86436277337026,-154.181826026632,-122.26288690332888,-97.93177419946608
