Time,ch_1,ch_2,ch_3,ch_4,ch_5,ch_6,ch_7,ch_8,ch_9,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,A1,A2,A3,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
0.0,-14.745212000361322,-22.506986549839255,-25.4484124692873,-23.454060681201273,-11.627433886558013,-7.720071013110067,-12.909098553082867,-2.376603649012565,-5.568043328698421,-4.332836381104355,1.2977797803218425,3.499184379669967,-3.1517455584866716,0.028482914233003198,6.467970807016958,-62.97196023798967,-72.1787770936044,-9.206816855621536,99.06134878494379,-58.368551810139905,-76.78218552133944,21.909967638148856,-115.50769869607203,-152.81036120263906,-150.13020943886798,-113.89313567765497,-97.63447835235904
0.002,-14.718161954284843,-22.56445401635944,-25.62947513547724,-23.168237196430468,-11.792755976235606,-7.460532779099815,-12.675907244307261,-2.234760026793738,-5.339724432284995,-4.341184540847083,1.4822556146320494,3.4413366499909106,-3.311578523729813,-0.004323242555419549,6.399584382911398,-64.47582818180575,-72.18541182205257,-7.7095836402534825,100.56853409298456,-60.621036361639796,-76.0402036421035,22.7111658904881,-114.72134958478784,-151.99934567988342,-149.5103898487405,-113.59664170498638,-96.92578406965937
0.004,-14.853063868382128,-22.693992828009957,-25.936570553787043,-22.936386675901122,-11.994150695072898,-7.291020550791457,-12.388783742888545,-2.1109344948138262,-5.183366100258783,-4.475527466846233,1.5227905222530094,3.2036288300783022,-3.561327481648401,-0.19907835409005836,6.205252740904786,-65.7796785212254,-72.04174780899224,-6.262069287773318,101.80055242587471,-62.64864387729933,-75.172782452803,23.312240367388412,-113.98522575064685,-151.11854885054925,-148.76078364741113,-113.31025047868273,-96.29721314042337
0.006,-14.987965782479636,-22.82353163966069,-26.243665972097347,-22.704536155371397,-12.19554541391052,-7.121508322482821,-12.101660241469355,-1.9871089628337109,-5.027007768232314,-4.609870392845605,1.5633254298740362,2.965921010165303,-3.8110764395673997,-0.3938334656250174,6.010921098897855,-67.1635111255191,-72.26778730442581,-5.104276178913058,103.2974047778858,-64.61137303602293,-74.81992539380637,23.773191222084268,-113.39932686109319,-150.43797004361377,-148.17139031979485,-113.28396141810875,-96.00876501129225
0.008,-15.122867696577142,-22.95307045131142,-26.550761390407654,-22.47268563484167,-12.396940132748142,-6.951996094174186,-11.814536740050167,-1.8632834308535955,-4.870649436205846,-4.744213318844976,1.6038603374950628,2.7282131902523035,-4.060825397486399,-0.5885885771599766,5.816589456890924,-68.6273258606661,-72.82353256243958,-4.196206701779695,105.03909214204035,-66.52922250973641,-74.92163591325341,23.874018609444764,-113.26365256969494,-150.19760857323814,-147.92220933614777,-113.65777393333177,-96.10043912034226
0.01,-15.183498115553618,-22.859698135815172,-26.4117856493455,-22.09207827217697,-12.41257185860291,-6.81984813412299,-11.378710466637928,-1.7023299236338079,-4.788686387366748,-4.804326852968105,1.6443317333266927,2.341788246430878,-4.124560075421058,-0.5602971358751956,5.733783822563819,-69.30112258936882,-73.30898584113304,-4.0078632517703205,105.95561551009041,-67.2971909634436,-75.31291746694211,23.59472268599553,-113.59820251613152,-150.47746373879474,-148.09324015210967,-114.24168742516396,-96.5522348971201
0.012,-15.19651255331145,-22.623415918930565,-25.986830530699155,-21.616101845111427,-12.309109614818258,-6.71165467091712,-10.847549793575393,-1.5175734086940862,-4.754418681151747,-4.816851398560826,1.6847624113007105,1.8600197018447568,-4.0690396818411525,-0.38900897084486696,5.722478301145727,-68.66490117106733,-73.78414940254844,-5.119248231487086,105.55697587249723,-66.10527705528354,-76.34377351821585,22.76530360994066,-114.50297632618242,-151.13753482489628,-148.53448220874762,-115.31570128520572,-97.59415176267947
0.014,-15.20952699106926,-22.387133702046345,-25.561875412053507,-21.140125418046665,-12.205647371033775,-6.603461207711429,-10.31638912051373,-1.3328168937546683,-4.720150974936803,-4.829375944153527,1.7251930892746619,1.378251157259428,-4.013519288261339,-0.21772080581482006,5.7111727797276535,-67.15866146195471,-74.23902551260088,-7.0803640506520455,104.27817421841146,-63.61847943658823,-77.77920753785074,21.69576154118483,-115.77797361171712,-152.1178211014262,-149.30593493260128,-116.80981489588991,-99.1061891296183
0.016,-15.22254142882709,-22.150851485161734,-25.136920293407158,-20.66414899098112,-12.102185127249124,-6.4952677445055595,-9.785228447451194,-1.1480603788149464,-4.685883268721802,-4.841900489746249,1.7656237672486796,0.896482612673307,-3.957998894681434,-0.046432640784491386,5.6998672583095615,-65.51240331499272,-74.67361644100876,-9.161213126021856,102.84921153565405,-60.93179675194115,-79.25422300394348,20.51609664135541,-117.30319397068642,-153.30832182357042,-150.31759773572958,-118.30402763052712,-100.74834640211681
0.018000000000000002,-15.266985758274323,-22.071453552667155,-24.680824624647457,-20.34486108942534,-12.092897990969952,-6.512565102448224,-9.37946565447687,-1.1513791934052158,-4.714296137826404,-4.854554803729398,1.7746679736658824,0.5087656459956464,-3.902433714379196,0.09343201370353368,5.657185328991549,-63.39612657992803,-74.60792446122463,-11.211797881302331,100.7000888106979,-57.79022763923603,-80.21382340179956,19.13630907382475,-118.96863698711486,-154.68903623185102,-151.5594700157585,-119.85833885335204,-102.53062297597658
0.02,-15.341218245703894,-22.14074508733825,-24.195215025786464,-20.174077121578843,-12.172866745487582,-6.648798295189674,-9.09255060999822,-1.3329492626927066,-4.802115475731437,-4.867332107678682,1.7539651741918534,0.21018749306061318,-3.8468260867796302,0.20351455803815216,5.584765931766306,-60.93983110330905,-74.10195185036626,-13.162120747062913,97.99080702865035,-54.35877072973656,-80.68301222382149,17.686399003732472,-120.65430223109468,-156.0399635521605,-152.80155115593055,-121.43274791957072,-104.3930182386603
0.022,-15.415450733133586,-22.21003662200946,-23.70960542692467,-20.003293153732063,-12.252835500005341,-6.785031487931347,-8.805635565519097,-1.5145193319804964,-4.889934813636614,-4.880109411627988,1.7332623747177907,-0.08839065987491124,-3.7912184591799734,0.3135971023729517,5.512346534540943,-59.28351672850316,-73.78570088914846,-14.502184160650948,96.17636717323617,-52.03242464813648,-81.0367929693977,16.49636659800786,-122.16018925878066,-157.21110299579829,-153.96384052515543,-122.75725417540869,-106.01553156933251
0.024,-15.489683220563279,-22.27932815668067,-23.22399582806288,-19.832509185885282,-12.332804254523102,-6.921264680673021,-8.518720521039976,-1.696089401268286,-4.977754151541792,-4.892886715577294,1.712559575243728,-0.3869688128104356,-3.735610831580316,0.4236796467077512,5.439927137315581,-58.05718329571457,-73.58917386181484,-15.531990566105913,94.85177022678138,-50.29118801262022,-81.3551691447916,15.736212025392337,-123.44629761238684,-158.23245375950825,-155.09633747806225,-123.74185695816044,-107.29816233890105
0.026000000000000002,-15.793318812885692,-22.629072945975103,-23.044316109472273,-19.814612955999362,-12.591273746751185,-7.210501013696825,-8.461173513919304,-2.107035722130613,-5.192982818244455,-5.058654615445086,1.5644143578000866,-0.6855134138512011,-3.8838148801337002,0.25340282973425177,5.265553408290425,-56.620830642002616,-73.04237305607046,-16.42154241407347,93.14201717019782,-48.41005943492429,-81.25314426303102,15.125935456462013,-124.55262682018389,-159.0140150255178,-156.02904135505293,-124.38655559623945,-108.20090991005945
0.028,-16.417055293959358,-23.37015217732096,-23.291520005275803,-20.010050808157047,-13.098816784913046,-7.713232457037572,-8.723678463565212,-2.8380454615847395,-5.5859939059932096,-5.437900121672913,1.238440547863203,-0.9840111977790647,-4.316410452964276,-0.30807741391608745,4.948916250719034,-54.924458601300564,-72.40530076301435,-17.48084216171943,91.12710898296831,-46.18403752039909,-81.14572184379794,14.685537063650257,-125.30917639649817,-159.5057859615784,-156.56195148235702,-124.62134940922937,-108.78377363733009
0.03,-17.04079177503302,-24.111231408666818,-23.538723901079337,-20.20548866031473,-13.606359823074905,-8.21596390037832,-8.986183413211121,-3.569055201038866,-5.979004993741963,-5.817145627900739,0.9124667379263193,-1.2825089817069282,-4.749006025794852,-0.8695576575664268,4.632279093147643,-53.92806700443501,-72.21795927707294,-18.28989227264358,90.03704664313263,-44.78312086807128,-81.36290541331866,14.555017021270375,-125.60594584171207,-159.59776572100728,-156.50506717208785,-124.51623770793624,-109.00675286710828
0.032,-17.664528256105662,-24.852310640011456,-23.78592779688246,-20.400926512472097,-14.113902861235932,-8.71869534371824,-9.248688362856598,-4.30006494049179,-6.37201608149007,-6.196391134127943,0.5864929279899718,-1.581006765634301,-5.181601598624717,-1.4310379012158425,4.315641935576773,-54.331655679145655,-72.40035089593343,-18.06869521679343,90.53183112727409,-45.297308070706826,-81.43469850425413,15.064375505538317,-125.17293464226543,-159.09995344273105,-155.9483877223002,-123.80121979444161,-108.61984693770698
0.034,-18.288321293812572,-25.475762178121762,-24.052878731220744,-20.59636381583852,-14.54304730803412,-9.16264092471006,-9.550472591258874,-4.972236924596198,-6.706153445929364,-6.575717075805115,0.2801176534175671,-1.8598538765901733,-5.59454472566236,-1.953319326192765,4.077484154687974,-55.49522445010571,-72.72247792047789,-17.227253470377835,91.85646341050693,-46.881597714874516,-81.33610465559089,15.793612694595444,-124.35014227065847,-158.2823482513302,-155.16191241704905,-122.72629496215644,-107.83305517940263
