Time,ch_1,ch_2,ch_3,ch_4,ch_5,ch_6,ch_7,ch_8,ch_9,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15
0.0,4.550793819997613,3.5007728271169283,4.293254730143859,3.879875626239993,4.582758172045289,2.660080599310982,5.834224931555792,2.5448982413369565,6.563098908004852,4.295771637423121,1.3955005518544448,4.93613309790853,8.074616683608847,5.010298324833316,2.235337438544532
0.002,4.489722920196138,3.1997666595080605,4.662164592942519,4.427840352998597,4.768681229603197,2.9066778045154655,5.70086488990572,2.4797710641133004,6.386135617368148,4.362448061956143,1.2832936532094035,4.331071443541049,7.529703740792233,4.708477977122474,2.2406402189407753
0.004,4.428652020394538,2.8987604918985737,5.031074455741937,4.975805079758328,4.954604287161487,3.1532750097204563,5.567504848255373,2.41464388688951,6.20917232673108,4.429124486489303,1.1710867545641315,3.7260097891723243,6.9847907979745,4.406657629411012,2.245942999337029
0.006,4.367581120593063,2.5977543242897063,5.3999843185405965,5.523769806516933,5.140527344719395,3.3998722149249394,5.434144806605301,2.3495167096658536,6.032209036094377,4.495800911022325,1.0588798559190904,3.1209481348048436,6.439877855157888,4.104837281700171,2.2512457797332717
0.008,3.730789292184908,1.6301914001635913,5.102353186072143,5.344629104239394,4.750784323110693,3.1616717361502062,4.664581393949996,1.557290859275443,5.4007458798920664,4.107982472410006,0.7042261270068945,2.4552030213886424,5.288875105339289,3.6211178144090557,2.226258726480991
0.01,2.5098138221861506,-0.01372621944270458,4.128383351054869,4.427695008933965,3.776913315602091,2.4315473713588167,3.2494628458133463,0.027278471032035068,4.308102013773096,3.2589883998340285,0.10356176141272311,1.7278824426199852,3.522873433312279,2.9528254320147305,2.1705365992636523
0.012,1.288838352189904,-1.657643839045619,3.1544135160395976,3.5107609136304205,2.803042308095492,1.7014230065689289,1.834344297679607,-1.5027339172082264,3.2154581476563737,2.409994327259797,-0.4971026041802129,1.0005618638528242,1.7568717612889015,2.2845330496217793,2.1148144720464286
0.014,0.06786288219114667,-3.301561458651915,2.180443681022323,2.593826818324991,1.8291713005868893,0.9712986417775391,0.41922574954295744,-3.0327463054516346,2.1228142815374036,1.5610002546838189,-1.0977669697743844,0.273241285084167,-0.009129910738108649,1.6162406672274536,2.05909234482909
0.016,-1.0065706486832329,-4.823336012945682,1.3775062600863595,1.701315071861417,0.9774470781076011,0.31442982272156034,-0.8981395742667007,-4.440575669065695,1.2011819335992242,0.6630743336945999,-1.6496246088938449,-0.3564006451937287,-1.6775271073758262,0.8745288262352509,2.1255669663298025
0.018000000000000002,-1.8615554004879167,-6.162199472201713,0.830692476356874,0.8453761636368242,0.30863952100186,-0.2327377042149963,-2.0691179602726693,-5.665434097957719,0.535641930938579,-0.3081277733272152,-2.1283934339910804,-0.8397673161115912,-3.1997601200046106,0.022870231115884376,2.37503307459136
