A1,A2,V1,V2,V3,V4,V5,V6
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48915395,0.46494898,0.50817394,0.50738126,0.48795477,0.45592564,0.46796733,0.46894994
0.48918617,0.46521297,0.5081502,0.5073367,0.48781505,0.4558177,0.46789443,0.4690179
0.48931277,0.4655539,0.50805664,0.50734454,0.48768586,0.45567486,0.4678113,0.46902648
0.48947778,0.46598923,0.508033,0.50745726,0.4876721,0.45559508,0.46780527,0.46914
0.48967773,0.4665085,0.5081492,0.5077343,0.4877842,0.45561326,0.46792534,0.46936193
0.48989165,0.46706972,0.5083983,0.5081581,0.48802572,0.45571545,0.46815753,0.46963286
0.49008808,0.46762395,0.50867885,0.50869024,0.4883267,0.45582122,0.46845284,0.46988288
0.49023205,0.46831802,0.5090644,0.50929934,0.48871166,0.45596203,0.46881834,0.47018537
0.49033406,0.46916243,0.5096317,0.51002026,0.4892155,0.4562183,0.4692924,0.47061726
0.4903871,0.47017464,0.5103144,0.510832,0.48980677,0.4565656,0.46984363,0.47109467
0.49044013,0.47129527,0.5109726,0.5116857,0.49038762,0.4568745,0.4703741,0.47149873
0.49046865,0.4724054,0.51170087,0.5125884,0.49097902,0.45721143,0.47091877,0.4719273
0.49043423,0.47352952,0.51257944,0.5135365,0.4916229,0.45763588,0.47155806,0.47248176
0.49038932,0.4747096,0.51358044,0.51451606,0.49229127,0.45811632,0.47228497,0.4731027
0.49037236,0.47591764,0.51454645,0.5154256,0.49292475,0.45855844,0.47298416,0.47366774
0.49033087,0.47708726,0.515509,0.51629674,0.4935373,0.45897964,0.47366607,0.47425735
0.49028242,0.47830582,0.51655203,0.5171504,0.49419886,0.45948482,0.47439715,0.47496933
0.49031433,0.47958383,0.51763004,0.51799005,0.49492687,0.46008447,0.47521585,0.47577927
0.4904441,0.48094225,0.51859975,0.51878077,0.4956689,0.46071568,0.47605574,0.4765508
0.49064377,0.48238108,0.51941913,0.51947707,0.49641448,0.46134347,0.47690284,0.47734684
0.4908574,0.48396674,0.5201616,0.52004397,0.4971846,0.46203074,0.47781658,0.47822332
0.49109548,0.4858076,0.52075386,0.52047455,0.49796173,0.46274608,0.47881445,0.47921175
0.49140346,0.48785123,0.5210385,0.5206954,0.4986655,0.4633881,0.47978455,0.48013383
0.4917149,0.4899788,0.52094907,0.520675,0.49926448,0.46393925,0.48068845,0.48097554
0.49199137,0.49211332,0.52061504,0.5204973,0.49980405,0.46446955,0.48160306,0.48188022
0.49233773,0.49422342,0.5199839,0.5201238,0.5002598,0.46496844,0.48254234,0.4828409
0.492768,0.4962426,0.51892626,0.51948464,0.5005093,0.46528912,0.48336297,0.4836478
0.4932157,0.49800313,0.5173967,0.51855177,0.50045824,0.46535468,0.48395312,0.48427996
0.49362493,0.49949798,0.5155211,0.5172903,0.50011706,0.46518257,0.48436165,0.48485276
0.4940516,0.50080407,0.51334494,0.51570374,0.49945784,0.46479732,0.48458862,0.48529977
0.49451673,0.5019144,0.5108647,0.513841,0.49848753,0.4641814,0.4845956,0.485572
0.49498883,0.50262624,0.5081921,0.51182437,0.49730402,0.46338725,0.4843825,0.48563108
0.49541545,0.5029395,0.5055651,0.50977284,0.4959982,0.46251976,0.48403677,0.48563427
0.49584556,0.5029417,0.5030744,0.50773174,0.49460503,0.4615929,0.4835969,0.48561305
0.49632457,0.5027901,0.50068164,0.50566965,0.49311405,0.46062067,0.48303834,0.48544505
0.49675462,0.50253713,0.4983973,0.5036216,0.4915427,0.4595681,0.48229468,0.48506385
0.49710774,0.5021408,0.49635768,0.5016609,0.48998538,0.45851558,0.48147085,0.48464426
0.49740842,0.50168854,0.49467814,0.49985397,0.4885155,0.45752603,0.4806472,0.48420027
0.49762866,0.50106853,0.49338666,0.4983512,0.48721695,0.45663795,0.47982726,0.4836864
0.4976706,0.50007445,0.49248326,0.49722943,0.48612472,0.45579883,0.4789096,0.48301876
0.4975517,0.49853507,0.4920798,0.4965726,0.48531568,0.4550472,0.47792226,0.48227775
0.49730694,0.49659014,0.4921378,0.49626884,0.48470247,0.45432353,0.47685817,0.4814634
0.4969468,0.49436206,0.49247897,0.49620977,0.48420817,0.4535685,0.4757069,0.48049876
0.49646428,0.49187183,0.49298447,0.49635348,0.48378032,0.45275405,0.47440898,0.47931397
0.49581045,0.48896208,0.49366483,0.49671736,0.48343992,0.45186627,0.47300288,0.4780558
0.4950657,0.48569226,0.49453744,0.49727005,0.48318696,0.45095754,0.4715655,0.4767802
0.49423352,0.48224768,0.49556744,0.4979905,0.48301795,0.45005587,0.47012132,0.47546968
0.4933384,0.47868773,0.49660793,0.49880534,0.48288044,0.44912627,0.46863538,0.47408232
0.49248174,0.4751278,0.49756104,0.49956772,0.48269054,0.4481163,0.4670902,0.4726321
0.4917299,0.47177762,0.49844426,0.50022525,0.48244828,0.44713086,0.46567452,0.4712973
0.49103048,0.46882594,0.49918422,0.5007044,0.48212913,0.4461979,0.46447578,0.47013032
0.49042192,0.46630076,0.49968645,0.50100183,0.4817331,0.44534189,0.4634555,0.46908575
0.4899427,0.46412167,0.499958,0.50114894,0.48127425,0.44454882,0.46256474,0.46816707
0.4895893,0.46224672,0.5001177,0.5011772,0.4808154,0.4438502,0.4618944,0.46747917
0.4893722,0.4607598,0.50018656,0.5011005,0.4803741,0.4432879,0.46145144,0.46696612
0.48925295,0.45962593,0.5001261,0.50093645,0.47993633,0.44282708,0.46120095,0.46658945
0.4892316,0.45867735,0.49989787,0.5007095,0.47947764,0.4424257,0.46105897,0.46629322
0.48928362,0.45787212,0.49962074,0.50047195,0.47906095,0.44211522,0.461078,0.46616137
0.4893321,0.45726264,0.49936107,0.5002729,0.4787352,0.4419656,0.46129292,0.4662393
0.48939106,0.456807,0.4990665,0.5001123,0.4784864,0.44188592,0.46158496,0.46641168
0.48949546,0.45637232,0.49868107,0.49996918,0.4782621,0.44179577,0.4618107,0.46654215
0.4895893,0.4559481,0.49830613,0.4998715,0.47807983,0.4416777,0.46200517,0.46667615
0.48962724,0.4555064,0.49805358,0.49987167,0.47799546,0.44162956,0.46225923,0.46688712
0.48962668,0.45509622,0.49787095,0.49995574,0.47798806,0.44165838,0.46251693,0.46710163
0.4896051,0.45474893,0.49764293,0.5000363,0.4779632,0.44163126,0.46266645,0.46721482
0.4895975,0.4544995,0.49740794,0.5001169,0.47793144,0.4415727,0.4627217,0.46726516
0.48961782,0.45437592,0.49725688,0.50019044,0.47794512,0.44153515,0.46278763,0.467333
0.48961368,0.4543712,0.4971897,0.500271,0.4780113,0.44156054,0.4628677,0.4674149
0.489613,0.45433155,0.49714005,0.5003725,0.47808456,0.44157544,0.46289897,0.4674024
0.4896018,0.454194,0.49716386,0.5005055,0.4781893,0.44163233,0.4629164,0.4674005
0.48958707,0.45413685,0.4973135,0.5006769,0.478343,0.44175917,0.46297246,0.46745455
0.48958632,0.45419505,0.49755058,0.5008658,0.47853523,0.4419699,0.4630706,0.46758905
0.48963797,0.45438957,0.49772826,0.50099874,0.47868556,0.44214916,0.46310598,0.4676537
0.48973155,0.45461908,0.49783954,0.50108624,0.47880444,0.44228652,0.46306807,0.46767643
0.4898391,0.45478562,0.49804524,0.50124717,0.4790178,0.44253224,0.46308976,0.4678006
0.48988718,0.45483682,0.49839076,0.50150245,0.47935352,0.44290733,0.46320596,0.46805766
0.4898793,0.454909,0.49871185,0.5017752,0.4796893,0.4432929,0.46326986,0.46828678
0.4898819,0.45490423,0.49896654,0.5020409,0.48000064,0.44362605,0.46323255,0.46842158
0.48988795,0.45494494,0.49924225,0.50228924,0.48031905,0.44394872,0.4631429,0.46856344
0.48990798,0.45510098,0.49953893,0.5025375,0.48065844,0.44426787,0.46303943,0.46867037
0.48993847,0.45521158,0.49982864,0.5028382,0.48105034,0.44460455,0.4629361,0.46873888
0.48995844,0.4551474,0.5001324,0.5033102,0.48157513,0.4449307,0.46277696,0.4686816
0.48992944,0.45487693,0.5006459,0.50413173,0.48237962,0.4453198,0.46261096,0.4686139
0.48984796,0.4544666,0.50148445,0.5054462,0.4835617,0.44581026,0.4624731,0.46852523
0.4898154,0.45405632,0.5025958,0.5073095,0.48513535,0.4463252,0.4622759,0.4683108
0.48987725,0.4535656,0.50395185,0.50983,0.4871705,0.4467947,0.46189705,0.46784818
0.4900509,0.45274627,0.5057938,0.5132594,0.48986638,0.44729915,0.46140644,0.4672493
0.49034688,0.4517067,0.5082301,0.51775503,0.49330342,0.44782457,0.46077964,0.4665491
0.4907722,0.4505238,0.51125365,0.5234742,0.4975795,0.448336,0.46000266,0.46567762
0.49129885,0.449257,0.51479465,0.53051126,0.50270855,0.4486971,0.4589461,0.46449158
