Time,ch_1,ch_2,ch_3,ch_4,ch_5,ch_6,ch_7,ch_8,ch_9,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15
0.0,-9.527662088397767,-8.816462149102884,-19.400962464376498,-17.497909105314363,-4.752100573852496,-7.956878290559572,-6.709283231974039,-10.595981718555594,-0.6860457871405136,0.8017253661150721,-2.0503324611598117,-3.9646722698081884,3.022017157266551,3.1470582094597774,1.3811295429411004
0.002,-10.047021502052031,-9.410947755466484,-20.04817122954276,-17.970622481293525,-5.236668361369137,-7.89017784990558,-6.994421990752749,-10.691233375478111,-0.974330111320578,0.32793097052559006,-2.4616589324821834,-4.6217799407831945,1.930389295667593,2.237386541112272,1.3911768755189198
0.004,-10.566380915706295,-10.005433361830082,-20.695379994709022,-18.44333585727269,-5.721236148885779,-7.8234774092515895,-7.27956074953146,-10.78648503240063,-1.2626144355006423,-0.14586342506389194,-2.872985403804555,-5.278887611758201,0.8387614340686356,1.3277148727647665,1.4012242080967392
0.006,-11.085740329361059,-10.599918968194256,-21.342588759875905,-18.91604923325231,-6.205803936402887,-7.756776968597534,-7.564699508310445,-10.88173668932324,-1.5508987596809845,-0.6196578206538303,-3.2843118751273233,-5.93599528273384,-0.25286642753137345,0.4180432044163851,1.4112715406745684
0.008,-11.935846334249385,-11.442516274234295,-21.534691791786496,-19.140420534184216,-6.607688103834972,-7.731498677740198,-7.891124411132056,-11.100869314636459,-2.1699967519937653,-1.258924010682575,-3.8611190553810046,-6.22068816157172,-1.3857062434691887,-0.6155516166163976,1.214658314101316
0.01,-12.943088650682155,-12.402990403109337,-21.510576007897058,-19.246805561913384,-6.970289631839838,-7.725899875675181,-8.237164186985579,-11.37885726592851,-2.9462629238028395,-1.976805152858854,-4.516545423019821,-6.328448342229184,-2.5381256852232026,-1.7080218052085776,0.9198615268584078
0.012,-13.950330967114924,-13.363464531984377,-21.48646022400762,-19.353190589642548,-7.3328911598447055,-7.720301073610163,-8.583203962839102,-11.656845217220559,-3.7225290956119137,-2.6946862950351327,-5.171971790658638,-6.436208522886648,-3.6905451269772165,-2.8004919938007578,0.6250647396154996
0.014,-14.957573283548664,-14.323938660860344,-21.46234444011816,-19.45957561737182,-7.695492687849922,-7.71470227154514,-8.929243738692959,-11.934833168512876,-4.498795267421736,-3.412567437212103,-5.827398158298085,-6.543968703544216,-4.842964568732341,-3.8929621823939895,0.3302679523723073
0.016,-15.573979166340294,-15.000206898127313,-20.905601092047505,-19.281804875886642,-7.987132411874776,-7.851185459715319,-9.062147614096098,-11.928526971488987,-5.203875784859733,-3.810828064959896,-6.1277008095679335,-5.941496487679165,-6.137286352544433,-4.807704918097837,0.14219067270774965
0.018000000000000002,-15.90947136245201,-15.472202150800731,-19.96603168222113,-18.899797175278405,-8.227768339288934,-8.089790078367171,-9.041860061050333,-11.717884355362765,-5.857791613218456,-3.9793614479619337,-6.172758289697272,-4.8285447368129315,-7.533600444710894,-5.59470604703804,0.03081803911522496
