Time,ch_1,ch_2,ch_3,ch_4,ch_5,ch_6,ch_7,ch_8,ch_9,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,A1,A2,A3,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
0.0,-20.30784136326041,-27.40818809595003,-29.015343450279033,-29.046896102156342,-13.369653592643687,-11.020015005238147,-9.2920832642228,-5.934787334333596,-8.814616523527121,-3.8843626350245004,-0.8553828548757273,-2.1688228876844464,-8.032239980381451,-5.870955685763522,5.950400599483907,-56.71613076218083,-62.67541294081194,-5.959282178671464,88.05383723257705,-53.736489672878704,-65.65505403023847,24.97635237756972,-106.15982192956236,-147.30572461288025,-150.953429828438,-116.75405778856016,-103.37901048968291
0.002,-20.42861174472208,-27.486817233123098,-29.38182080999795,-28.988737420584073,-13.311658251096278,-10.84884014302947,-10.02827899925367,-6.491846469149682,-9.009973051549412,-4.0770788083589204,-0.9263744089638879,-1.6361008022672994,-7.863631637596342,-5.581033696651319,5.883354901669156,-56.944726872898926,-62.875931090695,-5.931204217836999,88.38269241823659,-53.979124764014124,-65.84153319970503,24.851203769263993,-106.3308594352782,-147.1141292298922,-150.90854180519122,-116.65319546128019,-103.25892099743467
0.004,-20.549382126183776,-27.56544637029618,-29.748298169716943,-28.93057873901179,-13.253662909548856,-10.67766528082076,-10.764474734284692,-7.048905603965883,-9.205329579571746,-4.269794981693379,-0.9973659630520632,-1.1033787168500426,-7.6950232948111985,-5.2911117075390575,5.816309203854392,-56.043370713735044,-62.77642234245515,-6.733051628761581,87.43158188495268,-52.67684489938804,-66.1429481569282,24.516011429173282,-106.80216052133538,-147.30271332059397,-151.1638070483636,-116.91247899671214,-103.31896970772189
0.006,-20.67015250764545,-27.644075507469246,-30.11477552943586,-28.87242005743952,-13.195667568001445,-10.506490418612083,-11.500670469315562,-7.605964738781969,-9.400686107594037,-4.462511155027799,-1.0683575171402238,-0.5706566314328954,-7.52641495202609,-5.001189718426855,5.749263506039642,-55.03206186007056,-62.99688580298109,-7.964823942952574,86.53050476155106,-51.04964988862814,-66.97929777455036,23.760774130320645,-107.6637260471926,-147.9814772388695,-151.90922533666682,-117.50190800949154,-103.67915562564066
0.008,-20.658042197415483,-27.689541646845527,-30.34840237982818,-28.781126069585465,-13.038233879505622,-10.368634100092436,-12.170452221332773,-8.063231970126564,-9.43002654441454,-4.655245552387388,-1.0396665048650868,-0.17090245158387382,-7.158570391152574,-4.578507062877598,5.715432274137737,-55.36079988155664,-64.10732058015371,-8.746520698639676,87.41446017162332,-50.98753953227074,-68.48058092956725,23.345490649420817,-108.25555685091274,-148.56042132128528,-152.67479643451065,-117.94148210058059,-103.70947774131093
0.01,-20.534714325018005,-27.707251249721505,-30.4708369298801,-28.66209872228378,-12.797572971217521,-10.258664505798041,-12.784647257247135,-8.436976064385822,-9.320415981590264,-4.847995202765505,-0.9275438677211214,0.11756117043057007,-6.623970478623543,-4.04470730306817,5.709400656163903,-56.52958434214254,-66.21772578289439,-9.688141440794992,89.63844723357944,-51.68551362177907,-71.06179650338632,22.84015976693922,-108.837653749136,-149.21954588710335,-153.52052009204436,-118.35120085730574,-103.71993502992427
0.012,-20.411386452620523,-27.72496085259748,-30.593271479932017,-28.543071374982095,-12.55691206292942,-10.148694911503648,-13.398842293161497,-8.810720158645081,-9.210805418765988,-5.040744853143622,-0.8154212305771558,0.406024792445014,-6.089370566094512,-3.510907543258743,5.703369038190068,-57.71841480010457,-68.70810052121367,-10.989685721152787,92.07246506070099,-52.22357193956229,-74.20294338188522,22.294780267150824,-109.36001753705442,-149.90885123829582,-154.19639604519924,-118.71106385339688,-103.79052645179308
0.014,-20.288058580223044,-27.74267045547346,-30.715706029983938,-28.424044027680406,-12.316251154641318,-10.038725317209254,-14.013037329075859,-9.184464252904338,-9.101194855941714,-5.233494503521738,-0.7032985934331903,0.6944884144594579,-5.554770653565481,-2.9771077834493154,5.697337420216234,-58.4472908080755,-70.48844390626026,-12.041153098229008,93.69151276119509,-52.4267142589952,-76.50902045547065,21.399350938199007,-110.08264898838843,-150.84833765956088,-154.86242401573267,-119.31107064902753,-104.24125095240059
0.016,-20.24686367990951,-27.8972808699631,-30.892927429574456,-28.41457423907086,-12.212641722058894,-10.120425123987022,-14.463036451601639,-9.53074266983337,-9.128532758089774,-5.6452254219806575,-0.7280275958385317,0.6270811268841268,-5.321349496375996,-2.771877868415032,5.581812296038377,-59.35621191307478,-72.52875505037045,-13.172543137340474,95.6205894382493,-52.76994034443882,-79.11502661913728,20.26387057215421,-111.22554885536469,-152.2480054183408,-155.97860371127413,-120.36122079085644,-105.15210746245265
0.018000000000000002,-20.306689297048248,-28.220274218589324,-31.137534627456994,-28.5398561949687,-12.277600534872898,-10.437871203970271,-14.711080674490969,-9.843239319639261,-9.324312206242787,-6.326295199762438,-0.9210790525602037,0.1219657846650366,-5.458367067240015,-2.9707767082061824,5.331614209544098,-60.81517765653917,-75.32903306711765,-14.513855410623824,98.47969419008717,-53.558249951261644,-82.58596077252686,18.988337965072553,-112.64871786869584,-153.9378547648413,-157.53493482537203,-121.74151381207034,-106.39309489793021
