Time,ch_1,ch_2,ch_3,ch_4,ch_5,ch_6,ch_7,ch_8,ch_9,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,A1,A2,A3,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
0.0,-27.5033725551734,-31.97219765340393,-32.878403077730766,-37.77838429034739,-18.79000328546427,-18.681103790327295,-13.780969242454567,-12.888973615106895,-11.10284852210933,-12.729998763766503,-6.82407276368452,-3.1040166292364932,-3.8971757322567866,-5.810190982643947,-2.785983202708194,-65.42505608608009,-79.97080596704114,-14.54574988085763,105.41045906951138,-58.15218114570103,-87.24368090743381,16.81952777343116,-133.0976464232054,-179.2320778574834,-187.81107026161996,-147.3487588915151,-111.19231739929154
0.002,-27.60011203289926,-32.055677306025856,-33.17925409815197,-38.058584621853285,-19.44208089052993,-19.15759012761559,-14.160061118984904,-13.032654673507151,-11.29622286338876,-12.91280178975297,-7.098284438249567,-3.515800512674295,-4.303393277255918,-6.324406533390864,-3.2336285722987475,-64.09149310613671,-80.05292565437117,-15.961432548131071,104.11795593323299,-56.11077683212125,-88.03364192840058,16.736771118596806,-132.84757918404554,-179.61100059795177,-188.1013610843703,-147.1136220653458,-110.88245585482123
0.004,-27.91989163077179,-32.41830056009803,-33.59185390927101,-38.28310684956799,-19.982220253642794,-19.578315592743323,-14.315685702044266,-13.28775918229616,-11.824698214533651,-13.207251921210254,-7.204801235654564,-3.8157044445702377,-4.821197247764143,-6.726839887373289,-3.5136829386748345,-62.83794169453174,-79.87503291838316,-17.037091223748096,102.77545815363399,-54.319396082708074,-88.39357853022113,16.854032263172382,-132.40757356349593,-179.8698867779367,-188.12159429767328,-146.58848105075296,-110.30265239972434
0.006,-28.239671228644056,-32.78092381416992,-34.00445372038971,-38.50762907728252,-20.522359616755214,-19.99904105787071,-14.4713102851035,-13.542863691084959,-12.353173565678109,-13.501702052667294,-7.3113180330594725,-4.115608376465934,-5.339001218271942,-7.129273241355382,-3.7937373050506906,-61.51440182819237,-78.87712756322391,-17.362725734928283,100.95296560971498,-52.833038960778914,-87.55849043065203,17.041310948861913,-131.79762976596368,-179.98873704837555,-187.9617701744948,-145.79333543541003,-109.4229053648969
0.008,-28.559450826516322,-33.143547068241794,-34.41705353150841,-38.732151304997046,-21.062498979867634,-20.419766522998096,-14.626934868162735,-13.797968199873758,-12.881648916822567,-13.796152184124336,-7.417834830464382,-4.41551230836163,-5.856805188779742,-7.531706595337477,-4.073791671426547,-60.580873481667226,-77.51920939264971,-16.938335910879296,99.34047817790272,-52.11170552627856,-85.98837734805339,17.348606916896365,-130.94774798920866,-179.79755205349431,-187.451888981649,-144.64818480163382,-108.13321307766867
0.01,-28.87923042438885,-33.50617032231397,-34.82965334262745,-38.95667353271176,-21.602638342980498,-20.84049198812583,-14.782559451222099,-14.053072708662764,-13.410124267967458,-14.090602315581618,-7.524351627869378,-4.715416240257573,-6.374609159287967,-7.934139949319902,-4.353846037802635,-60.5673566271234,-76.68127821002761,-16.1139215828011,98.90799573204785,-52.51039583577413,-84.73823900139222,17.715919908057415,-130.08792842430685,-179.56633243077016,-186.86195097978987,-143.56302872639884,-106.83357386185476
0.012,-29.1985946144937,-33.566843208518605,-35.00085317923133,-38.638142803401934,-21.5992860887818,-20.83879225510196,-14.636317861658815,-14.066415778752047,-13.757487302957506,-14.505707301820017,-7.630732852746778,-4.713333635729968,-6.530117005523863,-8.03469504126959,-4.392436171232515,-61.09385123434389,-76.38333381833701,-15.28948258389009,99.28551814342303,-53.449109942450434,-84.02807511024615,18.06324966270129,-129.32817125561405,-179.375078810895,-186.3819564234042,-142.60786678135216,-105.62398603780785
0.014,-29.517954159278258,-33.624139518062385,-35.1693535472913,-38.31353935441554,-21.589856209563653,-20.832368728975577,-14.486700636952655,-14.077055338204223,-14.102825039472048,-14.922161517633958,-7.737112561576903,-4.707874050084635,-6.681573455345924,-8.131874362885904,-4.4283261175450415,-62.140357270725474,-76.32537602017153,-14.185018749343117,100.30304528072186,-55.04784789610581,-83.41788539480726,18.720595920782728,-128.3484766607311,-178.9137918177405,-185.55190556080558,-141.4426985328291,-104.19444792247113
0.016,-29.83731370406281,-33.681435827606165,-35.33785391535128,-37.988935905429145,-21.580426330345503,-20.825945202849194,-14.337083412246495,-14.0876948976564,-14.448162775986589,-15.3386157334479,-7.843492270407029,-4.702414464439303,-6.833029905167985,-8.229053684502219,-4.464216063857568,-63.28687470127694,-76.26740461774124,-12.980529916361451,101.42057701005815,-56.796609743148395,-82.75766957588617,19.257958421879025,-127.58884481046948,-178.49247206832413,-184.64179863412966,-140.3375235418699,-102.9149578294317
0.018000000000000002,-30.156673248847632,-33.73873213714999,-35.50635428341139,-37.66433245644248,-21.57099645112735,-20.819521676722804,-14.187466187540211,-14.098334457108585,-14.793500512501415,-15.755069949262186,-7.949871979237241,-4.696954878793966,-6.984486354990171,-8.326233006118615,-4.500106010170123,-64.31340348861774,-76.30941941287512,-11.996015924154634,102.46811319496587,-58.315395526592866,-82.30742737491668,19.765336905214134,-126.97927586881816,-178.13112017277618,-183.76163587933038,-139.45234136423764,-101.8055140689747
0.02,-30.3121388515194,-33.52337006529325,-35.51138146998484,-37.55793400102165,-21.39783539606118,-20.595168842634106,-14.146794747583009,-13.999671296552187,-14.75727847702079,-15.844431515486948,-7.947120877149613,-4.691333422853627,-6.808797440412824,-8.259833800050218,-4.5904896242897015,-65.51994359297704,-76.4814202070239,-10.961476613944257,103.76065369639952,-60.039205286057616,-81.96215851396035,20.252731109682898,-126.54976999291121,-177.88973673430814,-183.0414175261776,-138.82715155043627,-101.07611494813803
0.022,-30.4479676258326,-33.275339636283924,-35.496822241314995,-37.47767961139356,-21.205057014352995,-20.3447049738141,-14.119176564188718,-13.887912113505486,-14.675340146876586,-15.894602724005184,-7.931294349729006,-4.685692572546672,-6.59391185214395,-8.173835556763708,-4.68740235588343,-66.74649497219315,-76.80340680126326,-10.056911828967637,105.14819837273527,-61.7180390577623,-81.83186271571145,20.890140773875313,-126.0503273329964,-177.63832234918232,-182.44114379825567,-138.25195364573045,-100.35675877076753
0.024,-30.5837964001458,-33.02730920727459,-35.482263012645156,-37.397425221765474,-21.012278632644808,-20.094241104994094,-14.091558380794426,-13.776152930458785,-14.593401816732381,-15.94477393252342,-7.915467822308399,-4.680051722239717,-6.379026263875077,-8.087837313477195,-4.784315087477159,-67.64305758171338,-76.95537899629718,-9.312321414481438,106.1207470797724,-62.986896874525875,-81.61153970350232,21.6875656361009,-125.37094803240474,-177.18687760668232,-181.75081491296316,-137.5467471901655,-99.51744383757298
0.026000000000000002,-30.71962517445911,-32.77927877826505,-35.4677037839753,-37.317170832137315,-20.819500250936464,-19.84377723617388,-14.063940197400111,-13.664393747411994,-14.51146348658811,-15.994945141041697,-7.899641294887778,-4.674410871932757,-6.164140675606027,-8.001839070190613,-4.8812278190709675,-68.31963137459435,-77.5773365924617,-9.257705217765151,107.10829967073558,-63.69077876576523,-82.20618920130877,22.33500543441314,-124.93163222752088,-177.03540308908512,-181.29043108151401,-137.04153171858866,-98.9481684461846
0.028,-30.368615289930375,-32.239231890057695,-35.16128620752573,-37.285733637476255,-20.383283672405753,-19.301496479053288,-13.744354107791699,-13.260469530982888,-14.040311223515248,-15.509914736877674,-7.543160323593129,-4.522676950842906,-5.559959467867828,-7.429288882358653,-4.686235129810078,-68.77621630150253,-78.55927938972914,-9.783063088124534,108.05585599627737,-63.884684757493936,-83.45081093375595,22.64245990663396,-124.93238004775452,-177.3038993716338,-181.1999925089394,-137.03630676067115,-98.97893089121013
0.03,-29.893658275469978,-31.62483880654921,-34.780562690294985,-37.26672510084714,-19.885088725345998,-18.684920336565224,-13.350434184273134,-12.782161292873422,-13.47006668615448,-14.888624192681712,-7.099950125171996,-4.333748331884328,-4.8566651887828085,-6.732864560881408,-4.416924515155816,-68.75281231071536,-79.6512071877122,-10.89839487689494,108.57841590448166,-63.303614872321766,-85.1004046261243,22.819928790378306,-125.11319161551273,-177.5923670225119,-181.18949939409117,-137.12107184093122,-99.19972946429249
0.032,-29.418701261009186,-31.01044572304022,-34.39983917306393,-37.247716564218,-19.386893778285835,-18.068344194076648,-12.956514260754245,-12.30385305476356,-12.899822148793243,-14.267333648485241,-6.656739926750499,-4.144819712925593,-4.153370909697211,-6.036440239403589,-4.147613900501332,-67.91941934812263,-80.38311978566895,-12.463700437444558,108.11097924086724,-61.687569129454445,-86.61497000435591,22.947411823078795,-125.26406704617321,-177.80080660281857,-181.12895192964606,-137.19582647875765,-99.46056245416803
0.034,-28.943744246548786,-30.39605263953173,-34.01911565583318,-37.22870802758889,-18.888698831226083,-17.45176805158858,-12.56259433723568,-11.82554481665409,-12.329577611432475,-13.64604310428928,-6.213529728329368,-3.9558910939670144,-3.450076630612191,-5.340015917926342,-3.8783032858470703,-66.67603735722844,-80.8450169825076,-14.16897962517756,107.09854584839226,-59.59154754469395,-87.92950679506114,22.58490874201036,-125.7750064480586,-178.3292186665455,-181.44835030211135,-137.64057018843474,-100.16142814672543
0.036000000000000004,-28.425693555395952,-29.909940729233295,-33.724020287804066,-37.08146664163335,-18.347546929541217,-16.920854228849024,-12.339784336459894,-11.432588460753431,-11.887708499909255,-13.110297532173696,-5.855818915602906,-3.809632514912621,-2.7894967929759735,-4.771932461044204,-3.5234037293566725,-66.1626662791533,-81.5968985767919,-15.434232297537172,106.96111556745916,-58.44555013043919,-89.31401472552533,22.25241928431504,-126.14600992241147,-178.75760376055408,-181.78769469183143,-138.10530247916762,-100.82232482506515
0.038,-27.88927367476963,-29.47851018653769,-33.465424931323625,-36.87956448670203,-17.788084117781434,-16.426454983257976,-12.189911964424612,-11.076014354327613,-11.50056093228632,-12.611016516374901,-5.534553227457052,-3.681562545139248,-2.147124491304423,-4.25855581592391,-3.1320208739209487,-66.33930605263683,-82.30876436674674,-15.969458314008648,107.49368823591999,-58.35457689568716,-90.29349352371598,22.059943187026725,-126.29707756337065,-178.9859624245545,-181.96698527299563,-138.340022855109,-101.21325076955942
0.04,-27.352853794142863,-29.04707964384173,-33.20682957484297,-36.67766233177054,-17.22862130602119,-15.932055737666523,-12.040039592389205,-10.719440247901503,-11.113413364663064,-12.111735500575696,-5.213287539310935,-3.553492575365769,-1.5047521896323448,-3.745179170803193,-2.740638018484903,-66.3759566140408,-82.66061415026405,-16.28465753612214,107.7062636890825,-58.233627846034565,-90.80294291829011,21.767480187096048,-126.42820945794824,-179.11429519108597,-182.07622221364718,-138.40473081538602,-101.20420425791283
0.042,-26.81643391351654,-28.615649101146126,-32.94823421836253,-36.47576017683922,-16.669158494261406,-15.437656492075476,-11.89016722035392,-10.362866141475687,-10.726265797040128,-11.612454484776901,-4.892021851165081,-3.4254226055923955,-0.8623798879607945,-3.231802525682899,-2.34925516304918,-66.22261789735255,-82.84244772490896,-16.619829827455515,107.6438417597166,-57.91270298367978,-91.15236263860184,21.405030021415243,-126.50940568600767,-179.04260258549758,-181.96540567569335,-138.21942585412884,-100.95518356522346
0.044,-26.57526589626455,-28.516580650835735,-32.87436937511059,-36.16317414652381,-16.40506935975844,-15.201893141781701,-12.035740391566389,-10.26465645443391,-10.708504062885543,-11.260892288512531,-4.755375385022558,-3.26030759640371,-0.6262700367295444,-3.161658745402918,-2.1795098067837477,-66.46928983418876,-83.54426488792653,-17.074975053637026,108.24142227806148,-57.93180230742541,-92.08175241471024,20.78259242684308,-126.74066632024272,-179.05088512593105,-181.9145358149164,-138.16410746049948,-100.7161869640447
0.046,-26.52670622113288,-28.634329499716568,-32.921013975847785,-35.77838319430329,-16.333668032987557,-15.134851608978533,-12.374048252482522,-10.334991486845347,-10.931712164362237,-11.00569485894353,-4.739165761740954,-3.0710261567509893,-0.6551865807622582,-3.3806591090227753,-2.1543502654188753,-67.05597235379975,-84.32606543624826,-17.27009308234796,109.21900507183321,-58.42092581268108,-92.96111197738752,20.26016714022984,-126.75199142615753,-178.54914332330398,-181.61361278098616,-137.91877511872156,-100.29721272444736
0.048,-26.47814654600125,-28.752078348597305,-32.96765857658494,-35.39359224208309,-16.262266706216728,-15.06781007617542,-12.712356113398377,-10.405326519256729,-11.154920265838745,-10.750497429374738,-4.722956138459364,-2.8817447170984245,-0.6841031247949483,-3.5996594726424522,-2.129190724054023,-67.432665383074,-84.63784916649948,-17.20518378332511,109.75158996623294,-58.83007349146689,-93.2404410581274,20.107753898442326,-126.31338106204765,-177.63737768129488,-181.07263671747336,-137.16342830811135,-99.44825911408275
0.05,-26.429586870869617,-28.86982719747804,-33.01430317732209,-35.00880128986289,-16.190865379445903,-15.000768543372308,-13.050663974314231,-10.475661551668109,-11.378128367315252,-10.495299999805946,-4.706746515177773,-2.6924632774458592,-0.7130196688276382,-3.8186598362621296,-2.104031182689171,-67.4093688465432,-84.04961587500665,-16.640247028363266,109.4341767839556,-59.08924533241716,-92.36973938915376,20.17535243838886,-125.6348352789818,-176.65558869632895,-180.4216077618642,-136.23806650310914,-98.36932439824582
0.052000000000000005,-26.318641246998226,-28.925335253456343,-32.781229488096166,-34.2822075387534,-16.150433857027636,-14.871613844711797,-13.202410370709382,-10.421485385388776,-11.663503411697794,-10.115739068110246,-4.5972250681423565,-2.37876022877717,-0.7108006258535617,-3.820050194829004,-1.9856283291888923,-67.61608266638764,-83.10136535780511,-15.485282691317487,109.16676534519918,-59.87344132078463,-90.84400670342946,20.272962497044404,-124.99635412078507,-175.76377685756515,-179.79052604557594,-135.3426891733117,-97.31040683993933
0.054,-26.147578870133376,-28.92086643245178,-32.27861184409933,-33.22624355526961,-16.139845658564894,-14.682605253870083,-13.174381197329213,-10.247326929382238,-12.008784169250449,-9.616338171008877,-4.397785875632311,-1.9451612213649918,-0.6785785063662566,-3.6117457873963197,-1.7773737498245428,-68.14280676244195,-82.09309741064715,-13.950290648105392,109.18935546767439,-61.16766143844512,-89.06824273466557,20.830583811475577,-124.00793762402257,-174.60194264688462,-178.88939169397398,-134.1772957835056,-95.97150469993822
