-57,25,26,25,16,22,16,19,15,19,18,19,16,15,7,14,26,
50,19,30,30,28,26,19,24,32,29,25,25,34,28,23,23,26,
-13,3,25,27,14,20,10,18,16,20,15,13,13,12,3,3,26,
196,-4,-8,-6,-4,-9,-15,-11,-1,-7,-13,-16,-14,-19,-16,-14,26,
215,-9,0,-3,-10,-2,-13,-8,-6,-2,-10,-13,-13,-17,-17,-16,26,
216,-7,-3,-7,-2,-5,-15,-12,-3,-5,-14,-19,-14,-16,-9,-12,26,
215,-8,5,1,-1,0,-7,-1,2,6,-5,-7,-10,-10,-6,-7,27,
-87,0,6,5,11,7,-1,4,13,10,0,5,5,-1,0,1,27,
71,-20,-23,-25,-21,-19,-28,-23,-22,-19,-28,-22,-37,-37,-36,-33,27,
-280,-10,-9,-12,-4,-8,-20,-14,-5,-10,-14,-10,-5,-12,-13,-12,27,
-147,-16,-1,-1,-5,-3,-17,-10,-12,-8,-10,-5,-10,-14,-11,-7,27,
191,-12,-22,-23,-19,-23,-33,-29,-27,-27,-29,-19,-23,-21,-28,-25,27,
19,-18,-11,-17,-17,-16,-20,-17,-25,-15,-18,-11,-18,-18,-22,-18,28,
-143,-3,3,3,4,0,-6,-3,-5,-5,-6,-3,-7,-12,-3,-3,28,
-3,-25,-26,-24,-28,-28,-24,-19,-36,-30,-35,-37,-28,-32,-26,-30,28,
16,-28,-35,-36,-30,-36,-34,-29,-41,-40,-43,-42,-29,-32,-42,-42,28,
-299,-9,-15,-12,-11,-11,-9,-4,-14,-10,-12,-10,-10,-11,-13,-14,28,
-13,-11,-15,-11,-5,-10,-6,-5,-10,-7,-7,-3,-7,-10,-7,-11,28,
102,-13,-18,-16,-17,-14,-12,-9,-23,-17,-17,-11,-19,-19,-12,-16,29,
-171,1,4,2,8,5,9,11,-1,3,-3,-1,4,1,1,3,29,
-62,5,-2,-6,1,0,2,4,-9,-2,-8,-4,0,0,-11,-6,29,
214,-2,-9,-6,-2,-6,-9,-2,-11,-9,-12,-9,-12,-8,-18,-19,29,
214,-4,-18,-18,-14,-18,-17,-11,-24,-19,-19,-15,-40,-29,-28,-25,29,
141,7,-12,-8,1,-8,-2,5,-7,-4,-7,-1,-6,-9,-6,-7,29,
54,-12,-6,-6,-6,-8,1,6,-12,-5,-3,0,-8,-10,-3,-3,30,
216,-11,-4,-7,-1,-5,0,5,-7,-3,-1,2,-8,-8,-5,-7,30,
199,-15,-21,-28,-19,-24,-18,-12,-20,-17,-16,-12,-27,-27,-14,-19,30,
121,-9,-14,-19,-9,-14,-10,-4,-5,-5,-11,-4,-14,-17,-1,-6,30,
-324,-9,-1,-5,-2,-3,5,10,-1,2,2,7,2,-3,-2,-6,30,
80,-19,-18,-21,-16,-19,-20,-11,-17,-18,-19,-16,-20,-21,-16,-16,30,
51,-14,-23,-26,-17,-22,-30,-23,-22,-24,-24,-19,-19,-20,-23,-25,32,
212,-6,-1,-1,2,1,-3,4,-7,-1,-3,2,3,1,-6,-10,32,
193,-5,-14,-17,-12,-16,-12,-8,-18,-18,-16,-11,-2,0,-17,-19,32,
80,-25,-18,-15,-19,-16,-15,-9,-25,-19,-17,-12,-26,-15,-21,-22,32,
78,-21,-19,-22,-19,-23,-19,-13,-19,-23,-21,-15,-11,-18,-17,-18,32,
112,-6,-1,-2,-3,-4,-2,4,-11,-6,-7,-1,-2,-2,-8,-9,32,
124,-4,-5,-6,1,-5,-1,3,-9,-7,-7,0,12,7,-3,1,33,
-28,-8,-3,-2,-3,-4,-6,3,-12,-9,-7,-1,-7,-7,-12,-11,33,
