,A1,A2,A3,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
5803,-82.33169554828356,-80.49643642530842,1.835259122972157,122.57991376100188,-83.24932510982941,-79.57880686384512,56.27455111599173,-78.20275639176319,-491.5068603139672,-100.58435925906322,-107.55781422575787,-97.59944483059812
5804,-82.0143610867888,-81.48188704184905,0.532474044936617,122.75530460777637,-82.28059810931587,-81.2156500194028,57.555241437696274,-73.85788371503074,-488.2363285655814,-98.46046124653823,-106.73907349164253,-97.60596894954341
5805,-81.83703915853668,-82.7773898263739,-0.9403506678405013,123.22573407178568,-81.3668638246742,-83.2475651603155,60.456178508648215,-67.65307092217446,-482.62492435461735,-95.20691436046376,-105.28046048521699,-97.4924878930828
5806,-81.60972984414617,-84.13294513648668,-2.5232152923439477,123.67620241245052,-80.34812219803094,-85.3945527826793,63.40736059376758,-59.328318184507566,-474.66264742730783,-90.54371841583865,-103.03197482649043,-97.02900131127369
5807,-80.64243322320824,-85.07855332805161,-4.436120104846944,123.18170988729403,-78.42437317084048,-87.29661338049502,67.46878595041261,-48.123625671023376,-463.3494975528089,-83.43087322260577,-98.86361613207131,-95.3155088546078
5808,-78.09514937429114,-85.12421475519007,-7.029065380902657,120.6572567519451,-74.58061668389448,-88.6387474456606,70.75045282844725,-33.618993548401065,-448.22547452325534,-73.08837858567338,-91.97538401519476,-91.57201017403602
5809,-73.19787837494553,-83.50992977027735,-10.312051395335697,114.95284326014209,-68.04185267733129,-88.66595546796368,73.26235947030894,-15.474421981011492,-428.450578153817,-58.37623430493696,-80.95727808574966,-84.36850492099303
5810,-64.91062030170978,-79.29569872393941,-14.385078422233624,104.55846966373632,-57.71808109064549,-86.48823793507395,75.21450411107662,6.210088869076599,-403.12480828275307,-37.77444017530088,-63.56929795030631,-71.58499274742208
5811,-51.90337523011524,-71.4215219650496,-19.518146734938515,87.61413621269583,-42.14430186269741,-81.18059533253586,74.50688497853906,30.66453884209021,-372.75816477146805,-10.612995986700335,-38.461443212143834,-51.24147330579949
5812,-32.48614323469155,-58.707399840725735,-26.221256606038477,61.83984315510916,-19.37551493172265,-71.81802814376124,71.48950029326335,56.908927780545355,-337.18064750456676,24.218098475876687,-3.2937134712777656,-20.707946249159257
5813,-4.888924388972092,-40.13333269632693,-35.24440830735927,24.955590737189244,12.733279764658327,-57.75553685002208,62.75234826866387,82.70325552924022,-298.23225638990925,66.42884343236734,42.91389167551226,21.885588768882513
5814,32.328281234500636,-14.819320875450654,-47.14760210995588,-24.918620796722735,55.902082289430524,-38.393121930443364,49.40542711107127,105.89752193524795,-256.5729913586656,116.16923910761167,101.94137263465478,78.7691320941031
5815,80.26547356416967,18.24463528007019,-62.020838284104165,-89.38779120415319,111.27589270617484,-12.765783861995917,28.648735019801805,122.99172684790933,-214.77285236537037,172.1492857313304,174.0587298157588,151.19268407164913
5816,138.68265252945776,59.61853543017016,-79.0641170992925,-168.4919202444923,178.21471107905833,20.086476880510595,-0.057729812773043676,131.18587011882502,-174.84183938797722,233.07898353810225,258.7159636315858,239.2462450460118
5817,205.69981806076237,109.13237923655394,-96.56743882421341,-260.26600767898975,253.9835374728245,60.84865982443461,-37.21396920115676,127.71995160184784,-139.149952427913,296.97833276734195,354.2030744980218,341.56981536100335
5818,278.2869700894496,166.01616636269927,-112.27080372675535,-361.2950532707506,334.42237195278386,109.88076449930966,-80.73998496665772,109.33397115307457,-111.1371915101318,360.3773336632774,457.4000628340497,455.5533953597325
5819,352.9141085478487,228.15989647385948,-124.75421207399428,-466.99405678473073,415.2912145848036,165.78279043685112,-128.79577893731886,73.5079286308376,-94.32355668316882,419.0459864749268,563.6369290617206,576.5969853845806
5820,425.56123336924674,292.5335692370664,-133.02766413218558,-571.8280179877331,492.0750654352984,226.0197371709629,-181.63135294784718,18.92182389569648,-93.06904801919381,467.5542914560763,665.9636736061267,697.930585777178
5821,491.66834448788285,355.61718432113224,-136.0511601667556,-669.4769366484024,559.6939245712205,287.5916042377444,-234.486708839543,-53.82434318957096,-108.99366561406464,501.9322488652571,758.3602968953724,812.3341968783793
5822,546.1554418389421,413.7607413966533,-132.39470044229375,-753.0358125372229,612.3527920600499,347.5633911754968,-286.54184846022883,-143.38057275997755,-144.09740958738007,517.7398589657224,833.2867993605458,911.3178190282409
5823,584.0825253585504,463.4842401360112,-120.598285222544,-815.8246454265104,644.3816679697841,403.18509752473005,-332.87677366417824,-246.23686494833595,-197.67028008253303,512.3571220254247,884.4631814356919,987.1414525659964
5824,601.5995949837683,501.70768021337614,-99.89191477039688,-852.4534350904113,651.5455523689293,451.7617228281689,-371.71148631204437,-358.97321988526824,-269.3622772667629,483.4740383169928,906.0694435577832,1032.9150978300336
5825,596.2166506525857,525.171061304709,-71.04558934788132,-858.8021813048955,631.7394453264897,489.64826663075985,-400.58598827078833,-476.86963769921533,-357.5634013312078,430.1706081177085,894.0855861666915,1043.5887551578708
5826,567.6136923039157,531.4243830877637,-36.18930921615657,-833.3258838477533,585.7083469119581,513.3297284796772,-417.9802814136073,-595.4761185164468,-460.4736524909568,352.38683170948366,846.7416097051605,1016.6824248861335
5827,517.6307198775891,519.2776452420893,1.6469253644959885,-777.2695424985898,516.8072571953057,520.1011079243295,-424.0343676198625,-710.7926624610715,-576.1030309851019,250.82270937883706,763.8075146187763,951.8861073505316
5828,450.007733314348,488.5908474490329,38.58311413468081,-694.3031570388207,430.7161762469728,507.8824045163658,-418.5682487750067,-816.9392696550462,-698.7315370767888,130.29824141687135,649.0733013559402,851.9598028858354
5829,369.3647325558409,441.3539893917409,71.9892568358962,-590.041727251668,333.37010413785856,477.34861780968185,-405.20192677051193,-909.2259402181883,-822.9991710532686,-3.576571880750528,508.1489703678395,722.2335118258536
5830,280.52171754461614,381.0070707551622,100.48535321054243,-471.0252529221544,230.2790409393112,431.24974736042657,-383.3354035037967,-984.3826742681845,-942.025933225948,-143.35173021382838,349.7045221084196,570.7872345034099
5831,188.56868822411639,311.9100912260494,123.34140300192959,-344.52373383709863,126.89798672311822,373.5807927270077,-356.63868087815337,-1040.9094719206025,-1050.8418239304417,-282.42723327764804,182.13995703435558,406.6909712503201
5832,99.0256445386726,238.34305049296157,139.31740595428565,-218.19716978511138,29.36694156149676,308.00175347009815,-326.26176080267436,-1077.786333288902,-1144.8268435266195,-414.1830807630049,14.655275605023832,239.92472239737012
5833,17.08258643349823,164.44594824626577,147.36336181276437,-99.30556055658963,-56.59909447291662,238.12762915264213,-295.9146451921799,-1095.183258484445,-1220.8009923986579,-532.7092723562272,-143.75952171752633,80.22848827429286
5834,-53.20048614531656,93.9487841781396,147.1492703234531,6.2260940562877,-126.77512130707548,167.52341933986068,-267.13733596714354,-1092.8202476165088,-1275.35427095509,-632.385807739199,-284.77443446860104,-63.75773079025387
5835,-109.53357325081092,30.48155798257278,140.0151312333807,94.29279425956487,-179.5411388675334,100.48912359925805,-239.95983505361954,-1071.3673007922955,-1305.6966796288532,-708.8626865893841,-401.88946218088995,-185.81393446870976
5836,-151.28667493515914,-23.445730644630686,127.84094429052551,163.00954025751423,-215.20714708045375,40.474741500627374,-215.94214438316823,-1032.5444181169448,-1311.0082188773383,-759.8899085798495,-491.8246043844952,-282.78012243463365
5837,-179.08979124967652,-66.39308200585069,112.69670924382295,212.2863322526411,-235.43814587161964,-10.04472738394352,-193.2242658927823,-978.0215996935461,-1290.4888891824385,-783.7374733792883,-552.089860606959,-352.8562943627264
5838,-194.6429222448254,-97.48049640164906,97.16242584317345,243.3831704456886,-243.22413516644355,-48.89928348006626,-173.98620152481294,-911.7388456231496,-1247.6886910505962,-782.8753806520434,-584.4752303732921,-397.14244992885176
5839,-199.92606797022083,-117.06797413076778,82.85809383945016,258.4600550356428,-241.35511488997713,-75.63892721104622,-155.27795322689502,-836.7361560047785,-1185.537625012851,-760.0736300581309,-591.4307132060027,-417.8185888100585
5840,-196.84922847463667,-126.5955154901271,70.25371298450665,260.14698621973764,-231.97608496692095,-91.4686589978769,-137.60952295187295,-755.5535309354423,-1108.1856916248873,-719.3122212532635,-577.0863086251237,-418.29471068460225
5841,-187.45240380601135,-128.11312077482373,59.339283031184664,251.50896419346012,-217.12204532163443,-98.44347925923417,-120.66091265772596,-670.660970510148,-1020.1028914670788,-664.9811538888737,-546.1320161482419,-402.92081523196623
5842,-174.08559401145388,-123.49079027812917,50.594803733321726,235.83098915055479,-199.3829958781452,-98.19338841147068,-104.82212430749323,-584.6084748219131,-925.2792251445367,-601.0904276121377,-502.9078352905253,-376.07690213288316
5843,-158.8887991372496,-114.66852429148777,44.22027484575884,216.22306128302924,-180.99893656015922,-92.55838686861036,-88.65315986919894,-499.5960439617785,-827.2246932871544,-531.7200420659981,-451.98376556475216,-342.2129710693562
5844,-143.63201922886623,-103.51632310451518,40.11569612434802,195.39018078115896,-163.68986729107016,-83.4584750423428,-71.66402131577725,-418.26367801882094,-729.699296549653,-461.0699968891879,-397.97980648133813,-305.53902172467934
5845,-129.3052543309595,-91.72418700499654,37.581067325959914,175.1673478334923,-148.09578799396914,-72.93365334201782,-56.624710624996965,-343.1813770801662,-637.1030356116255,-393.1702917162531,-345.3859575483652,-269.5150537834592
5846,-116.27850448737931,-80.33211627888485,35.94638820849137,156.4445626268556,-134.2516985916544,-62.35892217464003,-41.555229779386124,-275.2091412310021,-550.9759111775811,-329.91092617757647,-295.8922182716092,-235.631066931635
5847,-104.63176974117528,-69.9201112102993,34.71165853087288,139.59182534635818,-121.98759900664083,-52.564281944863346,-28.815580766156558,-215.2169705545913,-473.4979239769893,-273.3118998994008,-251.61858815456793,-205.28706085649904
5848,-94.31505013460281,-61.0781720815236,33.236878053076104,124.85413617539723,-110.9334891611697,-44.45973305498567,-16.795765577128105,-162.78486513228515,-404.47907476432204,-223.50321250385184,-212.62506669848918,-178.5830352467174
5849,-85.39834570912883,-54.08629917300441,31.312046536121308,112.44149529566302,-101.05436897721805,-38.43027590494351,-6.385786208652884,-117.8028250435367,-344.1593643190975,-180.50486360896147,-178.9816534023985,-155.6089897923499
5850,-77.89165650543758,-48.78449276334971,29.107163742084786,102.28390288714378,-92.44523837650827,-34.23091089230669,2.0243553384606856,-80.17085036591419,-292.6087934459209,-144.22685282869105,-150.768347763127,-136.48492418486995
5851,-71.73498256343649,-44.89275312932716,26.84222943410624,94.18135912813074,-85.15609728051763,-31.471638412273037,9.374657059023923,-49.098941175114746,-248.6573629745268,-113.80917977295431,-127.06514927533905,-120.59083811718473
5852,-66.66832392226182,-42.23108054586264,24.437243376396133,87.78386419522316,-78.88694561048766,-30.01245885766318,15.825116943544085,-23.77709754497797,-211.61507375981944,-88.84184404764032,-107.69205743156009,-107.67673128365456
5853,-62.48168062028459,-40.589475286038564,21.892205334242995,82.77641826333324,-73.42778328743363,-29.6433726189153,22.175732978300672,-3.2153195474997087,-180.2619266819134,-68.38484525463652,-91.89907172220416,-97.10260338011248
5854,-58.955052695116194,-39.597937621092456,19.35711507402074,78.75402150569116,-68.63361023215386,-29.91938008407994,26.37650314542184,13.366392747154155,-154.3579226461729,-52.008182991851484,-79.49619163560142,-88.67845410388362
5855,-55.888440183614165,-38.996467820415326,16.891972363195876,75.3866740938499,-64.33442636523917,-30.55048163881487,31.397425422960932,27.348039270633794,-131.96306258325114,-38.39185685323779,-69.07341665802564,-81.54428315380423
5856,-53.181843121887866,-38.6150661515502,14.566776970334752,72.4893761976904,-60.465231607082096,-31.33167766637993,35.908497784973136,39.13961995639143,-112.75734744912855,-27.165866428814702,-60.49074627372157,-75.45009023024073
5857,-50.76526154530418,-38.37373288019059,12.391528665110727,69.95212798542627,-56.96102587788617,-32.17796854763196,40.96971820159222,49.381134739667345,-95.80077822515062,-17.590211304690822,-53.158179964932245,-69.97587503510846
5858,-48.52869548849312,-38.04246827017899,10.486227218311326,67.5499296236088,-53.77180909767521,-32.79935466101969,45.5110846391074,58.25258355747575,-80.9533559180651,-9.454891063086642,-46.94571721192615,-65.04163727189021
5859,-46.37214498535351,-37.571272583505404,8.800872401845355,65.15778127713178,-50.772581186302396,-33.17083638257873,49.37259506004026,66.10396634859069,-67.79508156005829,-2.6199052823570184,-41.72335749302439,-60.497376645654754
5860,-44.235610069058495,-36.98014608030583,7.255463988749977,62.725683109236364,-47.8633420634595,-33.352414085926476,53.844247423221816,73.50528305353173,-55.365956208790976,3.554746462986446,-36.7011002846277,-55.96309286307497
5861,-42.05909077206121,-36.28908901886082,5.770001753197756,60.203635281515965,-44.944091648685884,-33.404088142257216,57.176039683869696,80.46653361454983,-43.99598094743341,8.93906460225313,-32.338945061243365,-51.79878563244592
5862,-39.96258712610022,-35.568101655593985,4.394485470503669,57.746637953920946,-42.15982986137766,-33.370858920337064,60.94796979366528,87.307717975613,-32.875156884699734,14.073049568551207,-28.206891295512058,-47.79445466370271
5863,-37.8860991622051,-34.757184245070505,3.1289149171320787,55.26469128476349,-39.450556620796554,-33.19272678649903,63.06003570083108,93.74883608239202,-22.60348515488164,18.566701798765568,-24.824938458234573,-44.47009966843808
5864,-35.85962691070185,-33.99633703999573,1.863289870703667,52.85779543072227,-36.79127184607891,-33.064692104638105,66.01223535020813,100.08988788224602,-12.180966917881257,23.07002173353587,-21.51308601839846,-41.37572035991995
5865,-33.853170401218385,-33.20556029121366,0.6476101100023411,50.455950546847184,-34.17697545624459,-32.88175523620634,68.66456668333343,106.16087332420815,-1.7876033592433545,27.55300981723466,-18.321333443204505,-38.51131645310862
5866,-31.89672966268992,-32.4048542477055,-0.5081245850179036,48.099156786564045,-31.642667370205814,-32.65891654020795,70.62702763851753,111.91179235897123,8.366604309813237,31.90566649794565,-15.449680198093178,-36.066887664673835
5867,-30.02030472336433,-31.604219156588222,-1.5839144332261568,45.822414301679224,-29.228347506775904,-32.39617637319445,71.69961615092214,117.25264493887319,18.211654852364994,36.02799222744211,-12.798125746770898,-34.05243371301169
5868,-28.213895610807498,-30.833655263113094,-2.6197596523078017,43.630723242384235,-26.90401578467806,-32.1435350892598,72.71233015263782,122.45343101788292,27.95754700575382,40.099987461165334,-10.176669551236214,-32.30795431826125
5869,-26.487502351908603,-30.053162810664215,-3.5656604587577614,41.51408375726031,-24.704672122553994,-31.835993040035557,74.45516757276174,127.58415055158551,37.87427948155799,44.391652658203355,-7.275311071805859,-30.693449202321062
5870,-24.851124972885394,-29.26274204075708,-4.411617067873782,39.48249599328294,-22.645316438972575,-31.468550574686095,74.5881263374755,132.22480349716812,47.181850965563896,48.30298828126965,-4.81404976714067,-29.57891808886538
5871,-23.36476349928938,-28.542393193037096,-5.177629693749756,37.63596009582634,-20.775948652438373,-31.131208039903754,75.72120437012305,136.68538981340538,56.6602601177386,52.20399479668209,-2.202885094271405,-28.554360703360196
5872,-21.86841795601103,-27.83211650527812,-5.963698549269079,35.7844762086679,-18.88656868140015,-30.813965779904105,75.87439959128851,140.77590946064512,65.62950557220329,55.73467267434198,0.3181834913755923,-27.789776773079126
5873,-20.43208836728489,-27.131912213381003,-6.699823846098053,33.99804447399261,-17.082176444259314,-30.481824136421146,76.4377099188743,144.72636240079385,74.47958593720743,59.27502238771326,3.219156535952845,-26.865166027119024
5874,-19.0157747566947,-26.361780551372117,-7.346005794679319,32.19666503239736,-15.342771859378265,-30.034783448702566,76.72113326817912,148.4567485973025,82.98049979510401,62.655044413801825,6.3300345871663355,-25.95052819641539
5875,-17.59947714717839,-25.631721751401862,-8.032244604225328,30.415338022895316,-13.58335484508873,-29.64784405350499,76.04466755197598,151.91706801515204,90.79224570232546,65.57473923313509,9.250818194250236,-25.23586301375761
5876,-16.21319556103315,-24.8917360437432,-8.678540482711867,28.659063582920137,-11.873925319699985,-29.23100628508928,75.53831068059039,155.3273206208391,98.43482218936055,68.40410732974158,12.591507907941779,-24.251170213803924
5877,-14.726930019920324,-24.04182365679015,-9.314893636871602,26.747841848330175,-10.06948320150706,-28.699270475215783,74.73206056197851,158.76750638236177,105.7782277607322,71.14314919113079,16.212104280456266,-22.936449533096216
5878,-13.260680544870363,-23.1519848170563,-9.891304272187678,24.836672953412677,-8.31502840879882,-28.097636953139663,74.50591510180541,162.2076252692055,113.1924608949761,73.92186530827315,20.172607865462233,-21.271700710074587
5879,-11.804447156287656,-22.222219749173295,-10.417772592887344,22.915557030887854,-6.59556085986604,-27.43110604560618,72.5098722035231,165.40767725232863,119.97752004462049,76.26025617558024,23.743019218056745,-19.61692348509167
5880,-10.388229873955357,-21.302528675889327,-10.91429880193563,21.039494211912956,-4.931080473009352,-26.75967807684605,71.1939297684491,168.82766230414842,127.07340363616655,78.868322290885,27.57333889474086,-17.542117600426792
5881,-8.862028717040147,-20.302911818067585,-11.440883101029064,19.013484626086264,-3.1415871665471737,-26.023353368570728,69.25808569584443,172.277580398527,134.22011007007012,81.67606415542232,31.463567453395246,-15.187282800299855
5882,-7.285843704096931,-19.253369394684764,-11.967525690589417,16.912528401451016,-1.3020808588235275,-25.23713223996778,67.73233788299214,175.85743151075727,141.65763772072404,84.79348227380974,35.38370545325594,-12.542418830885012
5883,-5.6896748530735115,-18.233901622829475,-12.544226769757502,14.806625664499332,0.5824385317841921,-24.506015007696238,65.8866842252755,179.45721561754894,149.19598493644165,88.02057715402825,39.133753454890275,-9.777525440324144
5884,-4.013522181315188,-17.244508717700704,-13.230986536387011,12.635776540176,2.601971086857529,-23.860001985881922,63.42112261625648,183.0669326970148,156.75515003944125,91.35734930740338,42.653712020172954,-6.8326023787400825
5885,-2.3573857055693117,-16.205190892606247,-13.847805187038382,10.459981151882268,4.566516887929353,-23.129093486112847,62.01565094775395,186.94658272865667,165.02513132583158,95.32379924858647,46.55358171226232,-3.3776493982496087
5886,-0.6412654419897813,-15.075948358961105,-14.434682916972724,8.179239621479539,6.576076016476318,-22.293289817434577,59.840267109922195,190.84616569335185,173.38592706559845,99.37992749553604,50.123363095576764,0.11733374702375854
5887,0.9648385938585112,-13.906781326285909,-14.871619920145767,5.988552069293016,8.400648553911399,-21.3425912863456,58.6549689913292,194.86568157333946,182.49753550259194,103.8057345694995,53.613056735771316,3.7123473009372185
5888,2.590926386995294,-12.657690002205289,-15.248616389201878,3.7379186141152903,10.215234581576503,-20.281998196792735,56.22975447903508,198.77513035220682,191.63995485451522,108.18122099499502,56.66266319971436,7.1673915053163615
5889,4.266997923020584,-11.348674592446265,-15.615672515468088,1.407339373209851,12.074834180735168,-19.15651085016651,55.17462145867044,202.8645120148761,201.58318331291403,112.97638729979343,59.982183055464624,10.772466599943085
5890,6.023053188110417,-9.939735300836581,-15.962788488948178,-1.0531855376854633,14.004447432565318,-17.92112954529656,54.799567814514745,207.0038265475908,212.00721904316728,117.98123401490058,63.49161687224823,14.367572822543732
5891,7.769092169012629,-8.500872329303066,-16.269964498316813,-3.518656004355075,15.90407441815212,-16.635854578447052,54.434591429574674,211.06307393790257,222.46206018447913,122.88576167453984,66.85096522043597,17.702710408777467
5892,9.545114853042705,-7.052085877869947,-16.597200730913706,-6.0190719141023505,17.843715218480916,-15.35068624331207,53.749690185662544,215.0422541746582,233.0277048498714,127.79997081613467,70.3002286715208,20.95787959222489
5893,11.381121228079675,-5.483376144657168,-16.86449737273783,-8.639433155746357,19.813369914430226,-13.915624831011042,53.35486196347456,219.0113672479864,243.87415112617796,132.8338619802916,73.99940779809548,24.25308060437688
5894,13.187111282562089,-3.764743325878665,-16.95185460844168,-11.30473961961867,21.663038586764838,-12.24067063008415,54.11010464266923,223.1604131492849,255.19139707403937,138.05743571078335,78.17850317383034,27.70831367462365
5895,15.023085005484035,-1.9461876158406515,-16.969272621325548,-14.049991197560274,23.507721316128997,-10.43082392648776,53.53541610194561,227.0893918712077,265.92944072789936,142.83069255453205,82.10751537345135,30.803579030244094
5896,16.889042386391235,-0.05770920693986625,-16.946751593331896,-16.860187782918516,25.36241818303965,-8.531085003589833,54.21079421912164,231.11830340765246,276.83828009600205,147.803633061593,86.40644497271825,33.938876896395335
5897,18.91498341537718,1.8806917103381928,-17.034291705039713,-19.855329270544143,27.432129267879784,-6.636454142165369,54.10623687121235,235.09714775374786,287.2279131603906,152.6562577851383,90.79529254840304,36.95420749610249
5898,21.090908083079352,3.85901494742105,-17.231893135658968,-23.020415556788404,29.70685465089187,-4.756931620391824,54.72174193450816,239.23592490584124,297.5683378769063,157.66856728144109,95.48405867826843,39.959571050248734
5899,23.366816380675512,5.817260317651062,-17.54955606302505,-26.275446539500223,32.14159441217136,-2.957517713844541,55.40730728465299,243.48463486148626,307.7295521751904,162.79056210985954,100.31274394104665,42.984967777565544
5900,25.732708299880013,7.765427636287233,-17.967280663593325,-29.615422118023467,34.71634863166029,-1.21821269549219,55.13293079672248,247.67327761943085,317.21155395868504,167.61224283282155,104.80134891641849,45.8403978946232
5901,28.19858383294023,9.733516720507073,-18.465067112433644,-33.06534219319426,37.43111738914095,0.5009831643078035,55.178610345302125,252.1118531796053,326.6043411046371,172.6136100158095,109.53987418499236,48.96586161582159
5902,30.71444297263302,11.781527389408454,-18.932915583224997,-36.6052066673384,40.180900764229726,2.31506959781382,55.12434380456528,256.7303615431102,335.61791146410246,177.58466422734517,114.26832032828365,52.17135915338114
5903,33.31028571226126,13.879459464011502,-19.430826248250135,-40.25001544426884,43.02569883637085,4.16404633990461,55.800129048351245,261.6888027122051,344.56226286195147,182.675406038975,119.01668792869432,55.49689071733409
5904,36.00611204565045,16.027312767260508,-19.97879927839027,-44.019768429283204,45.99551168483041,6.037913128083854,54.94596395024327,266.5571766902965,352.7073930968761,187.4058360252556,123.14497756949271,58.50245651551593
5905,38.821921967145364,18.31508712402585,-20.50683484311982,-47.97946552916149,49.07533938869044,8.061669702484734,54.98184638364641,271.73548348192713,361.0732999413977,192.30595476373958,127.24318983479337,61.70805675355716
5906,41.657715471606856,20.672782361105963,-20.98493311050116,-51.994106652163715,52.15018202684292,10.180315805874486,54.44777422186549,277.0337230927642,369.3599811418767,197.14576283496132,131.19132530953735,64.94369163487522
5907,44.41349255440855,23.04039830722931,-21.373094247179495,-55.93369170802778,55.10003967798413,12.353851183658966,54.043745338182816,282.51189552958886,377.7074344185229,201.9252608224234,134.9793845794725,68.20936136066675
5908,47.089253211433814,25.43793479305636,-21.6513184183777,-59.808220607967264,57.91491242060884,14.612275583887214,53.15975760593606,288.0400008002848,385.9556574654075,206.62444931258318,138.58736823113404,71.53506612989996
5909,49.784997439072654,27.965391651181648,-21.819605787891252,-63.76769326466946,60.694800333004814,17.055588757256025,51.27580889859581,293.55803891382817,393.8046479504764,211.13332889483934,141.9252768518254,74.8308061393074
5910,52.54072523421874,30.632768716135782,-21.907956518083193,-67.85710959229331,63.49470349324722,19.678790457114488,49.94189708984334,299.3260098802768,401.9844035155644,215.99190016151914,145.65311102959913,78.44658158337886
5911,55.276436594266436,33.45006582438755,-21.826370769879134,-72.0014695064676,66.18962197919326,22.53688043946858,47.25802005364795,304.99391371075967,409.88492177641103,220.6601637078656,149.1608713532382,82.01239265435458
5912,58.032131517108034,36.427282814345986,-21.604848702762315,-76.24577292428913,68.83455586847683,25.624858462985713,44.984175664344676,310.80175041746736,418.16620032267787,225.48812013202505,152.84855841223734,85.76823954221868
5913,60.8178100011309,39.514419526362495,-21.3033904747687,-80.57501976432096,71.46950523850327,28.862724288999313,40.96036179671155,316.4395200136416,426.0382367179666,230.13577003503525,156.37617279678472,89.44412243469277
5914,63.633472045214795,42.65147580273299,-20.981996242482133,-84.9592099465908,74.12447016644427,32.16047768151338,37.3665763260469,322.20722251356597,434.281028499839,235.11311402081301,160.3637150977437,93.43004151723002
5915,66.42911764872922,45.70845148770005,-20.720666161029516,-89.28334339258944,76.78945072923274,35.34811840720703,33.702817128246664,327.98485793255605,442.69457317983785,240.35015269614314,164.81118590663507,97.58599697300916
5916,69.34474681153083,48.77534642745516,-20.569400384076058,-93.73242002526929,79.62944700355803,38.49064623543916,29.439082079881455,333.67242628695027,450.8588682435097,245.45688667066665,169.1885858156191,101.70198898292897
5917,72.45035953396098,52.00216047014084,-20.44819906382056,-98.45143976904296,82.67445906586079,41.77806093825287,24.81536905827365,339.2399275941007,458.873911150428,250.65331655686987,173.79591541747828,105.94801772560305
5918,75.70595581684321,55.35889346585296,-20.34706235099074,-103.38540254978194,85.87948699232848,45.18536229038018,20.13167594157435,344.73736187236415,466.68969933421886,255.96944297007386,178.78317530559977,110.40408337735448
5919,79.03153566148103,58.79554526664295,-20.23599039483861,-108.42930829481541,89.14953085889059,48.677550069246514,16.418000608840224,350.2847291410935,474.8062302025874,261.56526652842365,184.36036607395843,115.1901861122112
5920,82.37709906965544,62.27211572652011,-20.104983343135906,-113.51315693292906,92.429590741214,52.21962405497529,11.674340940110255,355.51202942062935,482.4935011373457,266.910787852878,189.81748831710013,119.90632610190131
5921,85.82264604362287,65.79860470145394,-20.02404134216956,-118.72194839436405,95.83466671469857,55.78658403039256,8.420694816482442,360.73926273229125,490.55150949444186,272.51600756719984,195.73454263012476,124.91250351584864
5922,89.36817658611292,69.3250120493764,-20.04316453673721,-124.03068261081597,99.38975885447279,59.303429781031504,4.697060120190308,365.6764290983702,498.3602526039911,278.050926297946,201.7215296086702,129.89871852116883
5923,92.95369070032642,72.8313376301844,-20.12235307014274,-129.36935951543413,103.01486723538935,62.770161095137006,1.9034347346793514,370.4035285421205,506.39972777030795,283.61554467445853,207.96844984889583,135.06497128266528
5924,96.58918838993323,76.34758130574205,-20.241607084191955,-134.76297904282043,106.7099919320211,66.22677776367034,-0.1801834553166266,374.8505610877523,514.4899322719392,289.20986332885525,214.40530394746668,140.31126196282557
5925,100.31466965907053,79.94374293988318,-20.370926719188176,-140.28654112902896,110.5001330186568,69.75827958031364,-2.993796563699312,378.7675267604239,521.9408633616996,294.453882896021,220.47209250153765,145.35759072181818
5926,104.06013451234075,83.57982239841368,-20.48031211392797,-145.8500457115651,114.30029056929723,73.33966634147453,-5.067406702929789,382.3744255862351,529.402518266708,299.9176040135991,226.91881610873804,150.60395771748927
5927,107.77558295480995,87.12581954911401,-20.649763405696888,-151.3384927293851,118.10046465765117,76.80093784629068,-7.121015983952573,385.5812575922198,536.6048941884247,305.2710273219832,233.36547536715625,155.8203631053597
5928,111.45101499200598,90.62173426174171,-20.82928073026529,-156.76188212289566,121.86565535713169,80.20709389663445,-8.244626516119762,388.46802280633955,543.9279883026921,310.59415346430967,239.80207087532443,161.04680703862266
5929,115.10643062991689,94.05756640803381,-21.048864221884152,-162.1352138339533,125.6308627408523,83.53313429711739,-10.868240407115332,390.644721257477,550.351797759774,315.38698308644945,245.66860323220408,165.88328966814086
5930,118.6918298749893,97.42331586170943,-21.268514013280985,-167.40348780586416,129.3260868816234,86.78905885509488,-12.841859762879544,392.44135297542965,556.4063196843986,320.1195168370011,251.49507303717087,170.6898111424448
5931,122.22721273412695,100.71898249847239,-21.50823023565577,-172.58670398338398,132.98132785194875,89.96486738067071,-15.225486687533504,393.70791799090404,561.6115511758026,324.57175536728346,257.0914808900007,175.29637160773046
5932,125.64257921468928,103.87456619601362,-21.76801301867693,-177.57986231271764,136.5265857240219,92.99055968670164,-17.35912328330385,394.4444163355097,565.997489307775,328.67369933132943,262.3478273908553,179.72297120785788
5933,128.9479293244899,106.9700668340139,-21.977862490477374,-182.4329627415191,139.93686056972308,95.98113558880195,-19.582771650447583,394.64084804175394,569.4941311287057,332.51534938587884,267.264113140268,183.9496100843497
5934,132.12326307179555,109.96548429414644,-22.15777877765058,-187.10600521889174,143.2021524606156,98.88659490534812,-22.62643388717705,394.25721314303644,571.8914736616321,335.82670619037293,271.64033873913075,187.9162883763897
5935,135.10858046532465,112.85081846007947,-22.257762005246715,-191.53398969538804,146.23746146794304,101.72193745748336,-24.500112089585038,393.5935116736442,574.0295139042894,339.07777040694816,276.0665047886795,192.01300622082215
