,A1,A2,A3,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
915,-47.26943398642048,-45.80737358688173,1.4620603995846273,70.17312077983797,-48.00046418625871,-45.07634338702682,27.359535442453616,-52.42509139249998,-92.21664773246644,-86.44987357216621,-90.72561660403362,-80.04319476880235
916,-47.365440159773385,-45.76542325500635,1.6000169048128188,70.2481517872532,-48.165448612225966,-44.96541480253751,28.533762629839345,-52.22286989270051,-88.81141774434637,-86.57991429334632,-90.5020409465867,-80.06136129137603
917,-47.39157244733018,-45.61357707690047,1.7779953704753682,70.19836098575708,-48.28057013261429,-44.72457939160054,29.527683409889082,-52.060599888298,-85.42663352089734,-86.66997053334681,-90.18850996004589,-80.00962657506759
918,-47.32783095462969,-45.41183462180274,1.915996332872512,70.03374826550774,-48.28582912111262,-44.453836455304405,30.12129627770782,-51.91828184660329,-82.19228919911586,-86.81004244271767,-89.89502397848575,-79.94799086712229
919,-47.31421578312615,-45.220195455262356,2.094020327909252,69.92431351073401,-48.36122594712769,-44.17318529124581,31.174599731343065,-51.65591623339462,-78.8083788885062,-86.83013016808569,-89.46158333243085,-79.80645441018046
920,-47.25072703019777,-45.058659139161115,2.192067891082009,69.78005659975503,-48.34676097578594,-43.96262519355835,30.0575922718498,-51.69350351291579,-76.09489667136756,-87.23023385216204,-89.6381883488601,-80.04501744228719
921,-47.247364789155576,-44.90722523173553,2.340139557465304,69.70097740500003,-48.41743456793563,-43.737155452941266,29.59027240335535,-51.60104414787453,-73.10183660308304,-87.38035363375019,-89.48483935121155,-80.11368019690256
922,-47.234129149252354,-44.77589328759904,2.4582358616984723,69.62207579302859,-48.46324708014924,-43.54677535668836,28.75263863312422,-51.498538599441105,-70.10919271241004,-87.49048964775405,-89.29153665938725,-80.13244290291198
923,-47.18102019569174,-44.694662857764385,2.4863573379724015,69.52835162455067,-48.424198864725824,-43.4514841887169,27.774689471622878,-51.44598732724705,-67.09695900177262,-87.65064202518657,-89.21828058975863,-80.20130578463674
924,-47.0880380096375,-44.593533489666164,2.4945045200163003,69.38480475444732,-48.33529026969376,-43.34628122959687,26.216423432584484,-51.59339078938435,-64.16512944755527,-87.86081089317865,-89.16507145517203,-80.34026906184512
925,-47.01518266822299,-44.41250472718333,2.6026779410844996,69.2214350317914,-48.316521638813555,-43.11116575658009,24.737839033073545,-51.800749442404616,-61.22369800039844,-88.12099637498845,-89.19190956495453,-80.50933294976335
926,-46.96245424456063,-44.13157611066211,2.8308781339432816,69.02824229986847,-48.377893311580834,-42.716137043629644,23.768934793550564,-51.98806374131866,-58.05265858549568,-88.23119859001099,-88.97879522492015,-80.58849765908725
927,-46.96985280775183,-43.94074717693875,3.029105630857739,68.94022639619801,-48.484405623229485,-42.42619436144921,22.27970923793655,-52.23533413959625,-54.99200510289227,-88.50141765378795,-88.94572873737614,-80.83776339599383
928,-47.07737842289668,-43.84001745936257,3.237360963578671,68.9973871525548,-48.696058904735025,-42.22133697751273,21.500160893677496,-52.41256108916604,-51.57173142778556,-88.69165367801823,-88.93271040112981,-81.15713036215332
929,-47.18503115110411,-43.82938648781908,3.3556446633295027,69.09972439499055,-48.86285348281809,-42.15156415609398,20.08028829180881,-52.7197450404159,-48.22183141082675,-89.0319067705684,-89.23974051149543,-81.65659875474141
930,-47.392811049502114,-43.888853788753224,3.5039572607932445,69.33723794385565,-49.144789679948175,-42.13687515829643,20.10008996701961,-52.856886442193264,-44.362298878424305,-89.17217703548377,-89.25681936030145,-81.95616876645177
931,-47.570718171248,-43.96841888519275,3.6022992860994836,69.55492761382135,-49.3718678143474,-42.16726924208302,19.969564457717038,-53.083985741805925,-40.453127633048794,-89.3924645729997,-89.3039472358982,-82.26584058550884
932,-47.67875256553896,-44.08808129677168,3.590671268811403,69.72279321390187,-49.47408819999455,-42.29274566230619,19.988710306090397,-53.341043385022914,-36.53431145353928,-89.66276947955328,-89.41112442316553,-82.60561439568079
933,-47.806914277622774,-44.28784053975393,3.51907373791284,69.95083454747686,-49.56645114662929,-42.52830367073793,20.067526058175247,-53.638059816075724,-32.605844095411236,-89.86309184779537,-89.37835120352099,-82.86549037629287
934,-47.9052033488085,-44.497696127057,3.4075072217953792,70.15405141231419,-49.6089569597565,-42.79394251609992,20.196010263917437,-53.855035477659676,-28.717719291165785,-90.053431766603,-89.31562785492824,-82.98546870224098
935,-47.93361981647751,-44.72764756827578,3.205972248245479,70.29744360059267,-49.53660594065079,-43.12466144409386,21.444161477237024,-53.84197081093564,-24.42993075060052,-89.92378932109193,-88.87295465190553,-82.82554954400533
936,-47.94216371409458,-44.97769436970657,2.964469344431631,70.43101089892522,-49.42439838636115,-43.495459697431784,21.38197825609209,-53.968866255531886,-20.552472161121692,-90.01416459262991,-88.90033186553491,-82.84573306766464
937,-47.90083507121915,-45.10783603437106,2.7929990368915623,70.4547530883821,-49.297334589715895,-43.71133651586653,21.819459162542497,-54.02572224954625,-16.49533718805777,-89.92455765884993,-88.85775976347111,-82.7060194349104
938,-47.69963391351668,-45.078072062040526,2.6215618515194654,70.23866994451444,-49.010414839327574,-43.76729113622226,21.826602762813515,-54.042539229548524,-12.588519474974435,-89.75496859366396,-88.70523860995122,-82.41640880306137
939,-47.398560262770204,-44.8884019492601,2.5101583135532715,69.84276123737783,-48.653639419598214,-43.633322792425155,22.07340762735935,-53.86931763058308,-8.6420126439909,-89.38539746727709,-88.34276866580431,-81.91690132507841
940,-46.897614136892074,-44.43882518937312,2.4587889475619584,69.11702673155631,-48.12700861072463,-43.20943071553406,21.809872330926613,-53.62605788617171,-4.845810296097614,-88.83584434620184,-87.92035018846154,-81.28749714957954
941,-46.24679554993573,-43.74934127254568,2.4974542774328983,68.12146618618632,-47.49552268870396,-42.50061413377138,21.495995452617603,-53.21276042831677,-1.0799060114752397,-88.11630929327299,-87.47798343196632,-80.51819642085515
942,-45.546104512107696,-42.73994968579113,2.806154826359239,66.91607935498108,-46.94918192533929,-41.3368722725539,21.50177557595356,-52.59942568750455,2.855706650185029,-87.05679236766264,-86.78566864698496,-79.5089992788836
943,-44.69554102977968,-41.27064991299485,3.4248911168273306,65.330865986255,-46.407986588245514,-39.5582043545238,21.587211288937755,-51.74605409270883,6.791034149359871,-85.7772936248956,-86.02340608081735,-78.349905859347
944,-43.705105105500834,-39.35144143493898,4.3536636706041865,63.38082582294831,-45.881936940855304,-37.174609599579746,22.66230118411848,-50.632646071394774,10.956082966370996,-84.06781311686515,-85.04119597740815,-77.03091629364711
945,-42.644796738010186,-37.05232372932736,5.5924730087249825,61.17095860265195,-45.441033242425256,-34.25608722490797,21.967043858651927,-49.61920204952298,14.450859601061023,-82.50835089184912,-84.41903857735801,-75.89203070892164
946,-41.40461592224912,-34.39329627081048,7.011319651480607,58.60126405763253,-44.91027574804221,-30.88763644501354,22.381437914364916,-48.25572245155381,18.255370572468184,-80.46890699452635,-83.23693411793523,-74.42324922806074
947,-39.98456264937406,-31.384358531010612,8.600204118405232,55.67674191485763,-44.28466470862966,-27.08425647175162,22.95548195781755,-46.68220770045201,22.11962241849978,-78.15948146599335,-81.70488283308762,-72.73457196972362
948,-38.5246369067693,-28.03550997854695,10.489126928263943,52.54239189602113,-43.769200370954465,-22.79094651435887,23.519174600365663,-45.02865821769147,25.943621695604474,-75.75007434378148,-80.14288495345448,-70.94599904835559
949,-36.984838678059916,-24.34675007906091,12.638088599040408,49.15821371756883,-43.30388297763351,-18.027705779484865,23.932514458223224,-43.365074423260346,29.83737497844343,-73.20068566187422,-78.39094070637911,-69.04753057420511
950,-35.42516794312485,-20.54807829524148,14.877089647924572,45.69920709072415,-42.86371276714074,-13.109533471223632,24.23550015252456,-41.67145673566633,33.7708888595603,-70.61131545072503,-76.5390503159213,-67.12916665334123
951,-33.85562467811012,-16.689494086850715,17.16613059130042,42.200371721514145,-42.43868997381415,-8.10642879114522,25.04813030938643,-39.897805571942214,37.954169949050076,-67.81196373727532,-74.35721400287025,-65.02090738767114
952,-32.266208855442166,-12.910996910749223,19.35521194473375,38.72170731079555,-41.94381482786307,-3.2333909383273465,24.98040355996998,-38.20412134765168,41.967224874226865,-65.20263054497285,-72.3554319847577,-63.012752874958075
953,-30.70692044384129,-9.312586220921862,21.394334222960026,35.3632135542811,-41.40408755537555,1.384580890612869,25.17231854054257,-36.50040447689536,46.27006027929058,-62.5933158937904,-70.28370447587116,-61.02470320883923
954,-29.15775940833528,-6.064261468503416,23.093497939872254,32.189890142565986,-40.70450837832586,5.482487501487136,24.183873892539406,-34.8666553723171,50.57268282499256,-60.264019800244846,-68.29203168726768,-59.12675847884409
955,-27.568725710273124,-3.216022101804418,24.352703608508882,29.17673676115444,-39.745077514582235,8.960329702504158,23.94506826262508,-33.04287444511047,55.48509918830015,-57.79474227741643,-66.02041382678757,-57.11891877041292
956,-26.009819307338855,-0.7678675663370252,25.241951741041788,26.393753090486587,-38.63079517791463,11.853108304237711,23.285900302754914,-31.309062105025564,60.547316062060275,-55.44548333496847,-63.87885109906855,-55.221184164915336
957,-24.52104015356554,1.2002026951590068,25.721242848764277,23.920938805965363,-37.38166157800277,14.060824119594695,22.166368670236167,-29.675218760375998,65.55934015466202,-53.31624297916726,-62.07734370556,-53.5335547396693
958,-22.992388199349367,2.728189242690287,25.720577442079154,21.628293577983655,-35.852676920444246,15.588477963783118,20.866472027789076,-28.06134481804616,70.75117818969828,-51.18702121290237,-60.245891844537596,-51.896030567960125
959,-21.46386339146387,3.866092638983664,25.329956030486798,19.530817071951574,-34.12884140676279,16.531070654280025,19.106209043607745,-26.657440683498688,75.94283690562625,-49.16781803570733,-58.49449571111807,-50.30861171905981
960,-19.90546567307428,4.853913449460033,24.759379122573343,17.4785089483239,-32.28515523441668,17.233603010799367,18.265578391420867,-25.443506760782228,81.54432305542736,-47.03863344378033,-56.49315549727421,-48.55129825824649
961,-18.267194983751974,5.811652242208064,24.078847225998828,15.361368862627678,-30.30661859680732,17.851075855259836,15.76457875055227,-24.82954345253939,86.58564340626585,-45.35946743000561,-55.01187139185015,-47.15409024682416
962,-16.359051259489064,6.879309587957856,23.238360847485467,12.919396465489971,-27.978231683287937,18.498490011752654,13.253208805981297,-24.67555116001497,91.55680473914681,-43.68031998397487,-53.400643580576855,-45.65698774214253
963,-14.111034432713097,8.056886060054532,22.167920492805933,10.082591402665763,-25.194994679172414,19.14084630650926,9.87146724840302,-25.02153028306438,96.17781384857324,-42.07119109200913,-51.69947224608778,-43.96999079761713
964,-11.603144432301871,9.434382234431755,21.03752666677167,6.885953315066019,-22.121907765744265,19.95314556786905,6.429352774288269,-25.787481220162373,100.50867754220211,-40.4620807371808,-49.998357567934846,-42.15309946274951
965,-8.845381183598345,11.081798689585174,19.927179873221306,3.304481838785879,-18.80897112026577,21.045388626246986,2.4568640859434803,-27.063404368411938,104.37940264049988,-38.9229888993361,-48.29729972260458,-40.186313783147774
966,-5.827744608425705,13.089136006545836,18.916880615009052,-0.7168233948669951,-15.286184915987217,22.547576314101207,-2.136000108429628,-28.73930012355346,107.78999597639697,-37.483915555117804,-46.54629888353447,-38.03963380054712
967,-2.500234625102496,15.516394768853468,18.016629393993203,-5.257962759343927,-11.508549322156297,24.524709465900617,-6.679241094674582,-30.57516887997414,111.10046439494151,-35.82486067798819,-44.26535522112955,-35.493059552830765
968,1.0471488515421035,18.17357556252979,17.12642671102464,-10.133936632826591,-7.5160645040276295,26.736788918092355,-11.462860152620836,-32.641011030717614,114.00081475295245,-34.22582423825236,-41.8444689027792,-32.736591074050835
969,4.784405910152919,20.810678976051687,16.02627306593542,-15.189745398198259,-3.22873062287242,28.82381550906934,-15.30685855602469,-34.52682696749381,116.68105391867174,-32.63680620308182,-39.34364009287414,-29.880228394449595
970,8.621536642833298,23.09770560032436,14.47616895752741,-20.170389443014887,1.3834521640117505,30.335790079137706,-20.721237572510365,-36.352617080689065,118.26118877141595,-31.607806536538323,-37.43286895282368,-27.383971540480772
971,12.378541145129532,24.81465602865443,12.436114883560931,-24.785869159476054,6.160483703291006,31.032713470484232,-24.65599846351131,-37.61838175937642,119.78122620122707,-30.51882519959807,-35.3221556410731,-24.797820534831086
972,15.705419516015155,25.811530856722957,10.10611134074351,-28.611184944395845,10.652363845585128,30.864586527143747,-27.661142484211638,-38.404121391326235,120.96117310852276,-29.649862150176073,-33.43150031312127,-22.501775396441897
973,18.402171857875178,25.93833068255844,7.536158824718637,-31.37133719917351,14.634092445457373,29.70641009496649,-30.0466708834879,-38.949836363016885,121.43103640374584,-29.340917343150938,-32.29090312153848,-20.92583614053109
974,20.46879827649017,25.245056106509733,4.776257830054596,-33.09132632976405,18.080669361404176,27.63318502158546,-31.61258490385087,-39.3855270596459,121.2908230070131,-29.54199073038979,-31.660364215984465,-19.970002778615044
975,21.805298881020292,23.751707731218946,1.9464088502333412,-33.68115274664869,20.83209445584472,24.724912156383756,-32.52888578138776,-39.84119386514109,120.39053984776379,-30.463082260773593,-31.769883743226618,-19.73427531853084
976,22.3316737839892,21.228286161594287,-1.103387622360577,-32.94581686480518,22.883367595110386,20.67659235046185,-31.925574745704445,-40.31683716217208,118.9001938644071,-32.00419188022261,-32.52946184715837,-20.218653764458548
977,22.017923101267854,17.584792004782834,-4.433131096451035,-30.81031910367802,24.234488649434066,15.36822645660488,-31.282653019868064,-41.28245733216199,116.15979200396939,-34.7253195317223,-34.66909866881779,-21.853138116943708
978,20.834046952058245,12.951225870143316,-7.882821081881305,-27.309659887148566,24.775457492939395,9.009815329249943,-29.530121820349706,-42.55805475529932,112.57934122174083,-38.306465155349294,-37.81879434640637,-24.517728372919958
979,18.77004545887703,7.62758836921879,-11.142457089624967,-22.583839643504998,24.341274003629806,2.056359824453301,-28.05798235696741,-44.33362981055012,108.04884848092134,-42.66762868829775,-41.898549015307964,-28.08242452573182
980,15.815918747539031,1.9438801157093328,-13.872038631796789,-16.78785880541219,22.75193806337753,-4.9921392001423435,-25.106235832829363,-46.349182875670316,103.3483207522662,-47.25881006490596,-46.39836280810793,-32.13722656515759
981,12.141666947140745,-3.859898274555327,-16.00156522166352,-10.211717809881486,20.142449557912414,-11.86068088534065,-21.814883444277275,-48.76471432721831,98.25776501373117,-52.230009216683214,-51.438235854612465,-36.722134477432405
982,7.907290190043636,-9.753746183643218,-17.661036373654664,-3.03041709824035,16.73780837681069,-18.584264370424386,-18.823926380830063,-51.61022454056774,92.68718825011705,-57.661226072336824,-57.08816828186806,-41.827148245271424
983,3.2027886118574465,-15.557662991547563,-18.760451603373173,4.576042883898095,12.58301441348357,-24.937888793188257,-15.493365825127702,-54.645713889920536,87.18659745271387,-63.15246055779953,-62.758160214181174,-47.06226784789318
984,-1.951837648576634,-21.371648076214232,-19.419810427606123,12.637661686665595,7.758067565165771,-31.081553289971676,-12.373202952875346,-57.81118274832002,81.6259996189448,-68.74371259625708,-68.54821177313808,-52.467493261043046
985,-7.36658844920287,-27.155700813569265,-19.789112364335274,20.94443885596943,2.5279677329039267,-37.050256995691555,-8.143438932787664,-60.766631487664476,76.57540175200926,-74.01498210817608,-74.03832307762478,-57.79282445701676
986,-12.921463644767945,-32.67982057754637,-19.75835693274765,29.261373933523146,-3.042285178455146,-42.55899904387512,-5.344074926533418,-63.74206047872069,71.38481086052623,-79.32626901133204,-79.70849424384724,-63.278261404684194
987,-18.706463086838042,-37.90400674011449,-19.197543653246022,37.65846645687738,-9.107691260276248,-47.5027785666927,-2.1851120886803104,-66.33747009113782,66.79423395817673,-84.12757322083777,-84.90872538535172,-68.49380406951319
988,-24.631586623815977,-42.80825867130538,-18.176672047459327,46.03571595945083,-15.543250600147708,-51.89659469499051,0.5734484333599665,-68.66286069346147,62.65367806334622,-88.50889464917184,-89.70901661304507,-73.37945241359348
989,-30.4868341009584,-47.462575739241196,-16.975741638253062,54.21812197056125,-21.99896328189345,-55.95044655832346,3.0916054993863997,-70.80823265314788,58.78315019876661,-92.67023320620739,-94.26936803521552,-78.04520639566081
990,-36.06220536039311,-51.93695731016211,-15.874751949739611,62.0306840154565,-28.12482938558507,-59.87433328498792,4.989357976463093,-72.91358633657848,55.10265739115808,-96.65158879924121,-98.51977975755342,-82.52106597112105
991,-41.307700241136395,-56.321402748453956,-15.013702507288507,69.46840161534583,-33.800848987554104,-63.828254002054486,6.01670473897344,-74.95892210907444,51.4122066708705,-100.53296133302291,-102.64025188317206,-86.84703109207452
992,-46.11331857911054,-60.41591141667588,-14.30259283753665,76.32127428743098,-38.96202216040435,-67.56720783540075,7.303644668674055,-76.7142403349116,48.12180507152477,-103.9343507097844,-106.20078451262877,-90.71310170734043
993,-50.38906020716118,-64.20048267558802,-13.81142246839847,82.48930154493777,-43.48334897302429,-71.10619390974406,8.120176654748432,-78.22954137733548,44.97145962965378,-107.01575682926958,-109.39137774394614,-94.17927776248133
994,-54.03492495507508,-67.50511588417912,-13.470190929076022,87.78748289714731,-47.29982949059961,-74.24021134867421,9.376299593860352,-79.4048255985765,42.24117738434334,-109.63717958876416,-112.18203167263333,-97.13555919982768
995,-57.110912649597616,-70.33981039969431,-13.228897750069038,92.28081784942752,-50.49646377462582,-76.95425927468618,8.642012390207022,-80.64009335986547,39.15096537687282,-112.23861888312591,-115.07274639170743,-99.94194595850266
996,-59.69702311445056,-72.77456557766277,-13.077542463184914,96.08430590326476,-53.158251882921014,-79.31333680921284,8.767313955571954,-81.5853450214492,36.650830650355694,-114.3400746048148,-117.42352199171525,-102.17843797444684
997,-61.65325617034982,-74.74938077192542,-13.096124601548642,99.02794655629543,-55.10519386963861,-81.29744307265759,9.02220320937757,-82.30058094260625,34.59078024937997,-116.05154664392363,-119.31435856075484,-103.93503518044315
998,-62.92961163502331,-76.30425533466259,-13.374643699612687,101.0817393023376,-56.242289785280256,-82.99157718442704,8.686679078737537,-82.90580148166296,32.66082121964844,-117.60303488820868,-121.07525618449738,-105.43173750614173
999,-63.746089323228816,-77.46918861642186,-13.723099293166804,102.48068363142279,-56.8845396767089,-84.33073826296362,8.590740498508836,-83.31100699600965,31.250960607618975,-118.72453922312069,-122.3862149462092,-106.48854487808518
1000,-64.30268904677193,-78.29417996614562,-13.991490919347806,103.44977902982784,-57.3069435871617,-85.28992542577812,8.334386411343539,-83.53619784211692,30.101205460144627,-119.65605953183584,-123.50723492677366,-107.23545721973346
1001,-64.68941061452409,-78.76922873119888,-14.079818116649257,104.0740249801067,-57.64950155626334,-85.80913778948235,8.987615767740325,-83.45137437555219,29.611562824113793,-120.1675956952872,-124.09831620471365,-107.53247445148924
1002,-65.02625383244066,-79.05433425739699,-14.02808042493113,104.55342096112236,-58.01221362003917,-86.0683744698216,9.020427526095707,-83.35653695099649,29.172039746090274,-120.64914759219606,-124.62945885621352,-107.70959649072314
1003,-65.323218503579,-79.15949588903324,-13.83627738542938,104.90296644807884,-58.40507981092856,-86.07763458170719,9.462820652754976,-83.23168592226115,29.042643271953448,-120.89071509910362,-124.98066295514167,-107.79682325179913
1004,-65.63030442811663,-79.20471296890663,-13.574408540765493,105.2326609125532,-58.84310015779833,-85.99191723924883,9.124794122062852,-83.19682164230503,28.94338044653837,-121.05229809040293,-125.27192857307305,-107.92415464609984
1005,-66.06751140336951,-79.2699848383496,-13.202473434955932,105.70250382252758,-59.46627468595618,-85.87122155578723,9.686346916413868,-82.95194446325159,29.27425831327598,-120.89389643837072,-125.20325577931159,-107.84159058205215
1006,-66.56483922381021,-79.36531083725562,-12.800471613421578,106.2474946424213,-60.164603417164244,-85.76554664392627,10.357478026302438,-82.5870547364064,29.67528391383336,-120.49551001319978,-124.87464464091305,-107.67913096515264
1007,-67.19228768108631,-79.53069030410687,-12.338402622997062,106.95763283312304,-61.023086369652795,-85.69989161556543,10.398186450372656,-82.28215281227453,29.65646428775412,-120.18713868303108,-124.73609522270769,-107.64677569799326
1008,-68.05985656403871,-79.69612257600195,-11.636266011940073,107.90791785202298,-62.24172355813387,-85.51425558193222,11.038471195467775,-81.8472390405783,29.627806472098825,-119.63878231398644,-124.3276075873232,-107.50452468028692
1009,-69.04754565872001,-79.85160698868343,-10.804061329940584,108.973349153045,-63.645514993815105,-85.25363765361413,11.598331276679406,-81.29231377027517,29.30931750108565,-119.0404407702011,-123.79918179520756,-107.34237780889326
1010,-70.035354748413,-79.97714287656554,-9.941788128130042,110.023926186679,-65.06446068441353,-84.94803694059114,13.51776571739643,-80.47737734957566,29.09100440573116,-118.06211391385662,-122.85081790465209,-106.98033497784434
1011,-71.01328361364902,-80.04272957276169,-9.029445959090468,111.03464840001311,-66.49856063416954,-84.55745255226765,14.22677354935355,-79.85243012596155,28.04287421349121,-117.28380160521365,-122.25251597181457,-106.85839607837045
1012,-71.91133203222668,-79.99836640911208,-8.087034376863532,111.9105152367659,-67.86781484386084,-84.04188359750474,15.385353812679622,-79.14747244620412,26.854933947902175,-116.36550370264534,-121.5742760507424,-106.68656099892593
1013,-72.79949977923015,-79.92405271621124,-7.12455293695954,112.76152613731892,-69.2372233108165,-83.48632918465205,16.643505555945612,-78.29250465638265,25.487190628222308,-115.38722006267028,-120.79609819339575,-106.34482962521504
1014,-73.65778662704795,-79.80978782343556,-6.152001196366377,113.56268053874885,-70.58178602893106,-82.88578842157993,18.11122783621228,-77.30752710190293,23.749651269073354,-114.44895053998607,-120.02798244967101,-105.9332018402179
1015,-74.31619234539147,-79.63557105897074,-5.3193787135583825,114.13397787485991,-71.65650298867877,-82.29526041571128,19.72851971907753,-76.28254012751601,21.792322880082505,-113.51069498750275,-119.17992886742402,-105.44167752421635
1016,-74.81471670131359,-79.50140174983933,-4.686685048505171,114.56541757621628,-72.47137417712767,-81.8447442740534,20.815380278723463,-75.23754407733699,19.41521246552456,-112.77245325637654,-118.52193749249354,-105.02025655481998
1017,-75.0733594592274,-79.47727922192804,-4.403919762680389,114.8119990701744,-72.87139957795408,-81.67923910322985,22.62180859796312,-73.76253929486408,17.338327023964446,-111.72422519604348,-117.45400836872466,-104.42893880699201
1018,-75.0521203809249,-79.75320280001523,-4.7010824190704135,114.92872178091541,-72.70157917145673,-82.10374400951217,24.237803768286895,-71.85752612299761,15.371673547900079,-110.55601065425336,-116.3361415379925,-103.8677241530754
1019,-74.83099922559566,-80.3891718077982,-5.5581725821829835,115.02558512947758,-72.05191293457138,-83.16825809885158,26.39336488990861,-69.37250490405928,13.725259023405545,-109.11780947710379,-115.21833704022549,-103.44661246281882
1020,-74.5899957498456,-81.36518556792059,-6.775189818055784,115.27258853378862,-71.20240084088509,-84.75278047691052,26.828491071811317,-66.34747597981152,11.979090429774711,-107.6996215090742,-114.51059491342923,-103.47560360340263
1021,-74.40910970771574,-82.70124340199956,-8.292133694264958,115.75973140869819,-70.26304286065086,-86.84731024909425,28.423181431792745,-61.84243969147695,11.55317473916519,-105.41144659306016,-113.33291519370997,-103.51469743946505
1022,-74.24834085070106,-84.30734463065312,-10.059003779933562,116.40201316601019,-69.21883896080206,-89.33684652058226,30.83743509651041,-55.38739637975789,12.717518916242756,-101.89328457040764,-111.51529791529842,-103.46389383312804
1023,-73.68768892776913,-85.81348857352722,-12.125799645739951,116.59443321451526,-67.62478910496715,-91.87638839635974,32.92125120152643,-46.822346384856125,15.572129917826198,-96.7651352809474,-108.70774311057332,-102.97319264402344
1024,-72.15715368537913,-86.83967454932304,-14.68252086392613,115.5769909600231,-64.81589325348425,-94.18093498124881,35.51462889135197,-35.43729004649262,21.65701469253264,-88.63699856302955,-103.34025081008534,-100.71259372931905
1025,-68.9267348675005,-86.7659018758239,-17.839167008306006,112.30968580539485,-60.00715136341587,-95.68548537993979,37.567567319491395,-20.802227703927425,31.71218018042334,-76.52887425355813,-94.37282104258067,-95.54209694374461
1026,-63.08643221563187,-84.5121698699225,-21.42573765427361,105.34251715057547,-52.373563388563646,-95.22503869702237,39.750065648486114,-2.737159695979684,47.10763331264998,-58.84076218802579,-79.7854538350249,-85.50170213961785
1027,-53.606245468819914,-78.93847784764779,-25.332232378811238,93.07548439262612,-40.94012927948308,-91.60459403701667,40.07212304995795,18.027913638952327,67.89338101110162,-34.81266220054853,-58.17814921262683,-68.68140916687054
1028,-39.036174363678164,-68.72482512419197,-29.688650760497552,73.39858692575643,-24.191848983498375,-83.56915050440418,38.623738704652375,40.942991962870984,94.54943018805193,-3.334574123900568,-27.34090719886224,-42.591217873074505
1029,-17.85621863440589,-52.64121101393732,-34.78499237951557,44.1768241413568,-0.4637224447172885,-70.03370720365874,33.38491180248122,64.5780749381591,126.64578774580727,36.1635022104508,14.766272184502327,-4.561128103467597
1030,11.383621987192987,-29.777634830483166,-41.161256817660686,3.505195428030799,31.96425039595398,-50.35826323927733,24.39564154256519,87.12316222755959,163.2124605763553,83.72156697231023,69.84338891738564,47.78886029902033
1031,49.8333477716911,0.7959041133275342,-49.037443658348536,-50.23129982837273,74.35206960079587,-23.722817715810763,9.535927133275921,105.718253494155,202.259455561014,138.57962033271917,138.8304429813681,116.20874749374138
1032,97.82295899201873,39.879406505381276,-57.943552486622835,-117.7626622447273,126.79473523526049,10.907630262105648,-13.594232207722218,117.06334840134706,241.24677957008157,199.29766246392109,221.59743435966777,201.43853364230387
1033,154.33245592344488,87.76287303426753,-66.56958288916319,-198.2138924405967,187.6172473679567,54.478081589721555,-43.634837253430725,119.09844661283606,278.93443946248703,264.7256935393259,317.60436303711674,303.24821890854616
1034,217.1018388435585,144.02630438925206,-73.07553445429275,-289.1149910382028,253.63960607063504,107.48853716214114,-80.87588876747591,109.28354779260033,312.04244208544134,331.7237137334753,423.871229000137,419.117803458511
1035,282.8911080322496,207.39970126025042,-75.49140677198592,-386.5909586623933,320.6368114181727,169.6539978742927,-123.1273875040681,84.7386516048754,336.81079427408883,396.2117232220069,536.3180322367172,545.2272874604197
1036,348.1302637716902,274.8130643378016,-73.317199433876,-485.5367959406098,384.7888634885583,238.15446462089864,-171.01933420796144,43.703757714133395,348.8595028511605,452.86972218161975,648.4247727363883,675.0166710846463
1037,409.0193063463159,342.7463943130414,-66.27291203326254,-580.3925035028556,442.15576236287734,309.6099382964448,-221.09172961441357,-13.671134214937954,345.45857462662696,497.0977107900383,753.6614504902002,801.2859545036914
1038,461.16823604280665,407.1796918776761,-53.98854416511905,-664.7580819816641,488.1625081252964,380.1854197951511,-271.1545744491463,-86.50602451745597,324.6080163973524,524.6956892259775,845.1080654906978,915.8751378921575
1039,500.10705315006805,464.2329577239568,-35.87409542610019,-732.2235320120662,518.0441008630485,446.2959100109412,-318.4978694283062,-172.71091352836413,285.13783494674965,531.7436576691074,914.9746177318973,1009.7542214267221
1040,521.9057579592125,510.4961925446526,-11.409565414549245,-777.1538542315591,527.6105406664176,504.79140983741235,-359.7116152584254,-269.2858015824528,227.9180370444359,516.0016163000176,956.8911072092634,1075.0132052861127
1041,523.6943507635402,542.7593970330247,19.06504626949466,-795.0740492800734,514.1618276287236,552.2919201678064,-392.8858126363834,-372.5906890143804,153.56862944588912,475.5395653001823,965.2375339196835,1105.162089651082
1042,504.38283185852123,558.0025718828008,53.61974002428923,-783.3841177999428,477.5729618463073,584.8124418949795,-414.27046224936856,-477.67557615869447,64.55961889210545,410.29750485192426,937.3838978614469,1096.57087470438
1043,464.8312015417753,554.215717788148,89.38451624638199,-741.9390604358712,420.1389434185151,598.9079759113732,-424.50556477484025,-581.0704633498525,-38.11898789074269,320.12543513838006,871.6701990342192,1047.4295606307317
1044,407.75946011305444,530.7788354436487,123.0193753306031,-673.148877834901,346.2497724476839,592.2885231089844,-423.6111208804915,-679.0253509222429,-151.3371841916472,207.48335634346432,769.6764374390194,959.0881476168099
1045,337.4376078742233,488.2119255442732,150.77431767005834,-581.5435706463826,262.0504490391252,563.5990843793365,-414.13713122421177,-766.2902392102067,-269.5749633151045,77.99126865183445,636.402613078197,835.8166358512093
