A1,A2,A3,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-39.95174923181207,-69.20305650972544,-29.251307278028847,74.5532774867406,-25.326095592779474,-83.82871014881059,39.173239808879345,-89.03358450894467,-58.725310533375435,-272.52096397177286,-99.5444142733177,-60.39252450401442
-39.702981078877876,-69.21186847133019,-29.50888739256733,74.30891531460934,-24.948537382576117,-83.96631216768445,38.70572539732892,-97.0166561436049,-59.18870510964288,-272.77191409807125,-99.23949367649008,-60.01046693602237
-39.504203655259104,-69.27071020437549,-29.766506549230968,74.13955875751375,-24.620950380625597,-84.15396347906145,38.31823574777208,-104.41959121079157,-59.402039264601434,-272.4627008876653,-99.11444792270295,-59.59823154453247
-39.32541710835137,-69.41958133505116,-30.094164226813913,74.03520777594443,-24.278334994926464,-84.46666344852851,37.78077111109171,-111.38239073260135,-59.6053137179444,-271.7333250788382,-99.20927806991881,-59.20581783784503
-39.08662158486037,-69.34848148939912,-30.261859904652432,73.76086232962794,-23.955691632516274,-84.47941144179569,37.18333173640223,-117.8450557347526,-59.76852919155525,-270.4337874119575,-99.35398517815649,-58.883225328454444
-38.81781723077968,-69.1774102932797,-30.35959306261323,73.40652237748807,-23.638020699455268,-84.3572068246566,36.52591787103158,-123.65758724652254,-59.87168640943165,-268.3140886294018,-99.288570309416,-58.540453533021996
-38.55900419136877,-69.12636737233785,-30.567363181081806,73.12218787760678,-23.275322600810128,-84.41004896294899,35.85852976050344,-128.73998630068422,-59.87478609760919,-265.44422947548736,-99.08303452760362,-58.1475019723487
-38.47018261113101,-69.25535235196965,-30.785169740950877,73.09785878718543,-23.0775977406379,-84.64793722251531,35.07116764851961,-133.27225393344335,-59.877828984085184,-262.02421069639524,-98.96737889845718,-57.82437017134817
-38.52135263379187,-69.31436485728885,-30.793012223608745,73.1785350625064,-23.12484652196989,-84.71087096916345,34.19383177694264,-137.22439118437512,-59.960815798742146,-258.0240330400985,-98.93160448947127,-57.58105765901946
-38.40251440227722,-69.09340451309367,-30.690890110927718,72.94921665889466,-23.057069346795814,-84.43884956862775,33.536522385778575,-140.3463990963607,-59.82374727327134,-253.07369725628965,-98.64571236982256,-57.357563968419925
-38.16366805869171,-68.71247094383352,-30.548802885252567,72.51990353067956,-22.88926661604796,-83.98687238653005,32.90923971315997,-142.91827871552354,-59.586624141096024,-247.513204096308,-98.4597036102955,-57.26388863663823
-38.06481374429737,-68.53156377357608,-30.466750029388987,72.330595631157,-22.831438729585454,-83.76493878834086,32.16198399532903,-145.07003109116602,-59.32944713729484,-241.46255431306767,-98.39357928320784,-57.40003120476721
-38.06595159949211,-68.49068262597446,-30.424731026592102,72.31129291255145,-22.85358608617872,-83.70304813934082,31.354755466621047,-146.83165727570517,-59.09221699852488,-234.82174866098578,-98.3773404623366,-57.745991217876934
-37.91708176378869,-68.2898271242344,-30.372745360554976,72.06199532597849,-22.730709083493917,-83.47619980458231,30.69755435944792,-147.95315832460915,-58.73493446294485,-227.55078789591053,-98.27098822284387,-58.191768224987726
-37.66820437579346,-67.96899689108196,-30.300792515397223,71.65270282140752,-22.517808118077635,-83.11939314885103,30.35038090428201,-148.284535296333,-58.02760027013801,-219.44967277504998,-97.75452364120298,-58.47736177904326
-37.48931957318551,-67.87819154873087,-30.388871975653558,71.42841534762451,-22.294883585341587,-83.07262753662816,30.05323532964009,-148.11578925225433,-57.25021516103528,-210.99840405690065,-97.28794779512498,-58.73277143688373
-37.3404274926958,-67.8374107188506,-30.496983226262497,71.25913285219517,-22.091935879547474,-83.08590233205247,29.686117862067572,-147.5869212566094,-56.50277987783805,-202.22698250117674,-96.82126176348486,-59.05799675921908
-37.08152827008648,-67.60665402253431,-30.52512575255502,70.88485528142817,-21.818965393791956,-82.86921689888254,29.50902872612292,-146.46793237642856,-55.64529516394113,-192.99540886873967,-96.11446662624837,-59.303037310602264
-36.752622040130326,-67.34592108026696,-30.593299040243306,70.42558258033881,-21.45597251999172,-82.64257060045946,29.5119681443623,-144.80882368147178,-54.6577617638556,-183.40368392152732,-95.31756346439889,-59.58789265940261
-36.51370893659038,-67.32521151189378,-30.811502575409556,70.17631469261276,-21.107957648868723,-82.73096279966956,29.474936337324383,-142.8095962441643,-53.780180423131654,-173.8718084224846,-94.6405533598644,-59.9225623777793
-36.50478909219971,-67.58452493658888,-31.07973584449482,70.29705156057011,-20.964921169935472,-83.12439285890743,29.437933523515454,-140.3602511395319,-53.092551888281406,-164.43978313549312,-94.05343739544483,-60.307046041654885
-36.43586263864122,-67.723860972824,-31.287998334287902,70.29779312512964,-20.79186347148051,-83.36786014003923,29.540959919394677,-137.38078944513626,-52.524876906701756,-155.06760882530216,-93.43621665473954,-60.661343230688836
-36.23692970652782,-67.70321923833754,-31.46628953191432,70.0885393257735,-20.503784940553967,-83.43636400436615,29.72401573935958,-133.84121224101034,-52.04715622659724,-145.88528625745948,-92.70889222207502,-60.88545352825139
-36.06799042538256,-67.69259935010385,-31.624608924825345,69.91429010051185,-20.255685962953255,-83.50490381258813,30.007101195731817,-129.81152060959346,-51.609390596902855,-136.89281619824254,-91.8214651824329,-60.93937652139725
-35.93904492361904,-67.9520009243026,-32.0129560007871,69.91504538584816,-19.932566923208917,-83.95847892476795,30.02021649874309,-125.62171563566665,-51.64158076720702,-128.6601994145902,-91.37393662137809,-61.10311180083953
-35.7900933285219,-68.03142357628856,-32.241330247869676,69.80580511674445,-19.669428204570544,-84.15208870029537,30.143361856521338,-121.02179840628757,-51.803727487674415,-120.84743667403447,-90.88630762498725,-61.29665896092385
-35.67113576622755,-68.0108669205615,-32.339731154436436,69.67656922658705,-19.501270188992876,-84.18073249785188,30.466537475077118,-115.90177001072583,-52.04583150896905,-113.514528744633,-90.3685792797775,-61.490017599602396
-35.77217236170503,-68.24033057073638,-32.468158209133264,69.89233764715242,-19.53809325712201,-84.47440967537537,30.819743558290284,-110.42163154039788,-52.44789358217727,-106.88147639490168,-89.9907526726354,-61.84318731840825
-35.763203238737056,-68.50981413951368,-32.746610900878004,70.01811030857357,-19.389897788281733,-84.88311959002527,31.1529803078968,-104.7113840888022,-53.029914458730865,-101.0982803937477,-89.7428288907462,-62.24616772242975
-35.884228519901214,-68.83931723865025,-32.95508871884987,70.30388713930647,-19.406684160460017,-85.316861598148,31.496247923475895,-98.76102875145419,-53.76189489033021,-96.08494151040291,-89.57480902152334,-62.71895842028502
-35.95524832655134,-69.0788394789301,-33.123591152479044,70.49466806609698,-19.393452750295616,-85.64063505524265,31.91954660243733,-92.62056662582131,-54.49383562886764,-91.72146051435786,-89.30669415253831,-63.20155902409665
-36.02626277879911,-69.38838047013567,-33.36211769143628,70.72045301394799,-19.345203933064816,-86.06943931592707,32.332876540009025,-86.28999881125799,-55.215737426350714,-88.04783817529574,-88.97848537145074,-63.583969149466505
-36.20727199549575,-69.86793982101926,-33.660667825622674,71.14124190608688,-19.37693808266832,-86.6982737339041,32.64623792922481,-79.9893264089407,-56.057601034825716,-85.16407526302721,-88.82018376593882,-64.03618841545062
-36.51827609421402,-70.48751713927484,-33.969241045159436,71.7620346639334,-19.533655571618276,-87.4721376619283,32.76963096091254,-73.79855052180295,-57.05942720630128,-83.07017254742546,-88.80179042363005,-64.62821644453442
-36.889275191230304,-70.91711203151004,-34.02783684037781,72.34783120706773,-19.87535677102542,-87.93103045177294,33.12305582368231,-67.42767225447037,-57.88121669267202,-81.28613079836158,-88.43330643203224,-65.13005286260777
-37.28026940150688,-71.48672410321846,-34.20645470180911,73.02363145319899,-20.177042050586405,-88.58995145419729,33.416512703915025,-61.17669271319566,-58.79297024564245,-80.0819507856406,-88.12473287846493,-65.69169729894062
-37.7112588386745,-72.31635295875235,-34.60509412017482,73.86943531813402,-20.40871177857123,-89.61890001891427,33.65000178575116,-55.195613005793774,-59.81468861665095,-79.44763327893773,-88.12607084999104,-66.34314938615844
-37.93224361501504,-72.9559982012954,-35.02375458637679,74.41024271574653,-20.420366321810835,-90.46787549455858,33.94352325107977,-49.45443424157696,-60.84637255679385,-79.23317904773532,-88.31732143334901,-66.94440876021804
-38.28322384144437,-73.63565943283605,-35.35243559148757,75.10105355794666,-20.607006045684837,-91.31187722865491,34.25707727952778,-43.923157531289945,-61.93802281674981,-79.25858886126,-88.65848571488509,-67.5054750603834
-38.44419962749551,-74.115336254141,-35.67113662674083,75.50186775465073,-20.608631314109395,-91.95090456758678,34.71066404844944,-38.53178398704511,-62.939640146704185,-79.24386348842044,-88.84956478048618,-67.94634792920193
-38.49517108130186,-74.64502826472898,-36.149857183521924,75.81768521375153,-20.420242489525272,-92.71995685656557,35.10428373291615,-33.47031472225775,-64.0612252962738,-79.39900369774563,-89.26055971551283,-68.30702701248065
-38.556138309580774,-75.16473506284498,-36.60859675335849,76.13850584108889,-20.251839932885957,-93.46903343960012,35.48793650570646,-28.878750851581334,-65.34277901443166,-79.68401025732344,-89.79147160473286,-68.74751195926264
-38.70710141761717,-75.73445624543466,-37.02735482791123,76.57432954042059,-20.193424003646044,-94.24813365946646,36.00162253729625,-24.607093490842924,-66.67430204943204,-79.89888393473991,-90.19230153225507,-69.14780242180377
-38.75806050924752,-76.19419140811921,-37.43613089896486,76.85515621339368,-20.03999505974966,-94.91225685767809,36.80534199584936,-20.56534375697855,-67.9257951487358,-79.85362549701887,-90.52305058146355,-69.43789805554964
-38.89901568684402,-76.94394014517042,-38.044924458419025,77.37098575951624,-19.876553457619135,-95.96640237445666,37.539095047208285,-17.073502767968748,-69.31725905893563,-79.9182357105621,-91.27371983495235,-69.91779851911245
-39.129967051298784,-77.70370204948622,-38.573734998279505,77.98181807612937,-19.84309955214374,-96.99056954870295,38.37288185488521,-14.001571642774124,-70.68869452568201,-79.94271534109004,-92.26431037446036,-70.40750347424844
-39.25091470200857,-78.14347671256645,-38.8925620106494,78.32265305837974,-19.80463369666866,-97.5897577179684,39.236702580053326,-11.31955150127104,-72.00010229360885,-79.79706515358298,-93.13482328080684,-70.82701258583532
-39.48185873685946,-78.64326372448906,-39.16140498772055,78.8034905991924,-19.90115624298404,-98.22396621842687,40.010557381538305,-9.06744346418737,-73.34148310625984,-79.42128591222274,-93.95525963382721,-71.2563255218499
-39.722799252211885,-79.09306267388662,-39.3702634217651,79.26933058924406,-20.037667541314253,-98.77819438484697,40.81444641581015,-7.225248653038369,-74.59283770601479,-78.83537838033502,-94.63562051230936,-71.66544195334617
-40.10373634288585,-79.70287314792313,-39.59913680512705,79.95517291693676,-20.304167940307323,-99.50244155056473,41.42836983697522,-5.962968190062628,-75.95416683401629,-78.35934332033207,-95.57590699393015,-72.15436155443328
-40.55467010214642,-80.25269473227135,-39.69802463021412,80.68101746837189,-20.70565778702443,-100.10170704745676,42.12232779676856,-5.020603198158159,-77.20547123009665,-77.62318149365613,-96.22612015519275,-72.60308400225395
-41.08560062168933,-80.85252701109039,-39.76692638948962,81.51186412732477,-21.20213742692966,-100.73599020591381,42.826320444546454,-4.3481548008185875,-78.30675163270514,-76.60689366072326,-96.79626107136384,-73.0216089769631
-41.406527991626945,-81.32236956700356,-39.915841575464555,82.06771277521943,-21.448607203879888,-101.28029035481472,43.66034792727929,-3.915624122069466,-79.20800877883548,-75.31048058086776,-97.43633081641198,-73.39993616170663
-41.6774523004744,-81.92222198107692,-40.2447696806898,82.638563291104,-21.555067460114792,-102.04460682150098,44.35441038954466,-3.9230122864047186,-80.15924340395362,-74.07394301228726,-98.32633046294563,-73.84806524260058
-41.858373635135955,-82.34208383279781,-40.48371019774848,83.02941555162644,-21.616518536247074,-102.58393893175149,45.048507973520685,-4.240320418723217,-80.99045624192591,-72.66728171198828,-99.14626108215232,-74.22599590871033
-41.8992920808916,-82.61195470005408,-40.71266261924843,83.20526943101065,-21.54296077125282,-102.96828600975803,45.72264081897973,-4.7975496442655,-81.6616480249474,-70.99049743573224,-99.70612374373775,-74.5337278520302
-42.18020772138394,-83.22183415911356,-41.041626437814884,83.79112480103316,-21.659394502462003,-103.742647378101,46.37680906328216,-5.614701088550631,-82.31281948347066,-69.27359093798242,-100.28591951586573,-74.88126076746325
-42.531120638605245,-84.09172178460389,-41.56060114608323,84.5769815310001,-21.750820065549213,-104.87202235772583,47.02101284137066,-6.731775877313217,-82.96397134613491,-67.69656297185117,-100.89564946509836,-75.22859435280141
-42.862030912884826,-85.03161714949296,-42.16958623669202,85.37783948772464,-21.777237794524478,-106.11641026791958,47.63525228576457,-8.048775136440579,-83.59510433969527,-66.17941428904781,-101.50531465633684,-75.59572830870572
-43.11293862287658,-85.9115198250694,-42.79858120227602,86.06869853550506,-21.713648021724293,-107.31081042628833,48.49952752655459,-9.375699991910084,-84.0062191889526,-64.43214563982724,-101.81491615276255,-75.86266233868687
-43.40384384554678,-86.85142938092383,-43.447585535459524,86.82955853610291,-21.680051077802826,-108.5752221487348,49.33383869139775,-10.922551569726636,-84.35731661668365,-62.84475777293899,-102.32445501577891,-76.21939614908618
-43.60474665616225,-87.82134538493023,-44.216598728849746,87.51541934872202,-21.496447291723268,-109.92964474943662,50.20818590551267,-12.679330995860383,-84.68839734357141,-61.487251435577036,-102.98393230495348,-76.60592944905657
-43.96564712827859,-88.87126740322798,-44.90562027503045,88.40128082998766,-21.512836990749335,-111.324077540825,50.88256929167504,-14.726039396184541,-85.07946208813613,-60.479627373330125,-103.74334907796066,-77.0922619505441
-44.496545333728776,-89.79119500020407,-45.29464966655565,89.3921428339263,-21.849220500436996,-112.438519833564,51.52698897021337,-16.94267789641345,-85.46051156666631,-59.68188633013277,-104.43270639052493,-77.65839336826943
-45.037441342611984,-90.6811277384759,-45.64368639594357,90.37800521194585,-22.21559814462632,-113.5029709365301,52.321445059005065,-19.079247622040796,-85.75154649315058,-58.93402904821688,-104.88200529636453,-78.13432341970996
-45.55833522328269,-91.72106517887445,-46.16272995567074,91.41886781281627,-22.476970245433517,-114.80243015679258,53.025937673472754,-21.285749698278064,-86.15256757920949,-58.58605626806401,-105.53124684713569,-78.67005182508186
-45.76922704233998,-92.48100688042791,-46.711779838166215,92.00973048265072,-22.413337123243142,-115.8368967995941,53.72046692658083,-23.52218524999315,-86.50357553402802,-58.35796872835829,-106.0604320923773,-79.12557830732274
-45.80011686461716,-92.81095240034561,-47.01083553580605,92.20559306488715,-22.29469909670048,-116.31637016833203,54.395032928832336,-25.6485554016492,-86.75457106428838,-58.0897671659399,-106.36956207945639,-79.55090259207434
-45.82100475317161,-93.03090129400255,-47.20989654090785,92.33645540027047,-22.21605648270409,-116.63584956454018,55.14963578826609,-27.66486127724367,-86.9355548741033,-57.83145231575933,-106.56863785351362,-79.93602440766564
-45.91189076927487,-93.25085311492427,-47.33896234572561,92.53731732683498,-22.24240959639854,-116.92033428787109,55.72427561045406,-29.6911040002476,-87.19652766494966,-57.913024910832185,-107.01766045740985,-80.43094348509621
-45.89277497240308,-93.3908074147722,-47.49803244244464,92.58817867988755,-22.14375875116731,-117.13982363607882,56.2989524984991,-31.59728469354508,-87.49749013560256,-58.09448568219476,-107.47663093167289,-80.96565955801995
-45.88365742022757,-93.38076374332942,-47.49710632317668,92.57403929199104,-22.13510425862585,-117.12931690500237,56.83366655303283,-33.31340447937304,-87.81844298206997,-58.305835358860136,-107.755550314445,-81.51017236272897
-45.88453816860581,-93.32072164848695,-47.43618347995528,92.5448989929484,-22.16644642861485,-117.03881338854947,57.38841787221389,-34.78946447926113,-88.10938689752768,-58.40707466777509,-107.84441964143068,-82.05448163813794
-45.745417271572514,-93.2706806762303,-47.525263404731234,92.38075760978718,-21.982785569193656,-117.03331237868109,57.99320655172645,-35.895465813971974,-88.2303225722548,-58.31820433377763,-107.72323994584539,-82.4985871257687
-45.586294781331205,-93.28064037062676,-47.69434558936831,92.22661496674445,-21.739121986633883,-117.12781316539638,58.32803268477892,-36.9514096034416,-88.46125069356961,-58.41922507955514,-107.77201225836453,-83.03248856973497
-45.607170748245814,-93.22060027381283,-47.613429525639106,92.21747088525245,-21.80045598541318,-117.02731503671814,58.73289636210305,-37.71729696672013,-88.56217194576602,-58.23013762560334,-107.49073760707303,-83.53618571672779
-45.838045220832754,-93.24055992598242,-47.40251470522107,92.45832518392453,-22.136787868209204,-116.94181727867898,59.08779767195321,-38.16312902191275,-88.59308701005048,-57.9609426901858,-107.16941701741563,-84.09967831600088
-46.288918245753116,-93.59051886537523,-47.301600619692834,93.08417767854165,-22.638117935893753,-117.24131917530795,59.41273670010599,-38.328906886120926,-88.57399656447932,-57.711640989294295,-106.90805151214758,-84.68296611935648
-46.69978986780523,-94.09047662826575,-47.39068676053057,93.74502818203938,-23.00444648752708,-117.78582000861763,59.47771352986003,-38.32463167538381,-88.58490128389663,-57.632233236609686,-106.81664211128606,-85.3360488811316
-47.050660129917496,-94.64043274895276,-47.58977261910466,94.3708765044955,-23.25577382035238,-118.43531905859199,59.46272824203622,-38.04030450462016,-88.56580183987262,-57.55272014346366,-106.68518983206204,-85.96892635818436
-47.52152907314143,-95.18038675974923,-47.6588576866765,95.11172245311798,-23.692100229790476,-119.00981560317467,59.41778091497806,-37.37592648757016,-88.37669890064254,-57.483102418801124,-106.4136956888728,-86.48159830988088
-48.00239673664505,-95.73033819097257,-47.727941454395534,95.86756583223361,-24.138426009434657,-119.59430891825781,59.422871624552336,-36.3614987367379,-87.99759313104605,-57.44338076914319,-106.19216069323508,-86.89406449808236
-48.413263157706524,-96.33028657093568,-47.917023413296484,96.57840644327696,-24.454751451045738,-120.28879827767166,59.338000444150104,-35.07702236333387,-87.5984851924672,-57.723555898551126,-106.1005858537387,-87.25632468713249
-48.974128371708076,-97.02023142593816,-48.046103054296715,97.48424408478004,-24.951076844547245,-121.04328295317451,59.03316744468789,-33.67249847721793,-87.29937574277477,-58.39362850859072,-106.12897217600086,-87.61837864384535
-49.43499241213018,-97.52017228025812,-48.08517986819388,98.19507855236242,-25.39240247802085,-121.5627622144433,58.82837269460921,-31.81792818684241,-86.81026543626344,-59.113599298297665,-105.93732066262103,-87.85022613749337
-49.67585531054607,-97.9101086561446,-48.234253345663745,98.6309096387218,-25.55872863770188,-122.02723532906491,58.513616259886334,-29.723312599195676,-86.3211549235952,-60.293468964143386,-106.03563231313639,-87.97186693979589
-49.88671709661648,-98.41004007381014,-48.52332297725817,99.09173713362527,-25.625055607975177,-122.6717015625279,58.14889820402232,-27.458652819745886,-85.8720448517415,-62.013238200001865,-106.403908123978,-88.07330082490786
-49.837577798084745,-98.65996605142428,-48.82238825340334,99.16756082390086,-25.426383671370935,-123.07116017821484,57.75421858805337,-25.053949952385103,-85.4029358639259,-64.21290769711695,-106.94214908842736,-88.15452756940905
-49.86843744077205,-98.70988610510717,-48.84144866439819,99.22338049342986,-25.44771310856089,-123.13061043739535,57.39957747055136,-22.47920509937373,-84.92382859956726,-66.89247814407058,-107.53035619657393,-88.21554695229344
-49.9592960485731,-98.56979974892383,-48.61050370041305,99.24419592313947,-25.65404419835462,-122.8750515992196,57.11497490762673,-19.71441936128523,-84.36472369422361,-69.90195022675164,-108.02853043527276,-88.166358754959
-50.01015364345208,-98.5397064948789,-48.52955285148843,99.28000689099622,-25.745377217696,-122.80448292071253,56.65041095293163,-16.999593836951227,-83.99562177953644,-73.51132462832562,-108.8166727881033,-88.17696276119796
-50.04101024543873,-98.52960585291197,-48.488595607534094,99.3058131719996,-25.796712441659917,-122.77390365676855,55.925885657663294,-14.394729623406885,-83.84652348317566,-77.72060202920495,-109.74478423532835,-88.25735875718712
-49.991865872624906,-98.27949733089311,-48.287631458328306,99.13161453817656,-25.84805014344909,-122.42331306014697,55.211399070567715,-11.719827815836666,-83.66742942878528,-82.23978310702022,-110.67286575385398,-88.17754653147882
-49.69272054116134,-97.78938043461929,-48.09665989351729,98.5874107585763,-25.644390594391137,-121.83771038146774,54.726951237943574,-8.864889507520383,-83.37834023592933,-86.99886853659184,-111.6109183171899,-88.00752587499215
-49.59357426525467,-97.57925466781096,-47.98568040261488,98.38320159926563,-25.600734063935768,-121.57209486920833,54.06254220364646,-6.289915789779643,-83.3192565200388,-92.4178589899029,-112.94894289541048,-87.98729658100439
-49.64442705716478,-97.56911953210938,-47.92469247500244,98.42898682332516,-25.682080819652224,-121.53146576970065,53.26817200909336,-3.924907751924607,-83.4001788923589,-98.32675513607236,-114.35694045511646,-88.13685844514288
-49.63527892720252,-97.36897452707434,-47.73369559992889,98.31976619084554,-25.768431127226837,-121.23582232712893,52.39384069326736,-1.7498664812011178,-83.57110795989705,-104.5355576413293,-115.73491195939715,-88.36621126537742
-49.826129883727496,-97.24881915018229,-47.422689266511114,98.45053945892467,-26.11478525046083,-120.9601637835281,51.47954829272267,0.20520693726181682,-83.91204432537153,-111.04426716898772,-117.1528583677936,-88.6553548420127
-49.90697993314642,-97.1886528968252,-47.28167296373434,98.50130638166519,-26.26614345126825,-120.82948937878268,50.61529484158991,1.9803114205041776,-84.30298858716058,-117.67288437942217,-118.50078063626191,-88.89428897768131
-49.85782907991151,-97.33847526030974,-47.480646180453014,98.52706671017272,-26.117505989674125,-121.07879835062666,49.541080371581614,3.285445887786723,-84.97394133925239,-124.75140993004423,-120.00867971713771,-89.29301347733713
-49.6886773265194,-97.26828573185705,-47.57960840539168,98.32282019255442,-25.898873123812784,-121.05808993464338,48.62690491199811,4.370609260642402,-85.63490317119553,-131.83984447527962,-121.15655655910079,-89.6115281482488
-49.539524673510115,-97.23808380060298,-47.69855912714614,98.15856657391825,-25.690245109926376,-121.08736336426662,47.88276848973347,5.2258004629273955,-86.32587466805003,-138.9581886665461,-122.1144121071408,-89.89983279999393
-49.400371119466556,-97.39786895359889,-47.99749783418487,98.09930559637274,-25.401622202363555,-121.39661787078197,47.28867112928193,5.761018420871779,-87.14685641033932,-146.1364431522323,-122.95224730252333,-90.31792724445341
-49.4812166610141,-97.86764067581292,-48.3864240148506,98.41503699902742,-25.28800465357836,-122.06085268332893,46.54461285274442,5.706262063129792,-88.24784897400252,-153.59460857767692,-123.93006308275676,-90.89581129580614
-49.56206129282066,-98.21739845013172,-48.655337157362126,98.67076051799351,-25.23439271412926,-122.54506702890359,45.950593679835485,5.331530320829732,-89.42885293034762,-161.02268558514936,-124.8478603815597,-91.48348477052411
-49.64290500759686,-98.4571417573629,-48.81423674981639,98.87147588638541,-25.235786632678433,-122.86426013236199,45.55661362789028,4.6668221276234485,-90.69986884600522,-168.33067481383023,-125.5956401288291,-91.99094748736795
-49.67374779609665,-98.66687007623771,-48.993122280190676,99.00718283432269,-25.177186655991168,-123.16343121642402,45.32267271187206,3.7621364197354374,-92.02089728288297,-175.43857689979353,-126.09340325060914,-92.27819926738266
-49.61458964711811,-98.99658288341436,-49.38199323634517,99.11288108893258,-24.92359302893549,-123.68757950167799,45.07877094437972,2.5374721360115418,-93.42193879812076,-182.466392475989,-126.50115066906046,-92.45523993389388
-49.65543054750466,-99.42627965348198,-49.77084910602555,99.36857037435306,-24.77000599448195,-124.3117042065859,44.784908335655714,0.9328282179672464,-94.96299394404636,-189.36412217222556,-126.88888330243043,-92.63206931250443
-49.78627048214644,-99.66595985896491,-49.879689376866004,99.61925041173639,-24.8464257937036,-124.60580454748913,44.76108489359419,-0.6717963901644384,-96.36406326813204,-195.7117666151552,-126.98660206502382,-92.55868723109111
-50.00710943398208,-100.10562297032754,-50.09851353639231,100.05992091925344,-24.95785266577618,-125.15487973861498,44.687300623749316,-2.5264027413855064,-97.83514731295173,-201.87932642825803,-127.30430786717422,-92.53509351980222
-50.19794738400067,-100.53526845597975,-50.33732107202524,100.46558161209826,-25.029286847978426,-125.70392899208373,44.553555529344045,-4.580991885885898,-99.3262466161388,-207.80680223182782,-127.7620016152161,-92.55128801105491
-50.56878431124419,-100.9748957822828,-50.40611147108409,101.0562322024934,-25.36572857569262,-126.17795151791626,44.16984961127886,-6.995564870996859,-100.92736171034466,-213.60419464295853,-128.46968421145763,-92.69727053953348
-50.87962019280997,-101.20450441355572,-50.32488422079053,101.48187239969577,-25.717178082405308,-126.36694652404245,43.686182868141074,-9.54012274114474,-102.49849312319807,-218.95150427553133,-129.11735655415396,-92.86304094218754
-51.01045500385376,-101.34409381208228,-50.33363880827263,101.68250191000294,-25.843635599708158,-126.51091321631014,43.18255529621407,-12.114666537805203,-103.8996413772651,-223.58873174020277,-129.4450195374814,-92.86859905823083
-51.13128871759278,-101.53366343811838,-50.402374720569064,101.89812043676014,-25.930101357299076,-126.73485079849456,42.53896688948705,-14.92919729945787,-105.26080699000985,-227.75587764439342,-129.92267405151202,-92.90394472914038
-51.352121305309296,-101.94321274990016,-50.59109144463365,102.32372768036767,-26.056575582983438,-127.23875847230869,41.70541763966487,-18.023716061541407,-106.63199047375582,-231.52294259227727,-130.56032098218918,-93.09907779865588
-51.552952736354406,-102.19274120365222,-50.63978846733996,102.64932333828894,-26.23305850267552,-127.512635437414,40.871907536178185,-21.19822385640904,-107.87319233564794,-234.6199271847723,-131.09796121130358,-93.3339981127796
-51.65378297815207,-102.23224825359692,-50.57846527548633,102.76990710505908,-26.364550340400132,-127.52148089143196,40.12843656619381,-24.322721713284512,-108.91441307761572,-237.0568320195314,-131.55559561646987,-93.52870551977654
-51.89461199620353,-102.55173335196363,-50.65712135580095,103.17047867229402,-26.566051318294416,-127.88029402995608,39.195004714625355,-27.80721065821851,-110.04565319633653,-239.2336576909341,-132.31322507110423,-93.993199870175
-52.24543975409192,-102.85119594899894,-50.60575619494725,103.6710377287002,-26.9425616566098,-128.15407404656457,38.291611964144046,-31.431691714045503,-111.16691318320011,-240.8204047900795,-133.0608504444022,-94.48748101676757
-52.63626621348725,-103.05063549297708,-50.41436927952941,104.16158396008471,-27.42908157371419,-128.25782013283387,37.43825829518987,-35.26616590034105,-112.25819352427352,-241.80707390477932,-133.7284726013177,-94.9415488146123
-52.86709133415164,-103.18005143021098,-50.312960096098294,104.45711704936616,-27.710611286094274,-128.33653147835227,36.79494368598287,-39.08063423337956,-113.16949470026701,-242.0036656195524,-134.09609240254224,-95.25540312103452
-53.11791507394484,-103.3994432050639,-50.28152813115739,104.81763667658592,-27.977151008358057,-128.54020727073475,36.40166811253471,-42.855097726092566,-113.94081718650051,-241.56018051561944,-134.2537107044851,-95.4290437956287
-53.448737388830075,-103.73881025996147,-50.2900728711691,105.31814251892001,-28.303700953237556,-128.88384669563825,35.97843154866047,-46.86955738802732,-114.84216145287097,-240.93661917089867,-134.61132835925392,-95.702470700261
-53.55955823288009,-103.86815203540424,-50.30859380256122,105.49363425069153,-28.405261331591657,-129.02244893677715,35.76523396599073,-50.734014225306005,-115.58352796382036,-239.71298216000258,-134.56894621463638,-95.82568369907182
-53.630377558283655,-103.80746796998085,-50.17709041173362,105.53411154338352,-28.541832352409152,-128.89601317593997,35.80207533398377,-54.44846924058533,-116.21491717830446,-237.93927005423495,-134.31656511408193,-95.86868265847907
-53.82119531535217,-103.80675750038155,-49.98556218506519,105.72457406565248,-28.828414222812015,-128.7995385930065,36.04895561993811,-58.07292343301664,-116.79632954976252,-235.725483421589,-133.93418589668488,-95.85146744718159
-54.22201145252663,-104.10602006141237,-49.88400860892094,106.27502148334246,-29.280007148058736,-129.04802436596523,36.235874789005166,-61.82737779820645,-117.54776552608736,-233.37162282674612,-133.67180939716752,-95.9740379361629
-54.34282591638495,-104.03525508600978,-49.69242916965941,106.36045345949955,-29.496611331547946,-128.8814696709319,36.602832804202286,-65.32183332817752,-118.17922554959674,-230.62768883107546,-133.26943644586447,-95.97639399869551
-54.38363865164944,-103.88446200525567,-49.500823353640236,106.3258696543871,-29.633226974822144,-128.63487368216826,36.919829626425816,-68.73629101133034,-118.72071005700491,-227.6236819926343,-132.71706786870726,-95.98853551034534
