A1,A2,A3,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
257.7877058425129,798.7883321648121,541.0006263222813,-657.1818719250306,-12.712607318561425,1069.2886453259985,-692.4833146104314,-1230.4290143194755,-825.0069553615015,1018.4192245402211,1125.3684767728987,874.5819503328216
229.6612896842552,710.4017617270658,480.7404720427927,-584.8621705479001,-10.708946337074597,950.7719977485073,-676.9849662730812,-1205.0901228500054,-845.632922123989,941.8356086623305,1042.242376648377,801.0503705205466
198.25515532710543,609.0558650640958,410.8007097369726,-502.7830878592657,-7.1451995413141045,814.4562199326268,-647.2068521007703,-1152.4807988242126,-848.7182858901305,839.9929224554782,933.8770948686517,710.639476736978
164.96930368818843,500.4106458967104,335.4413422085041,-415.17462663665634,-2.7513674159967274,668.1313170010068,-605.8289717510559,-1077.2310392661002,-836.2630431639565,716.8611683309107,805.3926335864488,608.5592717523024
131.1237356737837,391.27610792268536,260.15237224888386,-326.76178963523944,1.0475495494088207,521.3522940471713,-555.611324872774,-985.0108412171035,-810.4471904729427,579.3303486647485,664.7789949230234,501.3297583137655
98.22845217929266,287.73225481664434,189.50380263733382,-242.09457958772816,3.47655086069293,382.4841561353549,-500.1939111060573,-882.260201736225,-773.4607243681604,435.96046579789714,520.7161809680839,395.38093914557817
68.10345408920651,194.6590902299391,126.55563614071474,-165.43299920428973,4.82563601891642,257.93690830033984,-441.9167300823501,-773.6391179001664,-725.4536414244261,298.32152203595956,382.97419377971806,296.0628169488218
41.828742277074646,114.69661779053229,72.86787551343971,-99.17705117245475,5.394804520422136,151.13055554729513,-382.73978142442525,-663.1775868034597,-666.6259382404488,177.97351964915194,260.02303538432125,207.29539440135665
19.744317605473682,49.47484110288025,29.730523497388557,-44.48173815702809,4.879055856846826,64.34010285161719,-324.35306474640197,-555.3956055585986,-600.8276114389782,78.04646087221948,155.30270777652595,131.6086741577297
2.0801809259771105,-0.2562362521821484,-2.33641717817736,-1.9520628000006504,3.2483895151332742,-1.4244448412284711,-269.20657965376347,-454.4731712961681,-532.61865766695,-1.9996520956444712,70.0532129191329,70.34265884908514
-10.92366692087451,-34.68661071755576,-23.762943796699446,28.266972279537455,0.9578049775427515,-46.568082615863446,-218.7003257433751,-362.69028116497424,-464.77907359563005,-62.474817090878226,4.574552743044762,23.74735108307498
-19.927225105602737,-55.556278759990114,-35.629053654405695,47.705364485482534,-2.112698278332301,-73.37080558715125,-173.26430260350352,-281.16693233217177,-398.8988559207584,-103.9590319856292,-41.95327085279956,-9.377246556228691
-25.420492809819798,-66.22523687019515,-40.80474406039378,58.53311124480179,-5.018120779555276,-86.62760890035064,-133.50850981383587,-210.29312198339193,-336.2080013626913,-128.00229468782968,-71.8702560014881,-31.261131508420338
-27.933469226256594,-68.79348156295158,-40.86001233671354,62.33021000761647,-7.503463057832144,-89.22348773126723,-99.09294694549969,-149.5088473228691,-277.106506666542,-135.76460314127067,-86.69640086819771,-43.73430123684648
-28.046153558790053,-65.97100937722017,-37.9248558184488,61.0316582472839,-9.083725649497925,-84.93343728640373,-69.83761356108324,-98.06410557356645,-222.2443686023206,-130.30595532567355,-89.83170365025393,-49.38675322868989
-26.458545022469877,-60.08781687624955,-33.6292718537985,56.502453460478094,-9.643909095502854,-76.90245280310825,-44.862509214656384,-54.83889397730085,-172.4015839650727,-115.42634925676029,-84.86616257718933,-50.718484995052776
-24.36064284354471,-53.503900647682926,-29.143257804157173,51.1125931672693,-9.789013941398306,-68.07552954972122,-23.877633451791954,-19.623209794866742,-129.35814957501606,-96.40578298632113,-75.90977591079994,-49.81949407103852
-22.392446259487656,-47.34925730366336,-24.956811044194797,46.06707491120216,-9.9140407373224,-59.82766282572071,-6.742985809587627,7.8929496938406505,-94.6340622776771,-78.86425460228084,-66.95254194520004,-48.1797780158324
-20.883954519021202,-41.963883480937845,-21.07992896193587,41.86589625937265,-10.343990037985368,-52.50384796186597,6.9714341833117475,28.959587189703306,-67.4393189440252,-63.841762228762704,-58.99445900687513,-46.569334412781025
-19.85516688214151,-37.46777584096007,-17.612608958837928,38.589054802503796,-11.048862402654605,-46.274080320339465,17.895627006691267,44.796705374259076,-46.403916470606035,-50.7183040261507,-52.51552545473314,-45.338160869470535
-19.426082620142093,-34.010931069991884,-14.584848449869288,36.431548155020025,-12.133658395139472,-41.303355294887176,26.749593148742605,56.69430690958144,-30.097851779673654,-38.71387819114966,-47.33573968015389,-44.6262550178036
-19.46670101563688,-31.89334587920342,-12.426644863586157,35.413373955120335,-13.253378583775788,-38.106668310957346,33.66333310604019,65.64239443816015,-17.521121819321152,-27.718482956843467,-43.82510010703683,-44.58361451407523
-19.96702136258264,-30.395017004771915,-10.427995642209027,35.16452986485011,-14.753023541410073,-35.60901482583747,39.426847383516815,72.87097058278285,-7.473723563609976,-16.95211659275129,-41.193605191846856,-45.02023703904721
-20.507042966300766,-29.33594120797927,-8.828898241698372,35.17501357017171,-16.092593845383497,-33.75039032878968,44.070136494438835,78.86003794641755,0.6643459873020503,-6.464777404881825,-39.45125342365854,-45.766120298021505
-21.096765143498487,-28.756115275308172,-7.659350131829684,35.474822781033694,-17.267090077515526,-32.58579034118441,47.96320096038079,84.27959911209624,7.673089807034108,4.133536264214421,-38.0580433241984,-46.521262020912225
-21.77618722228937,-28.79553601853701,-7.019348796267749,36.17395523143882,-18.266512824087357,-32.305210416632434,51.03604131119961,89.25965664279943,13.962510842857123,14.612826035394868,-37.163973447885496,-47.295659962316506
-22.185308542213264,-28.894200274833324,-6.708891732640282,36.63240867951073,-18.83086267582496,-32.24864614111516,53.59865808500829,94.25021308134153,20.00261201556986,24.93309349287658,-36.719042381870224,-47.949311901584
-22.37412845425556,-28.672104906846023,-6.297976452610799,36.71018090755926,-19.225140227881987,-31.821093133113255,56.10105182814905,99.71127095025751,26.36339621937647,35.40434018418995,-36.29324874607121,-48.36221564288521
-22.27264632086583,-28.3792468027962,-6.106600481950811,36.462269722144505,-19.219346079822238,-31.432547043733557,58.233223095166096,105.3928327516903,32.89486632176539,45.416567620134465,-36.346591193210564,-48.634369015278565
-22.06086151597584,-28.115622876566576,-6.054761360611295,36.118672954139605,-19.033480835602,-31.143003556834294,60.18517244877775,111.25490096727945,39.637025163389666,54.819777274736396,-36.539068408847214,-48.74576987277611
-21.8087734250169,-27.98123006778966,-6.172456642793434,35.79938845879214,-18.722545103551983,-31.067458389148563,61.5469004598483,116.88747805805053,46.20987555794872,62.95397058520854,-37.220679111408494,-48.87641609440812
-21.53638144493658,-27.54606534193445,-6.009683897018652,35.30941411578416,-18.53153949635906,-30.550907290406077,62.66840770735915,122.53056646430595,52.87342029207157,70.17914895191198,-37.721422052219864,-48.81630558428624
-21.07368498421483,-26.940125690391838,-5.866440706197912,34.54374782929104,-18.140464631047678,-29.87334604345321,63.399694778379626,128.09416860551642,59.557662125201446,76.34531373831992,-38.1112960155329,-48.445436271665564
-20.75068346287935,-26.513408130558613,-5.762724667700288,34.00738752803891,-17.869321128961012,-29.394770464371295,63.89076226803727,133.55828688021384,66.07260378948189,81.37246627098334,-38.52029981855141,-47.98380611100525
-20.38737631252043,-26.045909705920085,-5.658533393420808,33.41033116536068,-17.558109615741834,-28.875176402593148,64.05161077948762,138.71292366588497,72.28824798964436,85.120607839499,-39.13843231145573,-47.50141308202795
-19.833762976305053,-25.307627486131338,-5.473864509847559,32.48757671925092,-17.0968307213131,-28.044559741017906,64.22224092388358,143.85808131886637,78.40459740289722,87.96973969647915,-39.58569237742527,-46.848255189777944
-19.199842908990437,-24.41855856709708,-5.218715658128048,31.409122192419137,-16.590485079858244,-27.02791639612402,64.50265332034424,149.03376217424037,84.60165467881643,90.17986305752346,-39.702078932659134,-46.104330464678
-18.505615576936812,-23.818700071050113,-5.313084494134836,30.414965612341994,-15.849073329801229,-26.475242318080575,64.53284859592326,153.88996854573207,90.56942243923736,91.3009791011931,-40.087590926395016,-45.50963696258487
-17.89108045811965,-23.258049146628405,-5.366968688530417,29.520105031313957,-15.207596113786284,-25.94153349085678,64.68282738557681,158.6067027256075,96.54790327814857,91.74308896898644,-40.282227340926184,-44.89417276484358
-17.3162370421412,-22.696602968950764,-5.380365926831346,28.664538526496656,-14.62605407865738,-25.386785932329722,64.65259033213098,162.9539669845729,102.29709976158674,91.23619376531732,-40.595987191616686,-44.307935978340396
-16.64108483024136,-21.86435873969109,-5.223273909471634,27.573264199966953,-14.029447875437405,-24.475995694390313,64.75213808624875,167.08176357167514,107.91701442753333,90.26029455749502,-40.56886952691473,-43.490924735554465
-15.89562333530791,-21.031313687151265,-5.135690351865369,26.41128017876356,-13.327778159307094,-23.599158863047467,64.84147130639651,170.7300947142033,113.19764978581266,88.7453923757063,-40.30087342836422,-42.423137194608174
-15.059852081886078,-20.27746506633256,-5.217612984468598,25.198584614932344,-12.451045589583659,-22.886271558530485,64.88059065881009,173.7089626175913,118.03900831799179,86.6014882129997,-39.94199801061442,-41.284571539316204
-14.173770606187464,-19.382810159005697,-5.2090395528404425,23.865175685570264,-11.569250829699135,-21.987329935389635,64.91949681746034,176.02836946532165,122.63109247728156,84.10858302527168,-39.21224242142783,-39.92522597923325
-13.307378456098283,-18.477346273779435,-5.169967817703446,22.54605159286792,-10.722394547178466,-21.062330182594966,65.06819046401823,177.89831741883054,127.11390468843955,81.31667773125494,-38.211605841686236,-38.475098749700514
-12.550675191186961,-17.59107074616778,-5.040395555003182,21.34621056415074,-10.030477413617298,-20.11126852363326,65.41667228781952,179.36880861741403,131.5274473476744,78.2157732125087,-36.990087485394874,-37.01418811189077
-11.993660382711088,-16.933980938655733,-4.940320555967066,20.460650851918825,-9.523500104659506,-19.404141216603232,65.53494298582898,180.08984517813522,135.43172282255193,74.21587031341114,-36.08768659968478,-35.67249235285217
-11.536333613623672,-16.076074240763617,-4.539740627162419,19.574370733885335,-9.26646329997444,-18.34594455430887,65.75300326260408,180.31142919573284,138.97673345190265,69.71696984115393,-34.8744024648133,-34.23000978555078
-10.788694478578751,-14.887348069109995,-4.098653590553755,18.232368513013597,-8.739367683233883,-16.936674864350984,65.88085383025837,179.9535627425311,141.98248154573093,64.65907256573855,-33.440234394162744,-32.71673874891167
-9.740742583936358,-13.38779986747311,-3.647057283559289,16.43464251755276,-7.917213942088762,-15.211328509216939,66.1384954084242,179.2862478683505,144.58896938512592,59.502179219975176,-31.405181734237257,-30.962677607858858
-8.64247754776679,-12.017427106850908,-3.3749495591066783,14.651191101072104,-6.955002768145543,-13.70490188636851,66.13592872421525,178.02948660041974,146.5661992221739,53.866290499483036,-29.299243864657736,-29.197824753353736
-7.533898999854233,-10.606227285519637,-3.0723282856879766,12.837012642493937,-5.997734856942388,-12.142391428327969,65.94315451218836,176.31328094328956,147.99417327987248,47.811407062693334,-27.212420198155026,-27.552178602432342
-6.505006581699721,-8.994197929090957,-2.4891913474138163,11.002105546125126,-5.26041090792501,-10.238793602762298,65.81017351430515,174.4876328787468,149.15289375204608,41.737529530854005,-24.824710180561173,-25.945737598241188
-5.45579994652342,-7.4513365905676405,-1.995536644066804,9.181468241687224,-4.458031624422274,-8.449104912565575,65.53698647989296,172.55254436573054,150.00236280326357,35.3846584880365,-22.586113290798917,-24.558500210071823
-4.266278759266255,-5.797640850397807,-1.5313620911541315,7.165099184345216,-3.5005977136215076,-6.563321895939511,65.2035941656056,170.578017340249,150.72258256875728,29.062794481144806,-20.17662904086927,-23.190464933394033
-2.9264426965908643,-4.063108316527694,-1.1366656199594025,4.95799685473486,-2.358109886543547,-4.6314411264721524,64.4599973353834,168.32405371529796,151.18355515434337,22.621938019926418,-17.93625697583731,-21.92163028988773
-1.3862914468818908,-1.9877366244529986,-0.601445177593668,2.380159758988648,-1.0855688580175082,-2.2884592132147157,63.69619676041314,166.19065538078016,151.7452826363447,16.652089576985404,-15.274996673816089,-20.491994827473494
0.28417528975439676,0.2684765627312693,-0.015698727045673405,-0.4184135712396475,0.29202465334471117,0.26062719924341504,62.732193219087186,164.0578242034263,152.44776706151453,11.113249587797554,-12.372847745948723,-18.851557120341784
1.6249578014911488,2.265533554282367,0.6405757527686876,-2.7577245787518043,1.3046699251742104,2.5858214307015532,61.59798749696252,161.85556202671694,153.27101044696235,6.045418450727606,-9.48980983638863,-17.080315768980814
2.7260563647826506,4.133436631762881,1.4073802669577136,-4.7927746807834035,2.022366231371125,4.837126765276433,60.03358038671915,159.34387067080615,154.25501478008144,1.298596527048515,-6.885882622277935,-15.348269400203097
3.877471244366703,6.262188048995232,2.3847168046060294,-7.008565268983459,2.685112842130943,7.454546451332796,58.458972688118166,156.99275193244603,155.8897820184779,-2.5072158590371756,-4.0410658137240265,-13.505416667170644
5.119202693267674,8.511790032017677,3.392587338727521,-9.375097709395465,3.4229090239710893,10.208083701415836,56.96416520795935,155.02220758491248,158.44531408990161,-5.062018420373921,-0.8653591537742782,-11.501756249418825
6.431250952800218,10.602244779041747,4.170993826219065,-11.732373342439843,4.345754039757778,12.687741692185524,55.21915876003837,153.13223937793293,161.74161289217886,-6.695810906827672,2.011237581611069,-9.457286852878905
7.903616252573659,12.993554460411177,5.089938207815065,-14.400393482897785,5.358647148733135,15.538523564352797,53.49395416510361,151.55284903761458,165.98868029314656,-6.9685931052583205,5.048724583587858,-7.172007209899207
9.316298810497061,15.445721218562285,6.129422408042785,-17.039159419896514,6.251587606542585,18.51043242261761,51.538552250812494,150.15403826637439,170.87651813058832,-6.190364839490064,7.867102010458809,-4.865916079264971
10.689298832784933,18.05874716798585,7.369448335178489,-19.718672416895927,7.004574665262516,21.743471335608866,49.66295385168747,149.17580874287037,176.59512821217245,-4.021125970279714,10.936369987706138,-2.3990122462168495
12.012616513963646,20.63263439519044,8.620017881204378,-22.32893371167668,7.702607573428187,24.942643335826236,47.75715980907158,148.47816212193402,182.99451231539126,-0.5808763952829352,14.016528608026022,0.17870547753192834
13.336252036878474,23.067384958667223,9.731132921766342,-24.86994451632963,8.470685576061934,27.93295141958384,45.811170971083556,148.08110003450432,189.95467218750255,4.110383950981574,16.957577931364863,2.747238253779746
14.94020557270134,25.79300088885626,10.852795316132529,-27.836706017246737,9.513807914701603,31.21939854695581,43.92498819257261,148.244624087563,197.69560954547256,10.262655097169972,20.149517984957445,5.406587217822113
16.78447728093921,28.759484188114268,11.975006907152691,-31.164219375113323,10.796973827429284,34.74698764172374,42.358612335072785,149.26873586407095,206.237326075921,17.915937035153206,23.562348763366828,8.196753478438543
18.529067309443157,31.736836830683863,13.207769521218374,-34.397485724901756,11.925182548900274,38.34072159132601,41.06204426675686,151.03343692290642,215.4898234350675,26.870229720059022,27.04607022852613,11.017738117880752
20.28397579441809,34.725060762664285,14.441084968223892,-37.64650617586659,13.063433310372332,41.945603246809014,39.695284862389926,153.1687287988041,225.10310324868007,36.56553307031601,30.240682309782127,13.799542191862214
22.129202860433168,38.03415790198356,15.904955041528138,-41.14628181154097,14.176725339735171,45.98663542278025,38.51833500328257,155.98461300229602,235.21716711202538,47.26184696769972,33.826184903940636,16.682166729549046
23.984748620432853,41.43413013837226,17.449381517917182,-44.70181368973468,15.260057861540222,50.1588208973633,37.36119557724363,159.29109101965346,245.60201658982058,58.58917125738082,37.582577875313746,19.61561273355225
25.94061317574867,45.04497933333854,19.104366157567714,-48.46310284253329,16.38843009703065,54.597162412154674,36.58386747853257,163.28816431283036,256.47765321618726,70.7775057479753,41.949861055768864,22.8098811799213
27.996796616111556,48.546707320144904,20.549910704011257,-52.270150276299,17.72184126417164,58.82166267218265,35.75635160781152,167.72583431940825,267.47407849460706,83.27685021159671,46.44803424477955,26.194973018139017
30.32329901966497,52.32931590378624,22.006016884099243,-56.4879569716727,19.32029057768093,63.332324345867804,34.89864887209689,172.67410245254254,278.6512938978787,96.05720438391042,51.257097209478154,29.720889171117864
