,time_15ch,diff_15ch,nearest_idx,time_lizmil,diff_lizmil,diff_lizmil_and_15ch
0,666.196,0.5080000000000382,0.0,666.7488299531981,0.421216848673947,0.08678315132609121
1,668.384,0.4679999999999609,1.0,667.216848673947,0.46801872074883,1.8720748869105464e-05
2,669.114,0.7300000000000182,4.0,669.0733229329173,0.6864274570982838,0.0435725429017344
3,671.538,0.6879999999999882,5.0,669.7597503900156,0.6864274570982838,0.001572542901704388
4,672.284,0.7459999999999809,9.0,671.9984399375975,0.4992199687987515,0.24678003120122938
5,672.734,0.4500000000000455,10.0,672.6692667706708,0.6708268330733231,0.22082683307327766
6,673.274,0.5399999999999636,11.0,673.0904836193448,0.4212168486739474,0.11878315132601625
7,674.176,0.9020000000000437,13.0,674.2917316692668,0.5694227769110762,0.3325772230889674
8,674.84,0.6639999999999873,14.0,674.9313572542902,0.6396255850234009,0.024374414976586323
9,676.134,0.6219999999999573,16.0,676.3276131045242,0.6162246489859591,0.005775351013998176
10,677.946,0.6739999999999782,17.0,677.00624024961,0.6786271450858035,0.0046271450858252905
11,678.412,0.4660000000000082,19.0,678.1216848673947,0.6318252730109215,0.16582527301091332
12,679.264,0.8519999999999754,21.0,679.1591263650546,0.43681747269890714,0.4151825273010683
13,679.788,0.5240000000000009,22.0,679.6427457098284,0.48361934477379087,0.04038065522621004
14,680.344,0.55600000000004,23.0,680.2901716068643,0.6474258970358822,0.09142589703584214
15,682.582,0.6240000000000236,24.0,680.9063962558503,0.6162246489859591,0.007775351014064569
16,683.662,0.5480000000000018,27.0,682.5600624024961,0.5460218408736353,0.001978159126366563
17,684.45,0.7880000000000109,31.0,684.572542901716,0.47581903276131143,0.3121809672386995
18,687.064,0.6479999999999109,32.0,685.219968798752,0.6474258970358804,0.0005741029640304873
19,687.974,0.9100000000000819,37.0,687.9110764430577,0.4212168486739465,0.48878315132613537
20,689.038,0.5499999999999545,39.0,688.9329173166926,0.4056162246489876,0.14438377535096691
21,690.496,0.6639999999999873,42.0,690.6177847113885,0.5772230889235566,0.08677691107643071
22,691.396,0.8999999999999773,43.0,691.3276131045242,0.7098283931357265,0.19017160686425072
23,692.52,0.6159999999999854,45.0,692.4430577223089,0.6864274570982829,0.07042745709829745
24,693.642,0.4580000000000837,47.0,693.5507020280811,0.4212168486739465,0.03678315132613719
25,694.29,0.6479999999999109,48.0,693.9953198127926,0.44461778471139013,0.20338221528852074
26,695.304,0.4919999999999618,50.0,695.235569422777,0.5772230889235566,0.08522308892359476
27,695.952,0.6480000000000246,51.0,695.7035881435257,0.4680187207488302,0.17998127925119434
28,697.092,0.4839999999999236,54.0,697.3884555382215,0.4914196567862703,0.007419656786346707
29,698.056,0.9640000000000555,55.0,698.0436817472699,0.6552262090483651,0.30877379095169033
30,698.72,0.6639999999999873,56.0,698.6209048361934,0.577223088923553,0.08677691107643426
31,700.588,0.5139999999998963,57.0,699.1357254290172,0.5148205928237175,0.0008205928238211868
32,701.736,0.5979999999999563,58.0,699.7285491419657,0.5928237129485154,0.005176287051440909
33,702.826,1.0900000000000318,63.0,703.0358814352574,0.9360374414976604,0.1539625585023714
34,703.498,0.6720000000000255,64.0,703.597503900156,0.5616224648985977,0.11037753510142778
35,703.974,0.4759999999999991,66.0,704.603744149766,0.4680187207488302,0.007981279251168871
36,705.038,0.4840000000000373,67.0,705.1575663026521,0.5538221528861129,0.06982215288607563
37,705.644,0.6059999999999945,69.0,706.4680187207489,0.6084243369734779,0.002424336973483321
38,706.316,0.6720000000000255,70.0,707.1388455538222,0.6708268330733276,0.0011731669266978884
39,707.38,0.5799999999999272,71.0,707.6146645865834,0.4758190327613079,0.10418096723861936
40,708.068,0.6879999999999882,72.0,708.2152886115445,0.6006240249610002,0.08737597503898797
41,708.578,0.5099999999999909,73.0,708.7691107644306,0.5538221528861129,0.04382215288612201
42,709.84,0.6159999999999854,74.0,709.3853354134166,0.6162246489859626,0.00022464898597718275
43,711.592,0.4599999999999227,75.0,709.8377535101404,0.4524180967238678,0.007581903276054902
44,712.288,0.6960000000000264,79.0,712.2090483619345,0.6084243369734779,0.08757566302654851
45,712.788,0.5,81.0,713.4258970358815,0.49921996879874797,0.0007800312012520294
46,714.1080000000001,0.5579999999999927,82.0,713.9875195007801,0.5616224648985977,0.00362246489860496
47,714.558,0.4499999999999318,83.0,714.6661466458659,0.6786271450858052,0.22862714508587345
48,715.1320000000001,0.5740000000000691,84.0,715.3135725429017,0.6474258970358804,0.07342589703581126
49,715.5980000000001,0.4660000000000082,85.0,715.7113884555382,0.39781591263650284,0.06818408736350534
50,716.984,0.7620000000000573,87.0,717.1934477379095,0.7722308892355656,0.0102308892355083
51,717.506,0.5219999999999345,88.0,717.6146645865834,0.42121684867395004,0.10078315132598448
52,719.048,0.5660000000000309,90.0,718.8783151326053,0.6474258970358875,0.08142589703585656
53,719.614,0.5660000000000309,91.0,719.4165366614665,0.5382215288611505,0.027778471138880434
54,720.21,0.5960000000000036,93.0,720.414976599064,0.5070202808112327,0.0889797191887709
55,721.578,0.38400000000001455,94.0,720.804992199688,0.3900156006240252,0.006015600624010631
56,722.102,0.5240000000000009,95.0,721.3354134165367,0.5304212168486728,0.006421216848671918
57,722.604,0.5020000000000664,97.0,722.5834633385335,0.6162246489859555,0.11422464898588913
58,723.332,0.7279999999999518,100.0,724.2449297971918,0.7254290171606854,0.002570982839266378
59,724.724,0.6399999999999864,101.0,724.783151326053,0.5382215288611576,0.10177847113882876
60,727.4780000000001,0.6240000000000236,103.0,726.0078003120125,0.6240249609984403,2.4960998416645452e-05
61,728.174,0.6959999999999127,108.0,728.3088923556942,0.4524180967238749,0.2435819032760378
62,728.616,0.4420000000000073,109.0,728.792511700468,0.48361934477378554,0.041619344773778266
63,729.362,0.7459999999999809,110.0,729.2215288611544,0.4290171606864277,0.3169828393135532
64,729.836,0.4740000000000464,111.0,729.798751950078,0.5772230889235601,0.10322308892351373
65,730.442,0.6059999999999945,112.0,730.2979719188768,0.49921996879874797,0.10678003120124657
66,731.114,0.6720000000000255,113.0,730.836193447738,0.5382215288611576,0.13377847113886787
67,732.214,1.1000000000000227,115.0,731.9672386895476,0.5460218408736353,0.5539781591263875
68,732.924,0.7099999999999227,117.0,733.1294851794072,0.5460218408736353,0.16397815912628744
69,733.482,0.5579999999999927,118.0,733.8003120124805,0.6708268330733205,0.11282683307332775
70,734.2280000000001,0.7460000000000946,119.0,734.2917316692667,0.4914196567862632,0.2545803432138314
71,734.802,0.5739999999999554,120.0,734.7129485179407,0.42121684867395004,0.1527831513260054
72,735.522,0.7200000000000273,122.0,735.7425897035881,0.5538221528861271,0.16617784711390016
73,736.186,0.6639999999999873,123.0,736.1326053042121,0.3900156006240252,0.2739843993759621
74,736.768,0.5819999999999936,124.0,736.7566302652106,0.6240249609984403,0.04202496099844666
75,737.2760000000001,0.5080000000000382,125.0,737.1778471138846,0.42121684867393583,0.08678315132610237
76,737.76,0.4839999999999236,126.0,737.7706708268331,0.5928237129485296,0.10882371294860604
77,740.11,0.4660000000000082,127.0,738.2386895475819,0.468018720748816,0.002018720748807823
78,741.282,0.5900000000000318,132.0,741.2340093603744,0.5148205928237104,0.07517940717632143
79,741.904,0.6219999999999573,133.0,741.7098283931357,0.4758190327613079,0.14618096723864937
80,742.4060000000001,0.5020000000000664,134.0,742.2636505460218,0.5538221528861271,0.051822152886060735
81,742.8480000000001,0.4420000000000073,135.0,742.6224648985959,0.3588143525741003,0.08318564742590695
82,743.438,0.5899999999999181,136.0,743.2698907956318,0.6474258970358733,0.05742589703595513
83,743.928,0.4900000000000091,137.0,743.7613104524181,0.4914196567862774,0.0014196567862683196
84,745.0600000000001,0.5160000000000764,140.0,745.1185647425897,0.37441497659906986,0.14158502340100654
85,746.7620000000001,0.5320000000000391,143.0,746.8190327613105,0.444617784711383,0.08738221528865608
86,748.124,0.6399999999999864,145.0,747.801872074883,0.41341653666145817,0.2265834633385282
87,748.868,0.7440000000000282,147.0,749.2293291731669,0.7722308892355727,0.02823088923554451
88,750.2040000000001,0.7220000000000937,149.0,750.0795631825273,0.4056162246489947,0.31638377535109896
89,751.606,0.6820000000000164,151.0,751.4680187207489,0.7722308892355727,0.09023088923555633
90,752.04,0.4339999999999691,152.0,751.8814352574103,0.4134165366614724,0.0205834633384967
91,752.6460000000001,0.6060000000001082,153.0,752.591263650546,0.709828393135723,0.10382839313561476
92,755.062,0.5660000000000309,154.0,753.1528861154446,0.5616224648985906,0.004377535101440344
93,755.71,0.6480000000000246,156.0,754.3853354134166,0.6474258970358875,0.0005741029641370687
94,756.168,0.45799999999997,160.0,756.2496099843994,0.4290171606864277,0.028982839313542286
95,758.832,0.6979999999999791,161.0,756.9516380655226,0.7020280811232453,0.004028081123266247
96,759.306,0.4740000000000464,165.0,759.1591263650546,0.4992199687987551,0.025219968798708692
97,761.182,0.5960000000000036,168.0,760.6567862714509,0.6006240249609931,0.004624024960989459
98,763.042,0.5819999999999936,169.0,761.2340093603744,0.5772230889235601,0.004776911076433521
99,763.878,0.8360000000000127,174.0,763.8939157566302,0.5694227769110682,0.2665772230889445
100,764.606,0.7279999999999518,175.0,764.5179407176287,0.6240249609984403,0.1039750390015115
101,765.2620000000001,0.6560000000000628,177.0,765.6021840873635,0.6630265210608428,0.0070265210607800554
102,766.1220000000001,0.8600000000000136,178.0,766.2652106084244,0.6630265210608428,0.19697347893917083
103,766.802,0.67999999999995,179.0,766.9282371294852,0.6630265210608428,0.016973478939107167
104,769.49,0.6059999999999945,180.0,767.5366614664587,0.608424336973485,0.0024243369734904263
105,770.078,0.5879999999999654,184.0,769.9079563182527,0.7254290171606783,0.13742901716071287
106,770.922,0.8440000000000509,186.0,771.226209048362,0.6708268330733205,0.17317316692673046
107,771.784,0.8619999999999663,187.0,771.6942277691107,0.4680187207488302,0.39398127925113613
108,772.374,0.5900000000000318,188.0,772.3416536661466,0.6474258970358875,0.057425897035855655
109,773.216,0.8419999999999845,189.0,773.1528861154446,0.811232449297961,0.030767550702023527
110,773.774,0.5579999999999927,190.0,773.6599063962558,0.5070202808112327,0.05097971918875999
111,774.258,0.4840000000000373,191.0,774.2605304212168,0.6006240249610073,0.11662402496097002
112,776.854,0.5640000000000782,192.0,774.8299531981279,0.5694227769110682,0.005422776910990024
113,777.4200000000001,0.5660000000000309,196.0,777.1856474258971,0.48361934477379975,0.08238065522623117
114,778.14,0.7199999999999136,198.0,778.4648985959439,0.6630265210608428,0.05697347893907079
115,779.428,0.7379999999999427,199.0,779.2917316692668,0.8268330733229448,0.08883307332300205
116,780.058,0.6299999999999955,200.0,779.8533541341653,0.5616224648985906,0.06837753510140487
117,780.582,0.5240000000000009,201.0,780.3603744149766,0.5070202808112327,0.016979719188768172
118,781.828,0.4499999999999318,203.0,781.405616224649,0.4524180967238749,0.0024180967239431084
119,783.45,0.4920000000000755,205.0,782.3338533541341,0.49921996879874087,0.007219968798665377
120,783.982,0.5319999999999254,208.0,783.7613104524181,0.48361934477378554,0.04838065522613988
121,785.1460000000001,0.6480000000000246,209.0,784.408736349454,0.6474258970358875,0.0005741029641370687
122,787.514,0.4600000000000364,214.0,787.0842433697348,0.46021840873635256,0.00021840873631617796
123,789.11,0.4900000000000091,217.0,788.9953198127926,0.5694227769110825,0.07942277691107336
124,789.684,0.5739999999999554,219.0,790.1419656786271,0.5772230889235459,0.003223088923590467
125,790.996,0.6739999999999782,220.0,790.8439937597504,0.7020280811232453,0.028028081123267157
126,791.52,0.5240000000000009,221.0,791.3822152886115,0.5382215288611576,0.014221528861156685
127,791.97,0.4500000000000455,222.0,791.764430577223,0.3822152886115475,0.06778471138849795
128,792.806,0.8360000000000127,224.0,792.801872074883,0.6006240249609931,0.23537597503901964
129,793.4540000000001,0.6480000000000246,225.0,793.2854914196568,0.48361934477379975,0.1643806552262248
130,794.838,0.8119999999998981,228.0,794.9547581903277,0.4524180967238749,0.35958190327602324
131,795.942,0.5879999999999654,230.0,795.984399375975,0.46021840873635256,0.12778159126361288
132,796.648,0.7060000000000173,231.0,796.4446177847115,0.46021840873635256,0.24578159126366472
133,797.304,0.6559999999999491,232.0,797.0998439937598,0.6552262090483509,0.00077379095159813
134,797.794,0.4900000000000091,233.0,797.6770670826834,0.5772230889235743,0.08722308892356523
135,798.278,0.4840000000000373,234.0,798.5507020280811,0.8736349453978107,0.38963494539777344
136,798.918,0.6399999999999864,235.0,799.1279251170047,0.5772230889235459,0.06277691107644046
137,799.7040000000001,0.7860000000000582,236.0,799.798751950078,0.6708268330733347,0.11517316692672352
138,800.162,0.45799999999997,237.0,800.5241809672386,0.7254290171606783,0.2674290171607083
139,801.236,0.45799999999997,238.0,800.9453978159127,0.42121684867393583,0.03678315132603416
140,801.802,0.5660000000000309,239.0,801.8424336973479,0.8970358814352721,0.3310358814352412
141,802.374,0.5720000000000027,240.0,802.3728549141965,0.5304212168486799,0.041578783151322796
142,802.99,0.6159999999999854,241.0,802.8954758190328,0.5226209048361738,0.0933790951638116
143,803.546,0.55600000000004,242.0,803.4882995319813,0.5928237129485296,0.03682371294848963
144,804.3000000000001,0.7540000000000191,244.0,804.4867394695788,0.46021840873635256,0.29378159126366654
145,804.9300000000001,0.6299999999999955,245.0,805.0561622464899,0.5694227769110682,0.06057722308892721
146,807.282,0.6140000000000327,246.0,805.6723868954758,0.6162246489859626,0.002224648985929889
147,807.9300000000001,0.6480000000000246,250.0,807.8330733229329,0.507020280811247,0.1409797191887776
148,809.232,0.7039999999999509,252.0,809.0889235569423,0.5304212168486799,0.17357878315127095
149,809.88,0.6480000000000246,254.0,810.3291731669267,0.6474258970359017,0.0005741029641228579
150,811.4200000000001,0.5660000000000309,255.0,810.8985959438378,0.5694227769110682,0.0034227769110373174
151,811.878,0.45799999999997,257.0,812.1310452418097,0.5928237129485296,0.13482371294855966
152,812.664,0.7859999999999445,258.0,812.7550702028082,0.6240249609984403,0.16197503900150423
153,813.312,0.6480000000000246,259.0,813.2308892355694,0.4758190327613079,0.17218096723871668
154,813.992,0.67999999999995,260.0,813.8315132605304,0.6006240249609789,0.07937597503897109
155,815.0740000000001,0.5660000000000309,261.0,814.393135725429,0.561622464898619,0.004377535101411922
156,816.212,0.6639999999999873,264.0,815.9453978159127,0.5772230889235459,0.08677691107644137
157,816.966,0.7540000000000191,265.0,816.795631825273,0.8502340093603777,0.09623400936035864
158,817.58,0.6140000000000327,266.0,817.4898595943838,0.6942277691107677,0.08022776911073493
159,818.884,0.6399999999999864,268.0,818.5741029641185,0.5304212168486799,0.10957878315130642
160,820.578,0.6619999999999209,271.0,820.5865834633386,0.608424336973485,0.053575663026435905
161,821.736,0.5919999999999845,273.0,821.8970358814353,0.6786271450858123,0.0866271450858278
162,822.234,0.4980000000000473,274.0,822.380655226209,0.48361934477378554,0.014380655226261752
163,822.766,0.5319999999999254,275.0,823.0982839313573,0.7176287051482007,0.18562870514827523
164,823.97,0.5639999999999645,277.0,824.1201248049922,0.5148205928236962,0.04917940717626834
165,824.758,0.7880000000000109,278.0,824.9001560062402,0.7800312012480504,0.007968798751960549
166,826.0120000000001,0.48599999999999,280.0,826.0,0.46021840873635256,0.025781591263637438
167,826.5260000000001,0.51400000000001,281.0,826.405616224649,0.4056162246489805,0.1083837753510295
168,828.378,0.4500000000000455,282.0,826.8580343213729,0.4524180967238749,0.0024180967238294215
169,828.902,0.5240000000000009,286.0,828.9407176287052,0.5304212168486799,0.006421216848679023
170,830.95,0.51400000000001,287.0,829.4477379095164,0.5070202808112185,0.006979719188791478
171,831.516,0.5659999999999172,291.0,831.7488299531981,0.5772230889235743,0.011223088923657087
172,832.106,0.5900000000000318,292.0,832.1232449297972,0.37441497659906986,0.21558502340096197
173,832.5980000000001,0.4920000000000755,293.0,832.5600624024961,0.43681747269889115,0.055182527301184336
174,833.2620000000001,0.6639999999999873,294.0,832.98127925117,0.42121684867396425,0.24278315132602302
175,833.86,0.5979999999999563,295.0,833.5897035881435,0.6084243369734565,0.010424336973500203
176,834.482,0.6219999999999573,296.0,834.2761310452418,0.68642745709829,0.06442745709833275
177,834.964,0.4820000000000846,297.0,834.7207488299532,0.44461778471139723,0.03738221528868735
178,835.734,0.7699999999999818,299.0,836.015600624025,0.6630265210608286,0.10697347893915321
179,836.278,0.5439999999999827,300.0,836.4290171606865,0.4134165366614866,0.13058346333849613
180,836.768,0.4900000000000091,301.0,836.8970358814353,0.4680187207488302,0.021981279251178876
181,837.4060000000001,0.6380000000000337,302.0,837.3026521060842,0.4056162246489805,0.23238377535105315
182,838.038,0.6319999999999482,303.0,838.0280811232449,0.7254290171606783,0.09342901716073015
183,838.554,0.5159999999999627,304.0,838.4102964118565,0.3822152886115475,0.1337847113884152
184,839.856,0.6699999999999591,307.0,839.8845553822152,0.5694227769110682,0.10057722308889083
185,840.314,0.45799999999997,308.0,840.625585023401,0.7410296411856336,0.28302964118566365
186,840.8240000000001,0.5100000000001046,310.0,841.780031201248,0.5148205928236962,0.004820592823591596
187,842.052,0.5660000000000309,311.0,842.2480499219969,0.4680187207488302,0.0979812792512007
188,842.864,0.8120000000000118,312.0,842.9188767550702,0.6708268330733347,0.14117316692667714
189,843.682,0.8179999999999836,314.0,843.9641185647426,0.6396255850233956,0.178374414976588
190,844.69,0.5660000000000309,317.0,845.773790951638,0.5694227769110682,0.0034227769110373174
191,847.976,0.5240000000000009,318.0,846.3042121684867,0.5304212168486799,0.006421216848679023
192,848.452,0.4759999999999991,322.0,848.2932917316693,0.4056162246490089,0.07038377535099016
193,849.048,0.5960000000000036,323.0,848.8783151326053,0.5850234009360236,0.010976599063980075
194,849.696,0.6480000000000246,324.0,849.4555382215289,0.5772230889235459,0.07077691107647865
195,850.3340000000001,0.6380000000000337,325.0,850.1575663026521,0.7020280811232453,0.06402808112321168
196,850.8340000000001,0.5,326.0,850.5631825273011,0.4056162246490089,0.09438377535099107
197,851.292,0.45799999999997,327.0,851.1716068642745,0.6084243369734565,0.15042433697348656
198,851.77,0.4779999999999518,329.0,852.0608424336974,0.4758190327613079,0.002180967238643916
199,852.744,0.9740000000000464,330.0,852.6692667706709,0.608424336973485,0.3655756630265614
200,853.34,0.5960000000000036,331.0,853.1294851794072,0.46021840873632414,0.1357815912636795
201,854.16,0.8199999999999363,333.0,854.2449297971918,0.4524180967238749,0.36758190327606144
202,854.808,0.6480000000000246,334.0,854.6661466458659,0.42121684867393583,0.22678315132608873
203,855.432,0.6240000000000236,335.0,855.3057722308893,0.6396255850233956,0.01562558502337197
204,857.412,0.5539999999999736,336.0,855.8595943837754,0.5538221528861129,0.0001778471138607074
205,859.0020000000001,0.59800000000007,339.0,857.4196567862714,0.5928237129485012,0.005176287051568806
206,860.912,0.4660000000000082,344.0,859.7909516380655,0.46021840873635256,0.005781591263655628
207,861.476,0.5639999999999645,347.0,861.6552262090484,0.7176287051482291,0.15362870514826454
208,862.042,0.5660000000000309,348.0,862.0608424336974,0.4056162246489805,0.16038377535105042
209,862.706,0.6639999999999873,350.0,863.2698907956318,0.6708268330733063,0.006826833073318994
210,864.606,0.6699999999999591,351.0,863.9407176287052,0.6708268330733347,0.0008268330733756102
211,866.82,0.5339999999999918,356.0,866.9828393135725,0.631825273010918,0.09782527301092614
212,867.934,0.44399999999996,358.0,868.0592823712949,0.6006240249610073,0.15662402496104733
213,868.516,0.5819999999999936,359.0,868.5507020280811,0.4914196567862632,0.09058034321373043
214,870.004,0.4500000000000455,360.0,869.003120124805,0.4524180967238749,0.0024180967238294215
215,870.6940000000001,0.6900000000000546,363.0,870.6021840873635,0.5226209048362023,0.1673790951638523
216,871.414,0.7199999999999136,364.0,871.3120124804992,0.709828393135723,0.010171606864190608
217,873.062,0.40999999999996817,366.0,872.801872074883,0.733229329173156,0.3232293291731878
218,873.504,0.4420000000000073,367.0,873.4960998439938,0.6942277691107677,0.2522277691107604
