Time,ch_1,ch_2,ch_3,ch_4,ch_5,ch_6,ch_7,ch_8,ch_9,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15
0.0,-18.777820033510594,-15.311932610874598,-25.944101231428434,-30.630588677003242,-19.0415685787879,-19.500333722593876,-19.482324374604367,-21.372999491835976,-10.119340787409977,-5.349021083126293,0.7488529515617339,-5.105628390213409,-8.601779765453065,-6.537024939453479,-4.074022467136405
0.002,-19.761665778436942,-16.77727851028794,-27.51566277296071,-31.47862226937302,-20.185817697638363,-20.39839956353998,-19.971647893269626,-21.720230929808928,-10.933294472725134,-6.3338595471238905,-0.019209629244614,-5.537294616723942,-10.014722973479293,-7.581101160485681,-4.555092922450434
0.004,-20.74551152336329,-18.24262440970128,-29.087224314492982,-32.32665586174279,-21.330066816488827,-21.29646540448608,-20.46097141193489,-22.06746236778188,-11.747248158040293,-7.318698011121487,-0.7872722100509617,-5.968960843234475,-11.42766618150552,-8.625177381517883,-5.036163377764464
0.006,-21.72935726828964,-19.70797030911462,-30.658785856025254,-33.174689454112574,-22.47431593533929,-22.194531245432184,-20.950294930600148,-22.414693805754826,-12.56120184335545,-8.303536475119085,-1.5553347908573096,-6.400627069745008,-12.840609389531748,-9.669253602550084,-5.517233833078494
0.008,-22.34127657361182,-20.785303251644063,-31.664485488099697,-33.650891620755424,-23.182022228039923,-22.801583716071235,-21.14856889301522,-22.487121912480337,-13.051648015492395,-8.981048593616492,-1.9514926673652544,-6.476645620716916,-14.011038735379723,-10.519261446829614,-5.804356047820933
0.01,-21.921282325907544,-20.786090441243175,-31.100195704706874,-33.09544385130574,-22.678536169747943,-22.601216737715596,-20.539323008181604,-21.797105482504307,-12.644519420667967,-8.80588075351441,-1.3157972956656785,-5.5659162091582495,-14.508610993022653,-10.83082467717403,-5.55336696764048
0.012,-21.501288078202457,-20.78687763084229,-30.535905921312963,-32.53999608185499,-22.175050111454993,-22.400849759359573,-19.930077123346816,-21.10708905252695,-12.237390825842756,-8.630712913411989,-0.680101923964878,-4.65518679759783,-15.006183250666542,-11.142387907519048,-5.302377887459542
0.014,-21.08129383049818,-20.787664820441403,-29.97161613792014,-31.9845483124053,-21.671564053163014,-22.200482781003934,-19.320831238513204,-20.41707262255092,-11.83026223101833,-8.455545073309905,-0.04440655226530188,-3.744457386039164,-15.503755508309471,-11.453951137863465,-5.051388807279089
0.016,-20.54794051702372,-20.582406378093633,-29.201294455261465,-31.29519301542389,-21.013542417643716,-21.845580393827472,-18.629156696041914,-19.624067628561143,-11.340628856429266,-8.156661843267198,0.6840252808072107,-2.8131765547542424,-16.186828752812037,-11.693365219738428,-4.738631343510517
0.018000000000000002,-19.456511802837298,-19.362769440012432,-27.41666188391443,-29.946600659828054,-19.59473024808604,-20.729888301690742,-17.531679531356406,-18.324042011737017,-10.444818104539404,-7.248718231981384,1.8690058467903639,-1.7807195032790304,-17.783137624926717,-11.57758349376555,-4.121783375925034
0.02,-18.365083088650877,-18.14313250193123,-25.632029312567393,-28.598008304232216,-18.17591807852837,-19.614196209554013,-16.4342023666709,-17.024016394912888,-9.549007352649543,-6.340774620695569,3.053986412773517,-0.7482624518038183,-19.379446497041393,-11.46180176779267,-3.5049354083395503
0.022,-17.273654374464456,-16.92349556385003,-23.847396741220358,-27.24941594863638,-16.757105908970694,-18.498504117417284,-15.336725201985393,-15.723990778088762,-8.653196600759681,-5.432831009409755,4.23896697875667,0.2841945996713937,-20.97575536915607,-11.34602004181979,-2.8880874407540666
0.024,-16.235486800282906,-15.730509512217907,-22.098298895194798,-25.89196727668305,-15.356062333152208,-17.3828255413718,-14.243689723591054,-14.455060826508396,-7.7839884195374545,-4.564809249811162,5.375119234300913,1.2633615731202716,-22.6031453634001,-11.21247510984036,-2.2801419357428565
0.026000000000000002,-15.876398761174046,-14.877322262815554,-20.802268797023086,-24.421600571166998,-14.181568327509876,-16.26731929548755,-13.207285745408056,-13.582600606790905,-7.253963014332182,-4.205791099232409,5.888710531739689,1.5630800517226742,-24.626819664803858,-10.85244930127296,-1.7857028285545558
0.028,-15.51731072206588,-14.024135013414842,-19.50623869885387,-22.951233865653776,-13.007074321869807,-15.151813049605448,-12.170881767227053,-12.710140387075095,-6.7239376091279315,-3.846772948654346,6.4023018291774765,1.8627985303244996,-26.65049396620372,-10.492423492706253,-1.2912637213672076
0.03,-15.158222682957712,-13.17094776401413,-18.210208600684652,-21.480867160140555,-11.832580316229736,-14.036306803723345,-11.13447778904605,-11.837680167359284,-6.193912203923681,-3.487754798076283,6.915893126615265,2.162517008926325,-28.674168267603577,-10.132397684139548,-0.7968246141798594
0.032,-14.799134643849543,-12.317760514613418,-16.914178502515437,-20.010500454627334,-10.658086310589667,-12.920800557841245,-10.09807381086505,-10.965219947643472,-5.663886798719429,-3.128736647498221,7.429484424053052,2.46223548752815,-30.697842569003438,-9.77237187557284,-0.3023855069925112
0.034,-14.678414871405538,-11.882063310933507,-16.393367200512525,-19.07688179563561,-10.020238916152852,-12.461157780174476,-9.419351474057617,-10.629546782097336,-5.4314862868267415,-3.0673802909327517,7.704626903748977,2.582810313411719,-29.264445336063563,-9.114204840476676,-0.1063130970489582
0.036000000000000004,-14.563400722365502,-11.456359220049707,-15.891111667566046,-18.156110829246284,-9.39523678634539,-12.017213862118618,-8.749190665899743,-10.3067222428473,-5.206209775039631,-3.013148817734321,7.974061831956629,2.6990971263314587,-27.748299050443322,-8.448901446235144,0.08261755684383115
0.038,-14.448386573325465,-11.030655129165906,-15.388856134619566,-17.235339862856954,-8.770234656537927,-11.57326994406276,-8.07902985774187,-9.983897703597265,-4.9809332632525205,-2.9589173445358905,8.24349676016428,2.815383939251198,-26.232152764823084,-7.7835980519936125,0.2715482107366205
0.04,-14.333372424285207,-10.604951038281285,-14.886600601672118,-16.31456889646585,-8.145232526729261,-11.129326026006048,-7.408869049582706,-9.661073164346607,-4.755656751464976,-2.9046858713373553,8.51293168837245,2.9316707521711614,-24.716006479199926,-7.1182946577508,0.4604788646297737
0.042,-14.487013135589944,-10.77061907224676,-14.922058599769176,-16.20017559306875,-8.434003893452942,-11.384194319328538,-7.383641838170409,-9.660992249002012,-5.228645464338093,-3.0113387793880477,8.513638769334726,2.7789638669781436,-22.716300669470385,-6.77534263396155,0.38040455693401926
0.044,-14.677108488711026,-11.016532291294252,-15.030480675824242,-16.19520226753974,-8.846768124011511,-11.733886688530362,-7.445927740179971,-9.70470545371496,-5.796384030704013,-3.1398226064280856,8.477881304653438,2.589756361982567,-20.65097911310718,-6.476131504097557,0.26382810105846066
0.046,-14.867203841832108,-11.262445510341745,-15.138902751879307,-16.190228942010734,-9.259532354570082,-12.083579057732186,-7.508213642189533,-9.748418658427909,-6.364122597069934,-3.2683064334681236,8.442123839972151,2.4005488569869904,-18.585657556743975,-6.176920374233564,0.14725164518290212
0.048,-15.057299194953188,-11.508358729389238,-15.24732482793437,-16.18525561648173,-9.67229658512865,-12.43327142693401,-7.570499544199095,-9.792131863140856,-6.931861163435855,-3.396790260508162,8.406366375290864,2.211341351991414,-16.520336000380766,-5.877709244369571,0.03067518930734353
0.05,-15.630355848335032,-12.233222988019333,-15.30814198015425,-16.41989118266139,-10.085218160195488,-12.639498302703764,-7.8243237958597405,-9.740359403861028,-7.5950182957402745,-3.4770928498651803,8.131209300298696,1.9261301623888842,-15.69988161509015,-5.91354247527864,-0.27766895125653057
0.052000000000000005,-16.308663455100298,-13.08971948600554,-15.355875659929298,-16.720379523714946,-10.498182978951684,-12.806295920344649,-8.130789382027393,-9.662344195867831,-8.28439973590209,-3.5441535758854115,7.7902569681677925,1.614533854169086,-15.221559598009854,-6.0414574344800815,-0.6387174554932722
0.054,-16.986971061866875,-13.946215983993396,-15.403609339704438,-17.02086786476908,-10.911147797708676,-12.973093537985854,-8.437254968195633,-9.584328987874482,-8.973781176065232,-3.611214301905772,7.449304636036233,1.3029375459486876,-14.743237580928636,-6.16937239368177,-0.9997659597307093
0.056,-17.66527866863214,-14.8027124819796,-15.451343019479486,-17.32135620582263,-11.324112616464872,-13.13989115562674,-8.743720554363286,-9.506313779881285,-9.663162616227048,-3.6782750279260035,7.10835230390533,0.9913412377288895,-14.264915563848339,-6.297287352883211,-1.3608144639674506
0.058,-18.259528290514293,-15.491338157729183,-15.583337012833887,-17.664056772369015,-11.317117836559175,-12.802713432960092,-9.008208370903073,-9.386523368859441,-9.97415904648571,-3.6190346257795514,6.725369616160973,0.5534964527928122,-13.660648639996127,-6.425127358165693,-1.7220942789251596
0.06,-18.81571391924204,-16.10394685737205,-15.753486619884379,-18.02587230894978,-11.119952672354842,-12.2373204618536,-9.253687386102051,-9.24781588476813,-10.11381132131751,-3.5026012599353056,6.3233543145540265,0.05848254632516203,-12.999350060247526,-6.552933422050912,-2.0834788383602874
0.062,-19.371899547969786,-16.716555557014917,-15.923636226934873,-18.387687845530543,-10.922787508150508,-11.671927490747107,-9.499166401301029,-9.109108400676819,-10.253463596149308,-3.3861678940910593,5.92133901294708,-0.43653136014248817,-12.338051480498926,-6.6807394859361295,-2.4448633977954146
0.064,-19.928085176697536,-17.329164256657783,-16.093785833985365,-18.749503382111303,-10.725622343946172,-11.106534519640617,-9.744645416500006,-8.970400916585508,-10.393115870981108,-3.2697345282468135,5.519323711340135,-0.9315452666101384,-11.676752900750326,-6.808545549821347,-2.806247957230542
0.066,-20.15893821911539,-17.472039080401508,-16.22799933461873,-18.93076978333055,-10.853883666372225,-10.758138881486298,-9.809430421087818,-8.904186119489587,-10.315646691728348,-3.116921568807978,5.261867798016297,-1.3183101132311836,-10.76251499753,-6.57484153637356,-2.9148184965446773
0.068,-20.165768384117566,-17.29145680538898,-16.337467358465016,-18.9877106834454,-11.20623252564587,-10.559166845408683,-9.749790163982432,-8.887889532298479,-10.088668441021818,-2.939057748867201,5.103954972238226,-1.6305350370635372,-9.674103963670916,-6.092202952129133,-2.849302188669679
0.07,-20.172598549119726,-17.110874530376798,-16.446935382311086,-19.04465158356014,-11.558581384918837,-10.36019480933145,-9.690149906877162,-8.871592945107402,-9.861690190315727,-2.7611939289267666,4.946042146460458,-1.9427599608952895,-8.585692929813927,-5.6095643678856355,-2.7837858807948073
0.07200000000000001,-20.179428714121887,-16.930292255364616,-16.55640340615716,-19.101592483674878,-11.910930244191803,-10.161222773254217,-9.630509649771891,-8.855296357916325,-9.634711939609636,-2.583330108986332,4.788129320682691,-2.2549848847270417,-7.49728189595694,-5.126925783642139,-2.7182695729199353
0.074,-20.155954418947903,-16.568157505402706,-16.666047622808183,-19.03756273730703,-12.081712665012006,-10.23487385586948,-9.510336396726727,-8.96028739114054,-9.468077941220514,-2.3144307028137683,4.932989430818265,-2.2948509133206856,-6.469489086582032,-4.402001443328692,-2.5015232258554003
0.076,-20.101699677312226,-16.021618670936515,-16.77587079969041,-18.850662281946153,-12.06807681850286,-10.58543009569128,-9.328679367700607,-9.188471085938646,-9.362736010629899,-1.9530658320911125,5.385378072719826,-2.0580801582687975,-5.503266620398466,-3.4309858115091614,-2.1311714986712205
0.078,-20.047444935676545,-15.475079836470329,-16.885693976572636,-18.663761826585276,-12.054440971993714,-10.935986335513077,-9.147022338674487,-9.416654780736751,-9.257394080039283,-1.5917009613684567,5.837766714621388,-1.821309403216909,-4.5370441542149,-2.45997017968963,-1.7608197714870404
0.08,-19.993190194040867,-14.928541002004142,-16.995517153454863,-18.476861371224402,-12.040805125484567,-11.286542575334876,-8.965365309648368,-9.644838475534858,-9.152052149448668,-1.2303360906458007,6.290155356522948,-1.584538648165021,-3.570821688031334,-1.4889545478700992,-1.3904680443028605
0.082,-19.96332902130652,-14.406513255040053,-17.227550784623748,-18.338904845158446,-11.783123756016813,-11.417470728046293,-8.930209765928595,-9.897574749082446,-9.095364005278626,-0.9420501868200934,6.693702178879031,-1.2990616606379528,-2.9952622769904247,-0.9085109110692834,-1.0690755048118727
0.084,-19.9700582019242,-13.921252139331513,-17.64290009722092,-18.2743642130353,-11.159374102113564,-11.218956750092568,-9.114806450167803,-10.187139890752924,-9.11165654073948,-0.7633827333408449,7.023986271915185,-0.9405253243997236,-3.0056974486643893,-0.913925266797456,-0.8211217468619854
0.08600000000000001,-19.976787382541875,-13.435991023622972,-18.058249409818092,-18.209823580912158,-10.535624448210314,-11.020442772138844,-9.299403134407013,-10.476705032423402,-9.127949076200332,-0.5847152798615964,7.35427036495134,-0.5819889881614945,-3.016132620338354,-0.9193396225256285,-0.5731679889120977
0.088,-19.983516563159554,-12.950729907914432,-18.473598722415264,-18.145282948789013,-9.911874794307064,-10.82192879418512,-9.483999818646222,-10.76627017409388,-9.144241611661187,-0.40604782638234793,7.684554457987494,-0.22345265192326536,-3.026567792012319,-0.924753978253801,-0.32521423096221014
0.09,-19.953135358801102,-12.521186265037912,-18.814866193385853,-18.062283177164755,-9.455125170685514,-10.549295835357983,-9.650064924646834,-10.889010691209316,-9.104758495616927,-0.39418775509802656,7.810799727467354,0.190637246311026,-2.999943215582153,-1.0785187480577056,-0.15155189302309477
0.092,-19.837749170052774,-12.219268970187041,-18.986441924561987,-17.937000932153268,-9.3809055309576,-10.1068860656411,-9.773681629211968,-10.629623008488766,-8.937515767577887,-0.7644163883290864,7.469674016492862,0.7319780386903122,-2.888429643494551,-1.5720947227534805,-0.1480613547669992
0.094,-19.722362981304446,-11.917351675336171,-19.15801765573812,-17.81171868714178,-9.306685891229684,-9.664476295924217,-9.897298333777103,-10.370235325768215,-8.770273039538846,-1.1346450215601465,7.12854830551837,1.2733188310695982,-2.7769160714069483,-2.0656706974492556,-0.14457081651090364
0.096,-19.606976792555894,-11.61543438048472,-19.32959338691459,-17.686436442130052,-9.232466251501625,-9.222066526206483,-10.020915038342475,-10.110847643047167,-8.603030311499483,-1.5048736547919193,6.78742259454322,1.814659623449927,-2.665402499319131,-2.559246672145981,-0.14108027825480135
0.098,-19.377440126151036,-11.338931935429708,-19.361739244108932,-17.472438557848495,-9.107565741266123,-8.767025348313704,-10.081131658721011,-9.838850645319523,-8.435696993705033,-1.875017267229109,6.458970264920242,2.343257640622415,-2.439772474648354,-2.925977394947789,-0.15033993940629253
0.1,-18.712704763685295,-11.159323605220363,-18.862308706753343,-16.920212298853404,-8.789444412222496,-8.263826926750832,-9.89963545814072,-9.51878063412785,-8.268018302468096,-2.2448367378896714,6.178835201699395,2.823273827319502,-1.7790734745088481,-2.809110594908994,-0.20820973579869126
