95,100,107,106,83,85,110,88,76,73,91,83,80,85,87,94,69,
88,95,100,96,63,66,103,78,62,59,81,75,74,75,80,83,69,
93,94,97,97,67,72,98,74,69,66,81,74,73,77,82,87,69,
79,90,97,98,61,62,98,72,56,52,77,70,67,70,80,80,69,
99,101,100,104,80,81,104,83,81,76,90,87,74,80,92,100,69,
80,91,95,96,58,62,96,74,58,53,77,72,66,68,80,82,69,
88,95,95,96,67,70,92,76,71,69,77,73,68,70,81,85,70,
79,92,103,103,64,65,102,87,67,63,87,83,76,76,91,96,70,
94,99,105,108,78,77,107,94,79,74,89,83,77,77,95,107,70,
77,89,104,102,65,68,104,88,68,64,83,78,75,78,89,97,70,
91,94,102,100,76,78,100,77,73,70,80,74,71,74,85,94,70,
92,98,103,103,71,68,102,82,62,60,80,76,68,74,85,95,70,
85,93,97,97,70,69,99,76,68,68,78,71,66,69,84,96,71,
82,94,101,102,68,65,102,79,63,64,78,73,70,74,88,96,71,
78,88,95,97,69,68,96,73,60,61,74,69,66,65,81,90,71,
77,91,103,105,70,73,103,80,62,60,78,74,68,75,88,98,71,
78,89,97,97,68,71,96,73,61,59,73,67,60,67,81,87,71,
73,82,96,94,62,65,95,70,54,52,72,64,61,65,79,80,71,
77,89,89,93,57,56,100,76,62,56,76,69,52,61,87,90,73,
77,84,84,87,57,60,94,74,56,54,68,70,59,61,81,86,73,
70,83,82,84,56,56,93,75,55,53,70,69,63,68,84,85,73,
77,89,89,89,61,60,95,79,56,54,70,70,62,67,88,89,73,
74,83,82,84,57,57,91,74,58,54,70,67,62,59,78,79,73,
76,87,85,85,56,56,90,75,56,53,67,64,61,65,73,81,73,
84,90,90,91,63,63,95,80,57,57,72,66,59,60,76,85,74,
83,92,88,89,64,64,89,77,52,53,67,65,64,64,75,86,74,
76,85,84,86,60,59,86,72,54,52,67,61,64,64,67,69,74,
73,85,89,92,65,64,87,75,62,58,68,68,64,66,68,77,74,
71,84,90,91,61,62,90,75,60,58,69,69,68,67,71,75,74,
74,81,84,87,57,56,81,68,57,49,60,65,65,65,64,78,74,
77,85,89,87,62,63,96,78,59,56,78,75,89,84,84,90,75,
103,99,95,94,85,90,114,100,90,87,117,107,173,139,135,132,75,
166,157,161,170,147,153,200,195,154,149,224,210,252,220,256,228,75,
245,242,274,295,228,235,317,320,237,230,340,324,254,276,366,321,75,
203,216,272,301,191,193,290,289,192,189,283,267,132,180,287,245,75,
46,77,120,131,20,25,80,73,23,22,16,21,-140,-65,-24,-6,75,
41,64,92,97,19,20,59,52,16,16,4,15,-77,-1,-10,20,76,
57,62,60,62,34,39,46,45,32,33,25,30,23,62,39,55,76,
76,87,87,83,59,60,86,83,59,57,74,70,90,94,87,88,76,
91,97,91,88,71,72,90,88,71,71,79,75,99,86,88,93,76,
76,89,84,79,57,56,86,84,59,56,72,62,90,74,76,75,76,
87,96,87,82,69,65,84,85,77,72,74,66,91,75,76,79,76,
77,86,85,77,59,58,83,85,59,54,70,65,93,72,75,77,77,
89,92,91,83,77,77,85,90,80,75,76,71,100,79,83,89,77,
75,80,83,76,56,57,82,82,54,54,71,62,95,75,72,74,77,
81,82,83,78,66,65,80,80,62,62,75,65,98,75,76,78,77,
80,86,85,77,54,52,82,80,58,58,77,68,106,78,84,80,77,
79,84,77,70,57,59,78,76,61,64,75,66,99,72,81,79,77,
72,82,85,79,59,61,83,79,57,56,77,71,107,76,83,74,78,
82,85,85,79,69,69,84,81,68,70,81,75,112,80,87,84,78,
67,73,77,69,51,54,81,74,51,47,72,66,104,69,75,67,78,
75,77,76,67,58,60,73,68,54,56,69,61,110,73,75,66,78,
78,77,81,73,58,59,78,77,56,57,73,66,118,77,82,72,78,
96,92,88,81,74,79,84,88,80,80,86,80,124,88,97,94,78,
77,81,81,75,62,59,80,86,66,61,82,74,123,83,91,82,79,
84,90,89,80,72,72,84,92,72,70,86,79,128,85,97,89,79,
74,79,84,73,63,61,81,86,58,55,84,75,126,84,96,82,79,
